Date, Open, High, Low, Close, Volume, Open Interest
2021-05-11 14:54:00, 221.5, 221.59, 221.5, 221.57, 417, 0.0
2021-05-11 14:55:00, 221.29, 221.425, 221.23, 221.27, 911, 0.0
2021-05-11 14:56:00, 221.39, 221.44, 221.32, 221.35, 1140, 0.0
2021-05-11 14:57:00, 221.34, 221.54, 221.33, 221.47, 1294, 0.0
2021-05-11 14:58:00, 221.51, 221.63, 221.51, 221.6, 1135, 0.0
2021-05-11 14:59:00, 221.51, 221.55, 221.45, 221.55, 1002, 0.0
2021-05-12 08:30:00, 217.35, 218.65, 217.35, 218.65, 809, 0.0
2021-05-12 08:45:00, 219.79, 219.79, 219.79, 219.79, 136, 0.0
2021-05-12 08:47:00, 219.92, 219.93, 219.765, 219.93, 1200, 0.0
2021-05-12 08:49:00, 219.63, 219.63, 219.63, 219.63, 113, 0.0
2021-05-12 08:52:00, 219.8, 219.8, 219.8, 219.8, 125, 0.0
2021-05-12 08:54:00, 219.21, 219.21, 219.21, 219.21, 133, 0.0
2021-05-12 08:55:00, 219.33, 219.33, 219.33, 219.33, 328, 0.0
2021-05-12 08:57:00, 218.8, 218.8, 218.8, 218.8, 100, 0.0
2021-05-12 08:59:00, 218.72, 218.72, 218.72, 218.72, 333, 0.0
2021-05-12 09:02:00, 218.47, 218.47, 218.41, 218.41, 403, 0.0
2021-05-12 09:09:00, 219.22, 219.22, 219.22, 219.22, 102, 0.0
2021-05-12 09:14:00, 219.23, 219.23, 219.23, 219.23, 100, 0.0
2021-05-12 09:20:00, 219.58, 219.58, 219.58, 219.58, 111, 0.0
2021-05-12 09:22:00, 219.82, 219.82, 219.79, 219.79, 233, 0.0
2021-05-12 09:26:00, 219.63, 219.63, 219.605, 219.605, 238, 0.0
2021-05-12 09:27:00, 219.87, 219.87, 219.87, 219.87, 112, 0.0
2021-05-12 09:28:00, 220.05, 220.05, 220.05, 220.05, 103, 0.0
2021-05-12 09:31:00, 219.62, 219.62, 219.62, 219.62, 133, 0.0
2021-05-12 09:34:00, 218.98, 218.98, 218.73, 218.73, 200, 0.0
