Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-25 10:45:00, $174.23, BUY, $99,825.77, $174.23, $0.00, $0.00
2021-05-25 11:00:00, $174.22, SELL, $99,999.98, $0.00, $-0.02, $-0.02
2021-05-25 11:15:00, $174.33, BUY, $99,825.65, $174.33, $0.00, $-0.02
2021-05-25 11:30:00, $174.33, SELL, $99,999.98, $0.00, $-0.00, $-0.02
2021-05-25 11:45:00, $174.28, HOLD, $99,999.98, $0.00, $0.00, $-0.02
2021-05-25 12:00:00, $174.20, SELL, $99,999.98, $0.00, $0.00, $-0.02
2021-05-25 12:15:00, $174.17, HOLD, $99,999.98, $0.00, $0.00, $-0.02
2021-05-25 12:30:00, $174.14, SELL, $99,999.98, $0.00, $0.00, $-0.02
2021-05-25 12:45:00, $174.02, HOLD, $99,999.98, $0.00, $0.00, $-0.02
2021-05-25 13:00:00, $173.89, SELL, $99,999.98, $0.00, $0.00, $-0.02
2021-05-25 13:15:00, $173.79, HOLD, $99,999.98, $0.00, $0.00, $-0.02
2021-05-25 13:30:00, $173.80, BUY, $99,826.18, $173.80, $0.00, $-0.02
2021-05-25 13:45:00, $173.91, HOLD, $99,826.18, $173.80, $0.00, $-0.02
2021-05-25 14:00:00, $173.96, BUY, $99,652.22, $347.76, $0.00, $-0.02
2021-05-25 14:15:00, $173.90, SELL, $100,000.02, $0.00, $-0.06, $0.02
2021-05-25 14:30:00, $173.88, HOLD, $100,000.02, $0.00, $0.00, $0.02
2021-05-25 14:45:00, $173.76, SELL, $100,000.02, $0.00, $0.00, $0.02
2021-05-26 08:30:00, $173.76, BUY, $99,826.26, $173.76, $0.00, $0.02
2021-05-26 08:45:00, $173.65, SELL, $99,999.90, $0.00, $-0.11, $-0.10
2021-05-26 09:00:00, $173.63, HOLD, $99,999.90, $0.00, $0.00, $-0.10
2021-05-26 09:15:00, $173.53, SELL, $99,999.90, $0.00, $0.00, $-0.10
2021-05-26 09:30:00, $173.29, HOLD, $99,999.90, $0.00, $0.00, $-0.10
2021-05-26 09:45:00, $173.07, SELL, $99,999.90, $0.00, $0.00, $-0.10
