Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-02-25 23:00:00, $456.30, BUY, $99,543.70, $456.30, $0.00, $0.00
2021-02-28 23:00:00, $454.91, SELL, $99,998.62, $0.00, $-1.38, $-1.38
2021-03-01 23:00:00, $450.22, HOLD, $99,998.62, $0.00, $0.00, $-1.38
2021-03-02 23:00:00, $452.60, BUY, $99,546.02, $452.60, $0.00, $-1.38
2021-03-03 23:00:00, $458.29, HOLD, $99,546.02, $452.60, $0.00, $-1.38
2021-03-04 23:00:00, $465.24, BUY, $99,080.78, $917.84, $0.00, $-1.38
2021-03-07 23:00:00, $467.22, HOLD, $99,080.78, $917.84, $0.00, $-1.38
2021-03-08 23:00:00, $469.37, BUY, $98,611.41, $1,387.21, $0.00, $-1.38
2021-03-09 23:00:00, $469.83, HOLD, $98,611.41, $1,387.21, $0.00, $-1.38
2021-03-10 23:00:00, $475.19, BUY, $98,136.22, $1,862.40, $0.00, $-1.38
2021-03-11 23:00:00, $479.36, HOLD, $98,136.22, $1,862.40, $0.00, $-1.38
2021-03-14 23:00:00, $487.57, BUY, $97,648.65, $2,349.97, $0.00, $-1.38
2021-03-15 23:00:00, $484.38, SELL, $100,070.57, $0.00, $-3.19, $70.57
2021-03-16 23:00:00, $481.46, HOLD, $100,070.57, $0.00, $0.00, $70.57
2021-03-17 23:00:00, $477.21, SELL, $100,070.57, $0.00, $0.00, $70.57
2021-03-18 23:00:00, $475.59, HOLD, $100,070.57, $0.00, $0.00, $70.57
2021-03-21 23:00:00, $471.13, SELL, $100,070.57, $0.00, $0.00, $70.57
2021-03-22 23:00:00, $464.47, HOLD, $100,070.57, $0.00, $0.00, $70.57
2021-03-23 23:00:00, $466.91, BUY, $99,603.66, $466.91, $0.00, $70.57
2021-03-24 23:00:00, $473.87, HOLD, $99,603.66, $466.91, $0.00, $70.57
2021-03-25 23:00:00, $476.33, BUY, $99,127.33, $943.23, $0.00, $70.57
2021-03-28 23:00:00, $475.16, SELL, $100,077.66, $0.00, $-1.16, $77.66
2021-03-29 23:00:00, $473.07, HOLD, $100,077.66, $0.00, $0.00, $77.66
2021-03-30 23:00:00, $477.64, BUY, $99,600.02, $477.64, $0.00, $77.66
2021-03-31 23:00:00, $479.50, HOLD, $99,600.02, $477.64, $0.00, $77.66
2021-04-04 23:00:00, $481.65, BUY, $99,118.37, $959.29, $0.00, $77.66
2021-04-05 23:00:00, $478.92, SELL, $100,076.22, $0.00, $-2.73, $76.22
2021-04-06 23:00:00, $477.58, HOLD, $100,076.22, $0.00, $0.00, $76.22
2021-04-07 23:00:00, $474.72, SELL, $100,076.22, $0.00, $0.00, $76.22
2021-04-08 23:00:00, $474.95, BUY, $99,601.27, $474.95, $0.00, $76.22
2021-04-11 23:00:00, $477.00, HOLD, $99,601.27, $474.95, $0.00, $76.22
2021-04-12 23:00:00, $484.23, BUY, $99,117.04, $959.18, $0.00, $76.22
2021-04-13 23:00:00, $492.91, HOLD, $99,117.04, $959.18, $0.00, $76.22
2021-04-14 23:00:00, $499.06, BUY, $98,617.98, $1,458.24, $0.00, $76.22
2021-04-15 23:00:00, $502.48, HOLD, $98,617.98, $1,458.24, $0.00, $76.22
2021-04-18 23:00:00, $503.52, BUY, $98,114.45, $1,961.76, $0.00, $76.22
2021-04-19 23:00:00, $500.32, SELL, $100,115.72, $0.00, $-3.21, $115.72
2021-04-20 23:00:00, $494.93, HOLD, $100,115.72, $0.00, $0.00, $115.72
2021-04-21 23:00:00, $493.24, SELL, $100,115.72, $0.00, $0.00, $115.72
2021-04-22 23:00:00, $493.85, BUY, $99,621.87, $493.85, $0.00, $115.72
2021-04-25 23:00:00, $493.57, SELL, $100,115.44, $0.00, $-0.28, $115.44
2021-04-26 23:00:00, $488.15, HOLD, $100,115.44, $0.00, $0.00, $115.44
2021-04-27 23:00:00, $484.46, SELL, $100,115.44, $0.00, $0.00, $115.44
2021-04-28 23:00:00, $484.75, BUY, $99,630.70, $484.75, $0.00, $115.44
2021-04-29 23:00:00, $484.85, HOLD, $99,630.70, $484.75, $0.00, $115.44
2021-05-02 23:00:00, $485.27, BUY, $99,145.43, $970.01, $0.00, $115.44
2021-05-03 23:00:00, $488.62, HOLD, $99,145.43, $970.01, $0.00, $115.44
2021-05-04 23:00:00, $492.33, BUY, $98,653.10, $1,462.34, $0.00, $115.44
2021-05-05 23:00:00, $499.01, HOLD, $98,653.10, $1,462.34, $0.00, $115.44
2021-05-06 23:00:00, $499.83, BUY, $98,153.28, $1,962.17, $0.00, $115.44
2021-05-09 23:00:00, $503.58, HOLD, $98,153.28, $1,962.17, $0.00, $115.44
2021-05-10 23:00:00, $508.57, BUY, $97,644.71, $2,470.74, $0.00, $115.44
2021-05-11 23:00:00, $513.74, HOLD, $97,644.71, $2,470.74, $0.00, $115.44
2021-05-12 23:00:00, $519.18, BUY, $97,125.53, $2,989.91, $0.00, $115.44
2021-05-13 23:00:00, $518.82, SELL, $100,238.47, $0.00, $-0.35, $238.47
2021-05-16 23:00:00, $516.56, HOLD, $100,238.47, $0.00, $0.00, $238.47
2021-05-17 23:00:00, $512.94, SELL, $100,238.47, $0.00, $0.00, $238.47
2021-05-18 23:00:00, $509.88, HOLD, $100,238.47, $0.00, $0.00, $238.47
2021-05-19 23:00:00, $506.64, SELL, $100,238.47, $0.00, $0.00, $238.47
2021-05-20 23:00:00, $501.66, HOLD, $100,238.47, $0.00, $0.00, $238.47
