Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-02-25 23:00:00, $480.05, BUY, $99,519.95, $480.05, $0.00, $0.00
2021-02-28 23:00:00, $477.82, SELL, $99,997.77, $0.00, $-2.23, $-2.23
2021-03-01 23:00:00, $462.26, HOLD, $99,997.77, $0.00, $0.00, $-2.23
2021-03-02 23:00:00, $452.13, SELL, $99,997.77, $0.00, $0.00, $-2.23
2021-03-03 23:00:00, $437.91, HOLD, $99,997.77, $0.00, $0.00, $-2.23
2021-03-04 23:00:00, $438.03, BUY, $99,559.74, $438.03, $0.00, $-2.23
2021-03-07 23:00:00, $433.84, SELL, $99,993.59, $0.00, $-4.18, $-6.41
2021-03-08 23:00:00, $444.96, BUY, $99,548.62, $444.96, $0.00, $-6.41
2021-03-09 23:00:00, $447.49, HOLD, $99,548.62, $444.96, $0.00, $-6.41
2021-03-10 23:00:00, $458.52, BUY, $99,090.10, $903.48, $0.00, $-6.41
2021-03-11 23:00:00, $466.78, HOLD, $99,090.10, $903.48, $0.00, $-6.41
2021-03-14 23:00:00, $477.68, BUY, $98,612.42, $1,381.17, $0.00, $-6.41
2021-03-15 23:00:00, $475.44, SELL, $100,038.75, $0.00, $-2.24, $38.75
2021-03-16 23:00:00, $474.03, HOLD, $100,038.75, $0.00, $0.00, $38.75
2021-03-17 23:00:00, $471.18, SELL, $100,038.75, $0.00, $0.00, $38.75
2021-03-18 23:00:00, $471.22, BUY, $99,567.53, $471.22, $0.00, $38.75
2021-03-21 23:00:00, $465.49, SELL, $100,033.02, $0.00, $-5.73, $33.02
2021-03-22 23:00:00, $460.93, HOLD, $100,033.02, $0.00, $0.00, $33.02
2021-03-23 23:00:00, $467.09, BUY, $99,565.93, $467.09, $0.00, $33.02
2021-03-24 23:00:00, $472.36, HOLD, $99,565.93, $467.09, $0.00, $33.02
2021-03-25 23:00:00, $470.72, SELL, $100,036.65, $0.00, $3.63, $36.65
2021-03-28 23:00:00, $464.43, HOLD, $100,036.65, $0.00, $0.00, $36.65
2021-03-29 23:00:00, $465.46, BUY, $99,571.18, $465.46, $0.00, $36.65
2021-03-30 23:00:00, $476.08, HOLD, $99,571.18, $465.46, $0.00, $36.65
2021-03-31 23:00:00, $482.87, BUY, $99,088.32, $948.33, $0.00, $36.65
2021-04-04 23:00:00, $485.03, HOLD, $99,088.32, $948.33, $0.00, $36.65
2021-04-05 23:00:00, $483.98, SELL, $100,056.28, $0.00, $1.12, $56.28
2021-04-06 23:00:00, $484.36, BUY, $99,571.93, $484.36, $0.00, $56.28
2021-04-07 23:00:00, $484.77, HOLD, $99,571.93, $484.36, $0.00, $56.28
2021-04-08 23:00:00, $484.69, SELL, $100,056.62, $0.00, $0.33, $56.62
2021-04-11 23:00:00, $482.16, HOLD, $100,056.62, $0.00, $0.00, $56.62
2021-04-12 23:00:00, $480.93, SELL, $100,056.62, $0.00, $0.00, $56.62
2021-04-13 23:00:00, $478.78, HOLD, $100,056.62, $0.00, $0.00, $56.62
2021-04-14 23:00:00, $473.60, SELL, $100,056.62, $0.00, $0.00, $56.62
2021-04-15 23:00:00, $466.02, HOLD, $100,056.62, $0.00, $0.00, $56.62
2021-04-18 23:00:00, $459.77, SELL, $100,056.62, $0.00, $0.00, $56.62
2021-04-19 23:00:00, $457.50, HOLD, $100,056.62, $0.00, $0.00, $56.62
2021-04-20 23:00:00, $460.46, BUY, $99,596.16, $460.46, $0.00, $56.62
2021-04-21 23:00:00, $464.49, HOLD, $99,596.16, $460.46, $0.00, $56.62
2021-04-22 23:00:00, $468.21, BUY, $99,127.95, $928.67, $0.00, $56.62
2021-04-25 23:00:00, $465.89, SELL, $100,059.73, $0.00, $-2.32, $59.73
2021-04-26 23:00:00, $463.94, HOLD, $100,059.73, $0.00, $0.00, $59.73
2021-04-27 23:00:00, $460.60, SELL, $100,059.73, $0.00, $0.00, $59.73
2021-04-28 23:00:00, $457.52, HOLD, $100,059.73, $0.00, $0.00, $59.73
2021-04-29 23:00:00, $450.29, SELL, $100,059.73, $0.00, $0.00, $59.73
2021-05-02 23:00:00, $446.12, HOLD, $100,059.73, $0.00, $0.00, $59.73
2021-05-03 23:00:00, $445.70, SELL, $100,059.73, $0.00, $0.00, $59.73
2021-05-04 23:00:00, $448.37, BUY, $99,611.36, $448.37, $0.00, $59.73
2021-05-05 23:00:00, $445.78, SELL, $100,057.14, $0.00, $-2.59, $57.14
2021-05-06 23:00:00, $442.94, HOLD, $100,057.14, $0.00, $0.00, $57.14
2021-05-09 23:00:00, $432.86, SELL, $100,057.14, $0.00, $0.00, $57.14
2021-05-10 23:00:00, $431.07, HOLD, $100,057.14, $0.00, $0.00, $57.14
2021-05-11 23:00:00, $431.37, BUY, $99,625.77, $431.37, $0.00, $57.14
2021-05-12 23:00:00, $437.24, HOLD, $99,625.77, $431.37, $0.00, $57.14
2021-05-13 23:00:00, $438.30, BUY, $99,187.47, $869.68, $0.00, $57.14
2021-05-16 23:00:00, $438.51, HOLD, $99,187.47, $869.68, $0.00, $57.14
2021-05-17 23:00:00, $443.55, BUY, $98,743.91, $1,313.23, $0.00, $57.14
2021-05-18 23:00:00, $449.35, HOLD, $98,743.91, $1,313.23, $0.00, $57.14
2021-05-19 23:00:00, $455.17, BUY, $98,288.74, $1,768.40, $0.00, $57.14
2021-05-20 23:00:00, $456.71, HOLD, $98,288.74, $1,768.40, $0.00, $57.14
