Date, Open, High, Low, Close, Volume, Open Interest
2021-05-19 10:40:00, 241.81, 241.81, 241.31, 241.68, 1998, 0.0
2021-05-19 10:45:00, 241.75, 241.75, 241.3, 241.52, 1183, 0.0
2021-05-19 10:50:00, 241.37, 241.405, 240.925, 240.96, 1586, 0.0
2021-05-19 10:55:00, 241.13, 241.65, 241.09, 241.43, 3324, 0.0
2021-05-19 11:00:00, 241.25, 241.51, 241.25, 241.51, 753, 0.0
2021-05-19 11:05:00, 241.8, 241.81, 241.8, 241.81, 251, 0.0
2021-05-19 11:10:00, 241.91, 242.555, 241.91, 242.54, 1502, 0.0
2021-05-19 11:15:00, 242.53, 243.01, 242.53, 242.68, 1696, 0.0
2021-05-19 11:20:00, 242.27, 242.61, 242.255, 242.42, 1697, 0.0
2021-05-19 11:25:00, 242.5, 242.805, 242.355, 242.605, 9429, 0.0
2021-05-19 11:30:00, 242.8, 242.8, 242.63, 242.63, 602, 0.0
2021-05-19 11:35:00, 242.37, 242.38, 242.37, 242.38, 226, 0.0
2021-05-19 11:40:00, 242.45, 242.76, 242.45, 242.53, 670, 0.0
2021-05-19 11:45:00, 242.37, 242.55, 242.31, 242.37, 839, 0.0
2021-05-19 11:50:00, 242.2, 242.2, 242.2, 242.2, 260, 0.0
2021-05-19 11:55:00, 242.42, 242.42, 242.38, 242.38, 667, 0.0
2021-05-19 12:05:00, 242.55, 242.93, 242.55, 242.93, 333, 0.0
2021-05-19 12:10:00, 243.13, 243.48, 243.13, 243.28, 2043, 0.0
2021-05-19 12:15:00, 243.5, 243.5, 243.23, 243.26, 626, 0.0
2021-05-19 12:20:00, 243.23, 243.23, 242.98, 243, 3858, 0.0
2021-05-19 12:25:00, 242.965, 243.385, 242.965, 243.33, 2325, 0.0
2021-05-19 12:30:00, 243.23, 243.27, 242.81, 242.81, 2526, 0.0
2021-05-19 12:35:00, 242.69, 242.79, 242.68, 242.75, 2641, 0.0
2021-05-19 12:40:00, 242.62, 242.78, 242.62, 242.78, 496, 0.0
