Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-10 12:10:00, $2,311.00, BUY, $97,689.00, $2,311.00, $0.00, $0.00
2021-05-10 12:20:00, $2,309.73, SELL, $99,998.73, $0.00, $-1.27, $-1.27
2021-05-10 12:25:00, $2,308.00, HOLD, $99,998.73, $0.00, $0.00, $-1.27
2021-05-10 12:30:00, $2,305.69, SELL, $99,998.73, $0.00, $0.00, $-1.27
2021-05-10 12:35:00, $2,304.42, HOLD, $99,998.73, $0.00, $0.00, $-1.27
2021-05-10 12:40:00, $2,303.97, SELL, $99,998.73, $0.00, $0.00, $-1.27
2021-05-10 12:45:00, $2,304.19, BUY, $97,694.54, $2,304.19, $0.00, $-1.27
2021-05-10 12:50:00, $2,303.42, SELL, $99,997.96, $0.00, $-0.77, $-2.04
2021-05-10 12:55:00, $2,302.82, HOLD, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:00:00, $2,301.27, SELL, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:05:00, $2,300.67, HOLD, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:10:00, $2,298.75, SELL, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:15:00, $2,297.62, HOLD, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:20:00, $2,295.51, SELL, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:25:00, $2,294.37, HOLD, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:30:00, $2,292.90, SELL, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:35:00, $2,291.42, HOLD, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:40:00, $2,290.64, SELL, $99,997.96, $0.00, $0.00, $-2.04
2021-05-10 13:50:00, $2,290.71, BUY, $97,707.25, $2,290.71, $0.00, $-2.04
2021-05-10 13:55:00, $2,291.18, HOLD, $97,707.25, $2,290.71, $0.00, $-2.04
2021-05-10 14:00:00, $2,292.53, BUY, $95,414.73, $4,583.24, $0.00, $-2.04
2021-05-10 14:05:00, $2,293.00, HOLD, $95,414.73, $4,583.24, $0.00, $-2.04
2021-05-10 14:10:00, $2,294.81, BUY, $93,119.92, $6,878.04, $0.00, $-2.04
2021-05-10 14:15:00, $2,295.29, HOLD, $93,119.92, $6,878.04, $0.00, $-2.04
2021-05-10 14:20:00, $2,297.14, BUY, $90,822.78, $9,175.19, $0.00, $-2.04
2021-05-10 14:25:00, $2,297.76, HOLD, $90,822.78, $9,175.19, $0.00, $-2.04
2021-05-10 14:30:00, $2,299.47, BUY, $88,523.30, $11,474.66, $0.00, $-2.04
2021-05-10 14:35:00, $2,299.36, SELL, $100,020.10, $0.00, $-0.11, $20.10
2021-05-10 14:40:00, $2,299.03, HOLD, $100,020.10, $0.00, $0.00, $20.10
2021-05-10 14:45:00, $2,295.74, SELL, $100,020.10, $0.00, $0.00, $20.10
2021-05-10 14:50:00, $2,275.98, HOLD, $100,020.10, $0.00, $0.00, $20.10
2021-05-10 14:55:00, $2,258.79, SELL, $100,020.10, $0.00, $0.00, $20.10
2021-05-11 08:30:00, $2,248.09, HOLD, $100,020.10, $0.00, $0.00, $20.10
2021-05-11 08:35:00, $2,255.27, BUY, $97,764.83, $2,255.27, $0.00, $20.10
2021-05-11 08:40:00, $2,261.58, HOLD, $97,764.83, $2,255.27, $0.00, $20.10
