Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $2,368.43, BUY, $97,631.57, $2,368.43, $0.00, $0.00
2021-04-28 23:00:00, $2,363.12, SELL, $99,994.69, $0.00, $-5.31, $-5.31
2021-04-29 23:00:00, $2,335.77, HOLD, $99,994.69, $0.00, $0.00, $-5.31
2021-05-02 23:00:00, $2,323.08, SELL, $99,994.69, $0.00, $0.00, $-5.31
2021-05-03 23:00:00, $2,321.12, HOLD, $99,994.69, $0.00, $0.00, $-5.31
2021-05-04 23:00:00, $2,334.83, BUY, $97,659.86, $2,334.83, $0.00, $-5.31
2021-05-05 23:00:00, $2,326.81, SELL, $99,986.67, $0.00, $-8.02, $-13.33
2021-05-06 23:00:00, $2,303.99, HOLD, $99,986.67, $0.00, $0.00, $-13.33
2021-05-09 23:00:00, $2,253.15, SELL, $99,986.67, $0.00, $0.00, $-13.33
2021-05-10 23:00:00, $2,232.29, HOLD, $99,986.67, $0.00, $0.00, $-13.33
2021-05-11 23:00:00, $2,235.34, BUY, $97,751.33, $2,235.34, $0.00, $-13.33
2021-05-12 23:00:00, $2,265.31, HOLD, $97,751.33, $2,235.34, $0.00, $-13.33
2021-05-13 23:00:00, $2,276.36, BUY, $95,474.97, $4,511.70, $0.00, $-13.33
2021-05-16 23:00:00, $2,274.46, SELL, $100,023.88, $0.00, $-1.90, $23.88
2021-05-17 23:00:00, $2,280.45, BUY, $97,743.43, $2,280.45, $0.00, $23.88
2021-05-18 23:00:00, $2,291.35, HOLD, $97,743.43, $2,280.45, $0.00, $23.88
2021-05-19 23:00:00, $2,320.96, BUY, $95,422.47, $4,601.41, $0.00, $23.88
2021-05-20 23:00:00, $2,340.03, HOLD, $95,422.47, $4,601.41, $0.00, $23.88
