Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-18 12:25:00, $2,287.91, BUY, $97,712.09, $2,287.91, $0.00, $0.00
2021-05-18 12:35:00, $2,285.10, SELL, $99,997.19, $0.00, $-2.81, $-2.81
2021-05-18 12:45:00, $2,283.36, HOLD, $99,997.19, $0.00, $0.00, $-2.81
2021-05-18 12:50:00, $2,282.89, SELL, $99,997.19, $0.00, $0.00, $-2.81
2021-05-18 12:55:00, $2,283.48, BUY, $97,713.71, $2,283.48, $0.00, $-2.81
2021-05-18 13:00:00, $2,284.70, HOLD, $97,713.71, $2,283.48, $0.00, $-2.81
2021-05-18 13:05:00, $2,284.69, SELL, $99,998.40, $0.00, $1.21, $-1.60
2021-05-18 13:10:00, $2,283.84, HOLD, $99,998.40, $0.00, $0.00, $-1.60
2021-05-18 13:15:00, $2,282.51, SELL, $99,998.40, $0.00, $0.00, $-1.60
2021-05-18 13:20:00, $2,280.85, HOLD, $99,998.40, $0.00, $0.00, $-1.60
2021-05-18 13:25:00, $2,277.36, SELL, $99,998.40, $0.00, $0.00, $-1.60
2021-05-18 13:30:00, $2,274.07, HOLD, $99,998.40, $0.00, $0.00, $-1.60
2021-05-18 13:40:00, $2,272.37, SELL, $99,998.40, $0.00, $0.00, $-1.60
2021-05-18 13:45:00, $2,272.40, BUY, $97,726.00, $2,272.40, $0.00, $-1.60
2021-05-18 13:50:00, $2,272.08, SELL, $99,998.08, $0.00, $-0.32, $-1.92
2021-05-18 13:55:00, $2,273.40, BUY, $97,724.68, $2,273.40, $0.00, $-1.92
2021-05-18 14:00:00, $2,275.66, HOLD, $97,724.68, $2,273.40, $0.00, $-1.92
2021-05-18 14:05:00, $2,278.25, BUY, $95,446.43, $4,551.65, $0.00, $-1.92
2021-05-18 14:10:00, $2,279.47, HOLD, $95,446.43, $4,551.65, $0.00, $-1.92
2021-05-18 14:20:00, $2,280.46, BUY, $93,165.97, $6,832.11, $0.00, $-1.92
2021-05-18 14:25:00, $2,281.29, HOLD, $93,165.97, $6,832.11, $0.00, $-1.92
2021-05-18 14:35:00, $2,279.31, SELL, $100,003.91, $0.00, $-1.14, $3.91
2021-05-18 14:40:00, $2,273.87, HOLD, $100,003.91, $0.00, $0.00, $3.91
2021-05-18 14:45:00, $2,267.53, SELL, $100,003.91, $0.00, $0.00, $3.91
2021-05-18 14:50:00, $2,253.81, HOLD, $100,003.91, $0.00, $0.00, $3.91
2021-05-18 14:55:00, $2,243.69, SELL, $100,003.91, $0.00, $0.00, $3.91
2021-05-19 08:30:00, $2,235.27, HOLD, $100,003.91, $0.00, $0.00, $3.91
2021-05-19 08:35:00, $2,235.46, BUY, $97,768.45, $2,235.46, $0.00, $3.91
2021-05-19 08:40:00, $2,237.22, HOLD, $97,768.45, $2,235.46, $0.00, $3.91
2021-05-19 08:45:00, $2,238.48, BUY, $95,529.98, $4,473.94, $0.00, $3.91
2021-05-19 08:50:00, $2,238.10, SELL, $100,006.17, $0.00, $-0.38, $6.17
2021-05-19 08:55:00, $2,235.72, HOLD, $100,006.17, $0.00, $0.00, $6.17
2021-05-19 09:00:00, $2,233.62, SELL, $100,006.17, $0.00, $0.00, $6.17
2021-05-19 09:05:00, $2,235.63, BUY, $97,770.54, $2,235.63, $0.00, $6.17
2021-05-19 09:10:00, $2,238.11, HOLD, $97,770.54, $2,235.63, $0.00, $6.17
2021-05-19 09:15:00, $2,241.92, BUY, $95,528.62, $4,477.55, $0.00, $6.17
2021-05-19 09:20:00, $2,244.01, HOLD, $95,528.62, $4,477.55, $0.00, $6.17
2021-05-19 09:25:00, $2,244.36, BUY, $93,284.26, $6,721.91, $0.00, $6.17
2021-05-19 09:30:00, $2,242.56, SELL, $100,011.95, $0.00, $-1.80, $11.95
2021-05-19 09:35:00, $2,242.30, HOLD, $100,011.95, $0.00, $0.00, $11.95
2021-05-19 09:40:00, $2,244.93, BUY, $97,767.02, $2,244.93, $0.00, $11.95
2021-05-19 09:45:00, $2,247.99, HOLD, $97,767.02, $2,244.93, $0.00, $11.95
2021-05-19 09:50:00, $2,248.15, BUY, $95,518.86, $4,493.09, $0.00, $11.95
2021-05-19 09:55:00, $2,247.13, SELL, $100,013.13, $0.00, $-1.02, $13.13
2021-05-19 10:00:00, $2,248.35, BUY, $97,764.78, $2,248.35, $0.00, $13.13
2021-05-19 10:05:00, $2,250.71, HOLD, $97,764.78, $2,248.35, $0.00, $13.13
2021-05-19 10:10:00, $2,254.56, BUY, $95,510.22, $4,502.90, $0.00, $13.13
2021-05-19 10:15:00, $2,254.97, HOLD, $95,510.22, $4,502.90, $0.00, $13.13
2021-05-19 10:20:00, $2,255.69, BUY, $93,254.53, $6,758.59, $0.00, $13.13
2021-05-19 10:25:00, $2,254.35, SELL, $100,017.58, $0.00, $-1.34, $17.58
2021-05-19 10:30:00, $2,253.51, HOLD, $100,017.58, $0.00, $0.00, $17.58
2021-05-19 10:40:00, $2,252.68, SELL, $100,017.58, $0.00, $0.00, $17.58
