Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2019-05-28 23:00:00, $1,115.98, BUY, $98,884.02, $1,115.98, $0.00, $0.00
2019-05-29 23:00:00, $1,088.85, SELL, $99,972.87, $0.00, $-27.13, $-27.13
2019-05-30 23:00:00, $1,066.65, HOLD, $99,972.87, $0.00, $0.00, $-27.13
2019-06-02 23:00:00, $1,046.21, SELL, $99,972.87, $0.00, $0.00, $-27.13
2019-06-03 23:00:00, $1,049.12, BUY, $98,923.75, $1,049.12, $0.00, $-27.13
2019-06-04 23:00:00, $1,053.92, HOLD, $98,923.75, $1,049.12, $0.00, $-27.13
2019-06-05 23:00:00, $1,066.47, BUY, $97,857.27, $2,115.59, $0.00, $-27.13
2019-06-06 23:00:00, $1,077.45, HOLD, $97,857.27, $2,115.59, $0.00, $-27.13
2019-06-09 23:00:00, $1,080.88, BUY, $96,776.39, $3,196.47, $0.00, $-27.13
2019-06-10 23:00:00, $1,083.74, HOLD, $96,776.39, $3,196.47, $0.00, $-27.13
2019-06-11 23:00:00, $1,085.61, BUY, $95,690.79, $4,282.08, $0.00, $-27.13
2019-06-12 23:00:00, $1,090.42, HOLD, $95,690.79, $4,282.08, $0.00, $-27.13
2019-06-13 23:00:00, $1,095.09, BUY, $94,595.70, $5,377.17, $0.00, $-27.13
2019-06-16 23:00:00, $1,101.27, HOLD, $94,595.70, $5,377.17, $0.00, $-27.13
2019-06-17 23:00:00, $1,107.92, BUY, $93,487.78, $6,485.08, $0.00, $-27.13
2019-06-18 23:00:00, $1,114.61, HOLD, $93,487.78, $6,485.08, $0.00, $-27.13
2019-06-19 23:00:00, $1,118.71, BUY, $92,369.07, $7,603.80, $0.00, $-27.13
2019-06-20 23:00:00, $1,110.16, SELL, $100,140.19, $0.00, $-8.55, $140.19
2019-06-23 23:00:00, $1,095.29, HOLD, $100,140.19, $0.00, $0.00, $140.19
2019-06-24 23:00:00, $1,081.75, SELL, $100,140.19, $0.00, $0.00, $140.19
2019-06-25 23:00:00, $1,079.73, HOLD, $100,140.19, $0.00, $0.00, $140.19
2019-06-26 23:00:00, $1,086.04, BUY, $99,054.15, $1,086.04, $0.00, $140.19
2019-06-27 23:00:00, $1,098.14, HOLD, $99,054.15, $1,086.04, $0.00, $140.19
2019-06-30 23:00:00, $1,111.63, BUY, $97,942.52, $2,197.67, $0.00, $140.19
2019-07-01 23:00:00, $1,122.56, HOLD, $97,942.52, $2,197.67, $0.00, $140.19
