Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2020-11-23 23:00:00, $1,771.03, BUY, $98,228.97, $1,771.03, $0.00, $0.00
2020-11-24 23:00:00, $1,768.86, SELL, $99,997.83, $0.00, $-2.17, $-2.17
2020-11-26 23:00:00, $1,778.89, BUY, $98,218.94, $1,778.89, $0.00, $-2.17
2020-11-29 23:00:00, $1,791.95, HOLD, $98,218.94, $1,778.89, $0.00, $-2.17
2020-11-30 23:00:00, $1,814.29, BUY, $96,404.64, $3,593.19, $0.00, $-2.17
2020-12-01 23:00:00, $1,824.13, HOLD, $96,404.64, $3,593.19, $0.00, $-2.17
2020-12-02 23:00:00, $1,821.33, SELL, $100,047.30, $0.00, $7.03, $47.30
2020-12-03 23:00:00, $1,817.17, HOLD, $100,047.30, $0.00, $0.00, $47.30
2020-12-06 23:00:00, $1,801.09, SELL, $100,047.30, $0.00, $0.00, $47.30
2020-12-07 23:00:00, $1,784.67, HOLD, $100,047.30, $0.00, $0.00, $47.30
2020-12-08 23:00:00, $1,772.61, SELL, $100,047.30, $0.00, $0.00, $47.30
2020-12-09 23:00:00, $1,764.79, HOLD, $100,047.30, $0.00, $0.00, $47.30
2020-12-10 23:00:00, $1,762.58, SELL, $100,047.30, $0.00, $0.00, $47.30
2020-12-13 23:00:00, $1,756.75, HOLD, $100,047.30, $0.00, $0.00, $47.30
2020-12-14 23:00:00, $1,752.92, SELL, $100,047.30, $0.00, $0.00, $47.30
2020-12-15 23:00:00, $1,739.22, HOLD, $100,047.30, $0.00, $0.00, $47.30
2020-12-16 23:00:00, $1,731.70, SELL, $100,047.30, $0.00, $0.00, $47.30
2020-12-17 23:00:00, $1,724.94, HOLD, $100,047.30, $0.00, $0.00, $47.30
2020-12-20 23:00:00, $1,727.40, BUY, $98,319.90, $1,727.40, $0.00, $47.30
2020-12-21 23:00:00, $1,727.46, HOLD, $98,319.90, $1,727.40, $0.00, $47.30
2020-12-22 23:00:00, $1,745.42, BUY, $96,574.48, $3,472.82, $0.00, $47.30
2020-12-23 23:00:00, $1,755.55, HOLD, $96,574.48, $3,472.82, $0.00, $47.30
2020-12-27 23:00:00, $1,756.05, BUY, $94,818.43, $5,228.87, $0.00, $47.30
2020-12-28 23:00:00, $1,748.40, SELL, $100,063.62, $0.00, $-7.65, $63.62
2020-12-29 23:00:00, $1,737.93, HOLD, $100,063.62, $0.00, $0.00, $63.62
2020-12-30 23:00:00, $1,738.94, BUY, $98,324.68, $1,738.94, $0.00, $63.62
2021-01-03 23:00:00, $1,729.68, SELL, $100,054.36, $0.00, $-9.26, $54.36
2021-01-04 23:00:00, $1,745.94, BUY, $98,308.42, $1,745.94, $0.00, $54.36
2021-01-05 23:00:00, $1,765.52, HOLD, $98,308.42, $1,745.94, $0.00, $54.36
2021-01-06 23:00:00, $1,776.49, BUY, $96,531.93, $3,522.43, $0.00, $54.36
2021-01-07 23:00:00, $1,763.98, SELL, $100,059.90, $0.00, $-12.50, $59.90
2021-01-10 23:00:00, $1,747.12, HOLD, $100,059.90, $0.00, $0.00, $59.90
2021-01-11 23:00:00, $1,738.89, SELL, $100,059.90, $0.00, $0.00, $59.90
2021-01-12 23:00:00, $1,735.54, HOLD, $100,059.90, $0.00, $0.00, $59.90
2021-01-13 23:00:00, $1,747.87, BUY, $98,312.03, $1,747.87, $0.00, $59.90
2021-01-14 23:00:00, $1,797.35, HOLD, $98,312.03, $1,747.87, $0.00, $59.90
2021-01-18 23:00:00, $1,849.98, BUY, $96,462.05, $3,597.85, $0.00, $59.90
2021-01-19 23:00:00, $1,885.91, HOLD, $96,462.05, $3,597.85, $0.00, $59.90
2021-01-20 23:00:00, $1,890.65, BUY, $94,571.40, $5,488.49, $0.00, $59.90
2021-01-21 23:00:00, $1,898.10, HOLD, $94,571.40, $5,488.49, $0.00, $59.90
2021-01-24 23:00:00, $1,873.71, SELL, $100,192.52, $0.00, $-16.94, $192.52
2021-01-25 23:00:00, $1,859.41, HOLD, $100,192.52, $0.00, $0.00, $192.52
2021-01-26 23:00:00, $1,832.25, SELL, $100,192.52, $0.00, $0.00, $192.52
2021-01-27 23:00:00, $1,856.95, BUY, $98,335.58, $1,856.95, $0.00, $192.52
2021-01-28 23:00:00, $1,879.02, HOLD, $98,335.58, $1,856.95, $0.00, $192.52
2021-01-31 23:00:00, $1,955.99, BUY, $96,379.59, $3,812.93, $0.00, $192.52
2021-02-01 23:00:00, $2,010.05, HOLD, $96,379.59, $3,812.93, $0.00, $192.52
2021-02-02 23:00:00, $2,067.35, BUY, $94,312.24, $5,880.29, $0.00, $192.52
2021-02-03 23:00:00, $2,076.43, HOLD, $94,312.24, $5,880.29, $0.00, $192.52
2021-02-04 23:00:00, $2,082.64, BUY, $92,229.60, $7,962.93, $0.00, $192.52
2021-02-07 23:00:00, $2,081.65, SELL, $100,556.20, $0.00, $-0.99, $556.20
2021-02-08 23:00:00, $2,082.79, BUY, $98,473.41, $2,082.79, $0.00, $556.20
2021-02-09 23:00:00, $2,090.06, HOLD, $98,473.41, $2,082.79, $0.00, $556.20
2021-02-10 23:00:00, $2,098.26, BUY, $96,375.15, $4,181.05, $0.00, $556.20
2021-02-11 23:00:00, $2,108.96, HOLD, $96,375.15, $4,181.05, $0.00, $556.20
2021-02-15 23:00:00, $2,112.29, BUY, $94,262.86, $6,293.34, $0.00, $556.20
2021-02-16 23:00:00, $2,104.38, SELL, $100,576.00, $0.00, $-7.91, $576.00
2021-02-17 23:00:00, $2,082.41, HOLD, $100,576.00, $0.00, $0.00, $576.00
2021-02-18 23:00:00, $2,067.08, SELL, $100,576.00, $0.00, $0.00, $576.00
2021-02-21 23:00:00, $2,066.02, HOLD, $100,576.00, $0.00, $0.00, $576.00
2021-02-22 23:00:00, $2,053.74, SELL, $100,576.00, $0.00, $0.00, $576.00
2021-02-23 23:00:00, $2,041.00, HOLD, $100,576.00, $0.00, $0.00, $576.00
2021-02-24 23:00:00, $2,036.61, SELL, $100,576.00, $0.00, $0.00, $576.00
2021-02-25 23:00:00, $2,052.59, BUY, $98,523.41, $2,052.59, $0.00, $576.00
2021-02-28 23:00:00, $2,049.24, SELL, $100,572.65, $0.00, $-3.35, $572.65
2021-03-01 23:00:00, $2,036.86, HOLD, $100,572.65, $0.00, $0.00, $572.65
2021-03-02 23:00:00, $2,047.12, BUY, $98,525.54, $2,047.12, $0.00, $572.65
2021-03-03 23:00:00, $2,045.92, SELL, $100,571.46, $0.00, $-1.20, $571.46
2021-03-04 23:00:00, $2,048.07, BUY, $98,523.39, $2,048.07, $0.00, $571.46
2021-03-07 23:00:00, $2,028.02, SELL, $100,551.41, $0.00, $-20.04, $551.41
2021-03-08 23:00:00, $2,058.75, BUY, $98,492.66, $2,058.75, $0.00, $551.41
2021-03-09 23:00:00, $2,061.95, HOLD, $98,492.66, $2,058.75, $0.00, $551.41
2021-03-10 23:00:00, $2,068.23, BUY, $96,424.43, $4,126.99, $0.00, $551.41
