Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-26 14:45:00, $2,300.74, BUY, $97,699.26, $2,300.74, $0.00, $0.00
2021-04-27 08:30:00, $2,295.75, SELL, $99,995.02, $0.00, $-4.98, $-4.98
2021-04-27 08:45:00, $2,294.65, HOLD, $99,995.02, $0.00, $0.00, $-4.98
2021-04-27 09:00:00, $2,294.77, BUY, $97,700.25, $2,294.77, $0.00, $-4.98
2021-04-27 09:15:00, $2,294.68, SELL, $99,994.93, $0.00, $-0.09, $-5.07
2021-04-27 09:30:00, $2,293.08, HOLD, $99,994.93, $0.00, $0.00, $-5.07
2021-04-27 09:45:00, $2,293.09, BUY, $97,701.84, $2,293.09, $0.00, $-5.07
2021-04-27 10:00:00, $2,294.72, HOLD, $97,701.84, $2,293.09, $0.00, $-5.07
2021-04-27 10:15:00, $2,296.80, BUY, $95,405.04, $4,589.89, $0.00, $-5.07
2021-04-27 10:30:00, $2,298.18, HOLD, $95,405.04, $4,589.89, $0.00, $-5.07
2021-04-27 10:45:00, $2,297.01, SELL, $99,999.07, $0.00, $0.21, $-0.93
2021-04-27 11:00:00, $2,295.66, HOLD, $99,999.07, $0.00, $0.00, $-0.93
2021-04-27 11:15:00, $2,294.42, SELL, $99,999.07, $0.00, $0.00, $-0.93
2021-04-27 11:30:00, $2,294.22, HOLD, $99,999.07, $0.00, $0.00, $-0.93
2021-04-27 12:00:00, $2,294.45, BUY, $97,704.62, $2,294.45, $0.00, $-0.93
2021-04-27 12:15:00, $2,294.35, SELL, $99,998.98, $0.00, $-0.10, $-1.02
2021-04-27 12:30:00, $2,292.09, HOLD, $99,998.98, $0.00, $0.00, $-1.02
2021-04-27 12:45:00, $2,291.69, SELL, $99,998.98, $0.00, $0.00, $-1.02
2021-04-27 13:00:00, $2,291.95, BUY, $97,707.03, $2,291.95, $0.00, $-1.02
2021-04-27 13:15:00, $2,293.06, HOLD, $97,707.03, $2,291.95, $0.00, $-1.02
2021-04-27 13:30:00, $2,291.66, SELL, $99,998.69, $0.00, $-0.28, $-1.31
2021-04-27 13:45:00, $2,290.85, HOLD, $99,998.69, $0.00, $0.00, $-1.31
2021-04-27 14:00:00, $2,291.81, BUY, $97,706.88, $2,291.81, $0.00, $-1.31
2021-04-27 14:15:00, $2,292.10, HOLD, $97,706.88, $2,291.81, $0.00, $-1.31
2021-04-27 14:30:00, $2,328.37, BUY, $95,378.51, $4,620.18, $0.00, $-1.31
2021-04-27 14:45:00, $2,364.44, HOLD, $95,378.51, $4,620.18, $0.00, $-1.31
2021-04-28 07:45:00, $2,410.31, BUY, $92,968.20, $7,030.49, $0.00, $-1.31
2021-04-28 08:30:00, $2,413.19, HOLD, $92,968.20, $7,030.49, $0.00, $-1.31
2021-04-28 08:45:00, $2,411.73, SELL, $100,203.39, $0.00, $1.42, $203.39
2021-04-28 09:00:00, $2,399.89, HOLD, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 09:15:00, $2,393.45, SELL, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 09:30:00, $2,388.39, HOLD, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 09:45:00, $2,384.40, SELL, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 10:00:00, $2,382.89, HOLD, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 10:15:00, $2,380.30, SELL, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 10:30:00, $2,379.45, HOLD, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 10:45:00, $2,376.51, SELL, $100,203.39, $0.00, $0.00, $203.39
2021-04-28 11:00:00, $2,380.14, BUY, $97,823.25, $2,380.14, $0.00, $203.39
2021-04-28 11:15:00, $2,382.63, HOLD, $97,823.25, $2,380.14, $0.00, $203.39
2021-04-28 11:30:00, $2,384.05, BUY, $95,439.20, $4,764.19, $0.00, $203.39
2021-04-28 11:45:00, $2,382.21, SELL, $100,203.63, $0.00, $-1.83, $203.63
2021-04-28 12:00:00, $2,380.78, HOLD, $100,203.63, $0.00, $0.00, $203.63
2021-04-28 12:15:00, $2,383.10, BUY, $97,820.53, $2,383.10, $0.00, $203.63
2021-04-28 12:30:00, $2,385.96, HOLD, $97,820.53, $2,383.10, $0.00, $203.63
2021-04-28 12:45:00, $2,387.31, BUY, $95,433.22, $4,770.41, $0.00, $203.63
2021-04-28 13:00:00, $2,388.78, HOLD, $95,433.22, $4,770.41, $0.00, $203.63
2021-04-28 13:15:00, $2,388.56, SELL, $100,210.34, $0.00, $1.25, $210.34
2021-04-28 13:30:00, $2,386.55, HOLD, $100,210.34, $0.00, $0.00, $210.34
2021-04-28 13:45:00, $2,381.81, SELL, $100,210.34, $0.00, $0.00, $210.34
2021-04-28 14:00:00, $2,375.48, HOLD, $100,210.34, $0.00, $0.00, $210.34
2021-04-28 14:15:00, $2,368.55, SELL, $100,210.34, $0.00, $0.00, $210.34
2021-04-28 14:30:00, $2,374.55, BUY, $97,835.78, $2,374.55, $0.00, $210.34
2021-04-28 14:45:00, $2,380.89, HOLD, $97,835.78, $2,374.55, $0.00, $210.34
2021-04-29 08:30:00, $2,388.51, BUY, $95,447.27, $4,763.06, $0.00, $210.34
2021-04-29 08:45:00, $2,385.52, SELL, $100,218.31, $0.00, $-2.99, $218.31
2021-04-29 09:00:00, $2,384.26, HOLD, $100,218.31, $0.00, $0.00, $218.31
2021-04-29 09:15:00, $2,387.71, BUY, $97,830.60, $2,387.71, $0.00, $218.31
2021-04-29 09:30:00, $2,392.76, HOLD, $97,830.60, $2,387.71, $0.00, $218.31
2021-04-29 09:45:00, $2,397.47, BUY, $95,433.14, $4,785.18, $0.00, $218.31
2021-04-29 10:00:00, $2,396.41, SELL, $100,225.95, $0.00, $-1.06, $225.95
2021-04-29 10:15:00, $2,391.61, HOLD, $100,225.95, $0.00, $0.00, $225.95
2021-04-29 10:30:00, $2,386.16, SELL, $100,225.95, $0.00, $0.00, $225.95
2021-04-29 10:45:00, $2,382.13, HOLD, $100,225.95, $0.00, $0.00, $225.95
2021-04-29 11:00:00, $2,380.69, SELL, $100,225.95, $0.00, $0.00, $225.95
2021-04-29 11:15:00, $2,381.32, BUY, $97,844.64, $2,381.32, $0.00, $225.95
2021-04-29 11:30:00, $2,383.43, HOLD, $97,844.64, $2,381.32, $0.00, $225.95
2021-04-29 11:45:00, $2,385.00, BUY, $95,459.64, $4,766.32, $0.00, $225.95
2021-04-29 12:00:00, $2,386.30, HOLD, $95,459.64, $4,766.32, $0.00, $225.95
2021-04-29 12:15:00, $2,389.97, BUY, $93,069.67, $7,156.28, $0.00, $225.95
2021-04-29 12:30:00, $2,394.02, HOLD, $93,069.67, $7,156.28, $0.00, $225.95
2021-04-29 12:45:00, $2,396.64, BUY, $90,673.03, $9,552.92, $0.00, $225.95
2021-04-29 13:00:00, $2,399.26, HOLD, $90,673.03, $9,552.92, $0.00, $225.95
2021-04-29 13:15:00, $2,400.07, BUY, $88,272.97, $11,952.99, $0.00, $225.95
2021-04-29 13:30:00, $2,400.16, HOLD, $88,272.97, $11,952.99, $0.00, $225.95
2021-04-29 13:45:00, $2,397.76, SELL, $100,261.78, $0.00, $-2.30, $261.78
2021-04-29 14:00:00, $2,394.32, HOLD, $100,261.78, $0.00, $0.00, $261.78
2021-04-29 14:15:00, $2,392.73, SELL, $100,261.78, $0.00, $0.00, $261.78
2021-04-29 14:30:00, $2,385.48, HOLD, $100,261.78, $0.00, $0.00, $261.78
