Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-19 10:45:00, $3,219.63, BUY, $96,780.37, $3,219.63, $0.00, $0.00
2021-05-19 11:00:00, $3,217.48, SELL, $99,997.85, $0.00, $-2.15, $-2.15
2021-05-19 11:15:00, $3,214.29, HOLD, $99,997.85, $0.00, $0.00, $-2.15
2021-05-19 11:30:00, $3,215.46, BUY, $96,782.39, $3,215.46, $0.00, $-2.15
2021-05-19 11:45:00, $3,214.92, SELL, $99,997.30, $0.00, $-0.55, $-2.70
2021-05-19 12:00:00, $3,215.58, BUY, $96,781.72, $3,215.58, $0.00, $-2.70
2021-05-19 12:15:00, $3,213.21, SELL, $99,994.93, $0.00, $-2.37, $-5.07
2021-05-19 12:30:00, $3,209.06, HOLD, $99,994.93, $0.00, $0.00, $-5.07
2021-05-19 12:45:00, $3,214.20, BUY, $96,780.73, $3,214.20, $0.00, $-5.07
2021-05-19 13:00:00, $3,213.51, SELL, $99,994.23, $0.00, $-0.70, $-5.77
2021-05-19 13:15:00, $3,218.17, BUY, $96,776.07, $3,218.17, $0.00, $-5.77
2021-05-19 13:30:00, $3,214.41, SELL, $99,990.47, $0.00, $-3.76, $-9.53
2021-05-19 13:45:00, $3,218.59, BUY, $96,771.88, $3,218.59, $0.00, $-9.53
2021-05-19 14:00:00, $3,219.66, HOLD, $96,771.88, $3,218.59, $0.00, $-9.53
2021-05-19 14:15:00, $3,225.22, BUY, $93,546.66, $6,443.81, $0.00, $-9.53
2021-05-19 14:30:00, $3,233.18, HOLD, $93,546.66, $6,443.81, $0.00, $-9.53
2021-05-19 14:45:00, $3,244.80, BUY, $90,301.87, $9,688.61, $0.00, $-9.53
2021-05-20 08:30:00, $3,249.67, HOLD, $90,301.87, $9,688.61, $0.00, $-9.53
2021-05-20 08:45:00, $3,251.44, BUY, $87,050.43, $12,940.05, $0.00, $-9.53
2021-05-20 09:00:00, $3,250.12, SELL, $100,050.91, $0.00, $-1.32, $50.91
2021-05-20 09:15:00, $3,249.60, HOLD, $100,050.91, $0.00, $0.00, $50.91
2021-05-20 09:30:00, $3,245.71, SELL, $100,050.91, $0.00, $0.00, $50.91
2021-05-20 09:45:00, $3,244.61, HOLD, $100,050.91, $0.00, $0.00, $50.91
