Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2019-05-28 23:00:00, $1,803.69, BUY, $98,196.31, $1,803.69, $0.00, $0.00
2019-05-29 23:00:00, $1,761.21, SELL, $99,957.52, $0.00, $-42.48, $-42.48
2019-05-30 23:00:00, $1,732.67, HOLD, $99,957.52, $0.00, $0.00, $-42.48
2019-06-02 23:00:00, $1,720.81, SELL, $99,957.52, $0.00, $0.00, $-42.48
2019-06-03 23:00:00, $1,741.43, BUY, $98,216.09, $1,741.43, $0.00, $-42.48
2019-06-04 23:00:00, $1,766.04, HOLD, $98,216.09, $1,741.43, $0.00, $-42.48
2019-06-05 23:00:00, $1,806.43, BUY, $96,409.66, $3,547.86, $0.00, $-42.48
2019-06-06 23:00:00, $1,842.78, HOLD, $96,409.66, $3,547.86, $0.00, $-42.48
2019-06-09 23:00:00, $1,859.88, BUY, $94,549.79, $5,407.73, $0.00, $-42.48
2019-06-10 23:00:00, $1,863.25, HOLD, $94,549.79, $5,407.73, $0.00, $-42.48
2019-06-11 23:00:00, $1,865.41, BUY, $92,684.38, $7,273.14, $0.00, $-42.48
2019-06-12 23:00:00, $1,875.64, HOLD, $92,684.38, $7,273.14, $0.00, $-42.48
2019-06-13 23:00:00, $1,886.11, BUY, $90,798.27, $9,159.25, $0.00, $-42.48
2019-06-16 23:00:00, $1,899.06, HOLD, $90,798.27, $9,159.25, $0.00, $-42.48
2019-06-17 23:00:00, $1,909.71, BUY, $88,888.56, $11,068.96, $0.00, $-42.48
2019-06-18 23:00:00, $1,912.69, HOLD, $88,888.56, $11,068.96, $0.00, $-42.48
2019-06-19 23:00:00, $1,914.34, BUY, $86,974.23, $12,983.29, $0.00, $-42.48
2019-06-20 23:00:00, $1,901.23, SELL, $100,282.86, $0.00, $-13.10, $282.86
2019-06-23 23:00:00, $1,896.78, HOLD, $100,282.86, $0.00, $0.00, $282.86
2019-06-24 23:00:00, $1,893.35, SELL, $100,282.86, $0.00, $0.00, $282.86
2019-06-25 23:00:00, $1,897.08, BUY, $98,385.78, $1,897.08, $0.00, $282.86
2019-06-26 23:00:00, $1,905.25, HOLD, $98,385.78, $1,897.08, $0.00, $282.86
2019-06-27 23:00:00, $1,915.63, BUY, $96,470.15, $3,812.71, $0.00, $282.86
2019-06-30 23:00:00, $1,932.02, HOLD, $96,470.15, $3,812.71, $0.00, $282.86
2019-07-01 23:00:00, $1,938.96, BUY, $94,531.19, $5,751.67, $0.00, $282.86
2019-07-02 23:00:00, $1,944.81, HOLD, $94,531.19, $5,751.67, $0.00, $282.86
2019-07-04 23:00:00, $1,960.93, BUY, $92,570.26, $7,712.60, $0.00, $282.86
2019-07-07 23:00:00, $1,985.82, HOLD, $92,570.26, $7,712.60, $0.00, $282.86
2019-07-08 23:00:00, $2,002.06, BUY, $90,568.20, $9,714.66, $0.00, $282.86
2019-07-09 23:00:00, $2,009.62, HOLD, $90,568.20, $9,714.66, $0.00, $282.86
2019-07-10 23:00:00, $2,010.70, BUY, $88,557.50, $11,725.36, $0.00, $282.86
2019-07-11 23:00:00, $2,013.67, HOLD, $88,557.50, $11,725.36, $0.00, $282.86
2019-07-14 23:00:00, $2,007.72, SELL, $100,603.82, $0.00, $-2.98, $603.82
2019-07-15 23:00:00, $1,993.61, HOLD, $100,603.82, $0.00, $0.00, $603.82
2019-07-16 23:00:00, $1,978.61, SELL, $100,603.82, $0.00, $0.00, $603.82
2019-07-17 23:00:00, $1,976.53, HOLD, $100,603.82, $0.00, $0.00, $603.82
2019-07-18 23:00:00, $1,981.80, BUY, $98,622.02, $1,981.80, $0.00, $603.82
2019-07-21 23:00:00, $1,993.81, HOLD, $98,622.02, $1,981.80, $0.00, $603.82
2019-07-22 23:00:00, $1,990.18, SELL, $100,612.20, $0.00, $8.38, $612.20
2019-07-23 23:00:00, $1,973.04, HOLD, $100,612.20, $0.00, $0.00, $612.20
2019-07-24 23:00:00, $1,943.65, SELL, $100,612.20, $0.00, $0.00, $612.20
2019-07-25 23:00:00, $1,918.38, HOLD, $100,612.20, $0.00, $0.00, $612.20
2019-07-28 23:00:00, $1,892.83, SELL, $100,612.20, $0.00, $0.00, $612.20
2019-07-29 23:00:00, $1,873.65, HOLD, $100,612.20, $0.00, $0.00, $612.20
2019-07-30 23:00:00, $1,848.41, SELL, $100,612.20, $0.00, $0.00, $612.20
2019-07-31 23:00:00, $1,814.66, HOLD, $100,612.20, $0.00, $0.00, $612.20
2019-08-01 23:00:00, $1,792.03, SELL, $100,612.20, $0.00, $0.00, $612.20
2019-08-04 23:00:00, $1,781.99, HOLD, $100,612.20, $0.00, $0.00, $612.20
2019-08-05 23:00:00, $1,805.03, BUY, $98,807.17, $1,805.03, $0.00, $612.20
2019-08-06 23:00:00, $1,811.84, HOLD, $98,807.17, $1,805.03, $0.00, $612.20
2019-08-07 23:00:00, $1,808.96, SELL, $100,616.13, $0.00, $3.93, $616.13
2019-08-08 23:00:00, $1,805.64, HOLD, $100,616.13, $0.00, $0.00, $616.13
2019-08-11 23:00:00, $1,790.67, SELL, $100,616.13, $0.00, $0.00, $616.13
2019-08-12 23:00:00, $1,787.55, HOLD, $100,616.13, $0.00, $0.00, $616.13
2019-08-13 23:00:00, $1,776.72, SELL, $100,616.13, $0.00, $0.00, $616.13
2019-08-14 23:00:00, $1,794.68, BUY, $98,821.45, $1,794.68, $0.00, $616.13
2019-08-15 23:00:00, $1,803.33, HOLD, $98,821.45, $1,794.68, $0.00, $616.13
