Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-02-25 23:00:00, $3,111.65, BUY, $96,888.35, $3,111.65, $0.00, $0.00
2021-02-28 23:00:00, $3,082.54, SELL, $99,970.89, $0.00, $-29.11, $-29.11
2021-03-01 23:00:00, $3,026.01, HOLD, $99,970.89, $0.00, $0.00, $-29.11
2021-03-02 23:00:00, $2,994.17, SELL, $99,970.89, $0.00, $0.00, $-29.11
2021-03-03 23:00:00, $2,976.48, HOLD, $99,970.89, $0.00, $0.00, $-29.11
2021-03-04 23:00:00, $3,005.02, BUY, $96,965.86, $3,005.02, $0.00, $-29.11
2021-03-07 23:00:00, $3,024.09, HOLD, $96,965.86, $3,005.02, $0.00, $-29.11
2021-03-08 23:00:00, $3,078.93, BUY, $93,886.93, $6,083.95, $0.00, $-29.11
2021-03-09 23:00:00, $3,088.45, HOLD, $93,886.93, $6,083.95, $0.00, $-29.11
2021-03-10 23:00:00, $3,096.38, BUY, $90,790.56, $9,180.33, $0.00, $-29.11
2021-03-11 23:00:00, $3,088.36, SELL, $100,055.63, $0.00, $-8.02, $55.63
2021-03-14 23:00:00, $3,103.01, BUY, $96,952.61, $3,103.01, $0.00, $55.63
2021-03-15 23:00:00, $3,085.20, SELL, $100,037.82, $0.00, $-17.81, $37.82
2021-03-16 23:00:00, $3,078.73, HOLD, $100,037.82, $0.00, $0.00, $37.82
2021-03-17 23:00:00, $3,070.78, SELL, $100,037.82, $0.00, $0.00, $37.82
2021-03-18 23:00:00, $3,107.29, BUY, $96,930.53, $3,107.29, $0.00, $37.82
2021-03-21 23:00:00, $3,112.01, HOLD, $96,930.53, $3,107.29, $0.00, $37.82
2021-03-22 23:00:00, $3,090.31, SELL, $100,020.84, $0.00, $-16.98, $20.84
2021-03-23 23:00:00, $3,062.19, HOLD, $100,020.84, $0.00, $0.00, $20.84
2021-03-24 23:00:00, $3,058.72, SELL, $100,020.84, $0.00, $0.00, $20.84
2021-03-25 23:00:00, $3,061.53, BUY, $96,959.31, $3,061.53, $0.00, $20.84
2021-03-28 23:00:00, $3,075.70, HOLD, $96,959.31, $3,061.53, $0.00, $20.84
2021-03-29 23:00:00, $3,103.97, BUY, $93,855.34, $6,165.50, $0.00, $20.84
2021-03-30 23:00:00, $3,160.82, HOLD, $93,855.34, $6,165.50, $0.00, $20.84
2021-03-31 23:00:00, $3,203.60, BUY, $90,651.74, $9,369.10, $0.00, $20.84
2021-04-04 23:00:00, $3,242.88, HOLD, $90,651.74, $9,369.10, $0.00, $20.84
2021-04-05 23:00:00, $3,267.79, BUY, $87,383.95, $12,636.89, $0.00, $20.84
2021-04-06 23:00:00, $3,317.16, HOLD, $87,383.95, $12,636.89, $0.00, $20.84
2021-04-07 23:00:00, $3,350.49, BUY, $84,033.46, $15,987.38, $0.00, $20.84
2021-04-08 23:00:00, $3,383.83, HOLD, $84,033.46, $15,987.38, $0.00, $20.84
2021-04-11 23:00:00, $3,371.26, SELL, $100,889.78, $0.00, $20.77, $889.78
2021-04-12 23:00:00, $3,371.10, HOLD, $100,889.78, $0.00, $0.00, $889.78
2021-04-13 23:00:00, $3,370.83, SELL, $100,889.78, $0.00, $0.00, $889.78
2021-04-14 23:00:00, $3,384.01, BUY, $97,505.76, $3,384.01, $0.00, $889.78
2021-04-15 23:00:00, $3,369.28, SELL, $100,875.04, $0.00, $-14.74, $875.04
2021-04-18 23:00:00, $3,356.71, HOLD, $100,875.04, $0.00, $0.00, $875.04
2021-04-19 23:00:00, $3,334.76, SELL, $100,875.04, $0.00, $0.00, $875.04
2021-04-20 23:00:00, $3,336.70, BUY, $97,538.34, $3,336.70, $0.00, $875.04
2021-04-21 23:00:00, $3,352.52, HOLD, $97,538.34, $3,336.70, $0.00, $875.04
2021-04-22 23:00:00, $3,389.40, BUY, $94,148.94, $6,726.10, $0.00, $875.04
2021-04-25 23:00:00, $3,429.60, HOLD, $94,148.94, $6,726.10, $0.00, $875.04
