Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $3,467.48, BUY, $96,532.52, $3,467.48, $0.00, $0.00
2021-04-28 23:00:00, $3,442.61, SELL, $99,975.12, $0.00, $-24.88, $-24.88
2021-04-29 23:00:00, $3,390.50, HOLD, $99,975.12, $0.00, $0.00, $-24.88
2021-05-02 23:00:00, $3,324.22, SELL, $99,975.12, $0.00, $0.00, $-24.88
2021-05-03 23:00:00, $3,297.51, HOLD, $99,975.12, $0.00, $0.00, $-24.88
2021-05-04 23:00:00, $3,289.41, SELL, $99,975.12, $0.00, $0.00, $-24.88
2021-05-05 23:00:00, $3,262.52, HOLD, $99,975.12, $0.00, $0.00, $-24.88
2021-05-06 23:00:00, $3,234.76, SELL, $99,975.12, $0.00, $0.00, $-24.88
2021-05-09 23:00:00, $3,189.44, HOLD, $99,975.12, $0.00, $0.00, $-24.88
2021-05-10 23:00:00, $3,180.15, SELL, $99,975.12, $0.00, $0.00, $-24.88
2021-05-11 23:00:00, $3,179.55, HOLD, $99,975.12, $0.00, $0.00, $-24.88
2021-05-12 23:00:00, $3,218.57, BUY, $96,756.55, $3,218.57, $0.00, $-24.88
2021-05-13 23:00:00, $3,241.94, HOLD, $96,756.55, $3,218.57, $0.00, $-24.88
2021-05-16 23:00:00, $3,245.69, BUY, $93,510.86, $6,464.26, $0.00, $-24.88
2021-05-17 23:00:00, $3,237.94, SELL, $99,986.74, $0.00, $-7.75, $-13.26
2021-05-18 23:00:00, $3,227.70, HOLD, $99,986.74, $0.00, $0.00, $-13.26
2021-05-19 23:00:00, $3,231.74, BUY, $96,755.00, $3,231.74, $0.00, $-13.26
2021-05-20 23:00:00, $3,235.24, HOLD, $96,755.00, $3,231.74, $0.00, $-13.26
