Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $322.17, BUY, $99,677.83, $322.17, $0.00, $0.00
2021-04-28 23:00:00, $317.68, SELL, $99,995.51, $0.00, $-4.49, $-4.49
2021-04-29 23:00:00, $311.46, HOLD, $99,995.51, $0.00, $0.00, $-4.49
2021-05-02 23:00:00, $310.35, SELL, $99,995.51, $0.00, $0.00, $-4.49
2021-05-03 23:00:00, $311.95, BUY, $99,683.57, $311.95, $0.00, $-4.49
2021-05-04 23:00:00, $315.87, HOLD, $99,683.57, $311.95, $0.00, $-4.49
2021-05-05 23:00:00, $311.85, SELL, $99,995.42, $0.00, $-0.09, $-4.58
2021-05-06 23:00:00, $306.65, HOLD, $99,995.42, $0.00, $0.00, $-4.58
2021-05-09 23:00:00, $295.73, SELL, $99,995.42, $0.00, $0.00, $-4.58
2021-05-10 23:00:00, $294.68, HOLD, $99,995.42, $0.00, $0.00, $-4.58
2021-05-11 23:00:00, $296.40, BUY, $99,699.02, $296.40, $0.00, $-4.58
2021-05-12 23:00:00, $300.03, HOLD, $99,699.02, $296.40, $0.00, $-4.58
2021-05-13 23:00:00, $298.97, SELL, $99,997.99, $0.00, $2.57, $-2.01
2021-05-16 23:00:00, $298.54, HOLD, $99,997.99, $0.00, $0.00, $-2.01
2021-05-17 23:00:00, $303.73, BUY, $99,694.26, $303.73, $0.00, $-2.01
2021-05-18 23:00:00, $309.23, HOLD, $99,694.26, $303.73, $0.00, $-2.01
2021-05-19 23:00:00, $313.69, BUY, $99,380.58, $617.41, $0.00, $-2.01
2021-05-20 23:00:00, $315.22, HOLD, $99,380.58, $617.41, $0.00, $-2.01
