Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-25 10:45:00, $205.31, BUY, $99,794.69, $205.31, $0.00, $0.00
2021-05-25 11:00:00, $205.03, SELL, $99,999.72, $0.00, $-0.28, $-0.28
2021-05-25 11:15:00, $205.10, BUY, $99,794.63, $205.10, $0.00, $-0.28
2021-05-25 11:30:00, $205.20, HOLD, $99,794.63, $205.10, $0.00, $-0.28
2021-05-25 11:45:00, $205.40, BUY, $99,589.23, $410.49, $0.00, $-0.28
2021-05-25 12:00:00, $205.48, HOLD, $99,589.23, $410.49, $0.00, $-0.28
2021-05-25 12:15:00, $205.66, BUY, $99,383.57, $616.15, $0.00, $-0.28
2021-05-25 12:30:00, $205.76, HOLD, $99,383.57, $616.15, $0.00, $-0.28
2021-05-25 12:45:00, $205.71, SELL, $100,000.69, $0.00, $0.05, $0.69
2021-05-25 13:00:00, $205.63, HOLD, $100,000.69, $0.00, $0.00, $0.69
2021-05-25 13:15:00, $205.55, SELL, $100,000.69, $0.00, $0.00, $0.69
2021-05-25 13:30:00, $205.36, HOLD, $100,000.69, $0.00, $0.00, $0.69
2021-05-25 13:45:00, $205.12, SELL, $100,000.69, $0.00, $0.00, $0.69
2021-05-25 14:00:00, $204.84, HOLD, $100,000.69, $0.00, $0.00, $0.69
2021-05-25 14:15:00, $204.84, BUY, $99,795.85, $204.84, $0.00, $0.69
2021-05-25 14:30:00, $205.46, HOLD, $99,795.85, $204.84, $0.00, $0.69
2021-05-25 14:45:00, $205.71, BUY, $99,590.14, $410.56, $0.00, $0.69
2021-05-26 08:30:00, $206.08, HOLD, $99,590.14, $410.56, $0.00, $0.69
2021-05-26 08:45:00, $205.87, SELL, $100,001.87, $0.00, $0.15, $1.87
2021-05-26 09:00:00, $205.91, BUY, $99,795.96, $205.91, $0.00, $1.87
2021-05-26 09:15:00, $206.02, HOLD, $99,795.96, $205.91, $0.00, $1.87
2021-05-26 09:30:00, $206.14, BUY, $99,589.82, $412.05, $0.00, $1.87
2021-05-26 09:45:00, $206.13, SELL, $100,002.08, $0.00, $-0.01, $2.08
