Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-25 10:30:00, $669.86, BUY, $99,330.14, $669.86, $0.00, $0.00
2021-05-25 10:45:00, $669.62, SELL, $99,999.76, $0.00, $-0.24, $-0.24
2021-05-25 11:00:00, $669.99, BUY, $99,329.77, $669.99, $0.00, $-0.24
2021-05-25 11:15:00, $670.42, HOLD, $99,329.77, $669.99, $0.00, $-0.24
2021-05-25 11:30:00, $671.52, BUY, $98,658.25, $1,341.51, $0.00, $-0.24
2021-05-25 11:45:00, $671.85, HOLD, $98,658.25, $1,341.51, $0.00, $-0.24
2021-05-25 12:15:00, $672.36, BUY, $97,985.89, $2,013.87, $0.00, $-0.24
2021-05-25 12:30:00, $672.50, HOLD, $97,985.89, $2,013.87, $0.00, $-0.24
2021-05-25 12:45:00, $672.59, BUY, $97,313.30, $2,686.46, $0.00, $-0.24
2021-05-25 13:00:00, $671.90, SELL, $100,000.89, $0.00, $-0.69, $0.89
2021-05-25 13:15:00, $671.38, HOLD, $100,000.89, $0.00, $0.00, $0.89
2021-05-25 13:30:00, $670.32, SELL, $100,000.89, $0.00, $0.00, $0.89
2021-05-25 13:45:00, $670.09, HOLD, $100,000.89, $0.00, $0.00, $0.89
2021-05-25 14:00:00, $669.84, SELL, $100,000.89, $0.00, $0.00, $0.89
2021-05-25 14:15:00, $670.74, BUY, $99,330.15, $670.74, $0.00, $0.89
2021-05-25 14:30:00, $669.95, SELL, $100,000.09, $0.00, $-0.80, $0.09
2021-05-25 14:45:00, $667.07, HOLD, $100,000.09, $0.00, $0.00, $0.09
2021-05-26 08:30:00, $663.88, SELL, $100,000.09, $0.00, $0.00, $0.09
2021-05-26 08:45:00, $662.91, HOLD, $100,000.09, $0.00, $0.00, $0.09
2021-05-26 09:00:00, $663.34, BUY, $99,336.75, $663.34, $0.00, $0.09
2021-05-26 09:15:00, $663.23, SELL, $99,999.98, $0.00, $-0.11, $-0.02
2021-05-26 09:30:00, $662.10, HOLD, $99,999.98, $0.00, $0.00, $-0.02
2021-05-26 09:45:00, $661.66, SELL, $99,999.98, $0.00, $0.00, $-0.02
