Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $86.73, BUY, $99,913.27, $86.73, $0.00, $0.00
2021-04-28 23:00:00, $86.39, SELL, $99,999.66, $0.00, $-0.34, $-0.34
2021-04-29 23:00:00, $85.18, HOLD, $99,999.66, $0.00, $0.00, $-0.34
2021-05-02 23:00:00, $84.87, SELL, $99,999.66, $0.00, $0.00, $-0.34
2021-05-03 23:00:00, $84.80, HOLD, $99,999.66, $0.00, $0.00, $-0.34
2021-05-04 23:00:00, $85.31, BUY, $99,914.35, $85.31, $0.00, $-0.34
2021-05-05 23:00:00, $83.87, SELL, $99,998.22, $0.00, $-1.44, $-1.78
2021-05-06 23:00:00, $82.50, HOLD, $99,998.22, $0.00, $0.00, $-1.78
2021-05-09 23:00:00, $79.44, SELL, $99,998.22, $0.00, $0.00, $-1.78
2021-05-10 23:00:00, $78.22, HOLD, $99,998.22, $0.00, $0.00, $-1.78
2021-05-11 23:00:00, $77.88, SELL, $99,998.22, $0.00, $0.00, $-1.78
2021-05-12 23:00:00, $79.09, BUY, $99,919.13, $79.09, $0.00, $-1.78
2021-05-13 23:00:00, $79.66, HOLD, $99,919.13, $79.09, $0.00, $-1.78
2021-05-16 23:00:00, $79.74, BUY, $99,839.38, $158.84, $0.00, $-1.78
2021-05-17 23:00:00, $79.98, HOLD, $99,839.38, $158.84, $0.00, $-1.78
2021-05-18 23:00:00, $80.59, BUY, $99,758.79, $239.43, $0.00, $-1.78
2021-05-19 23:00:00, $81.59, HOLD, $99,758.79, $239.43, $0.00, $-1.78
2021-05-20 23:00:00, $81.62, BUY, $99,677.17, $321.05, $0.00, $-1.78
