Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $100.16, BUY, $99,899.84, $100.16, $0.00, $0.00
2021-04-28 23:00:00, $97.71, SELL, $99,997.54, $0.00, $-2.46, $-2.46
2021-04-29 23:00:00, $97.04, HOLD, $99,997.54, $0.00, $0.00, $-2.46
2021-05-02 23:00:00, $91.80, SELL, $99,997.54, $0.00, $0.00, $-2.46
2021-05-03 23:00:00, $87.78, HOLD, $99,997.54, $0.00, $0.00, $-2.46
2021-05-04 23:00:00, $83.40, SELL, $99,997.54, $0.00, $0.00, $-2.46
2021-05-05 23:00:00, $85.03, BUY, $99,912.52, $85.03, $0.00, $-2.46
2021-05-06 23:00:00, $87.43, HOLD, $99,912.52, $85.03, $0.00, $-2.46
2021-05-09 23:00:00, $89.29, BUY, $99,823.23, $174.31, $0.00, $-2.46
2021-05-10 23:00:00, $91.89, HOLD, $99,823.23, $174.31, $0.00, $-2.46
2021-05-11 23:00:00, $93.73, BUY, $99,729.50, $268.04, $0.00, $-2.46
2021-05-12 23:00:00, $94.71, HOLD, $99,729.50, $268.04, $0.00, $-2.46
2021-05-13 23:00:00, $94.69, SELL, $100,013.58, $0.00, $0.96, $13.58
2021-05-16 23:00:00, $94.71, BUY, $99,918.87, $94.71, $0.00, $13.58
2021-05-17 23:00:00, $97.43, HOLD, $99,918.87, $94.71, $0.00, $13.58
2021-05-18 23:00:00, $99.33, BUY, $99,819.54, $194.04, $0.00, $13.58
2021-05-19 23:00:00, $100.85, HOLD, $99,819.54, $194.04, $0.00, $13.58
2021-05-20 23:00:00, $100.50, SELL, $100,020.54, $0.00, $1.17, $20.54
