Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-25 10:00:00, $2,337.79, BUY, $97,662.21, $2,337.79, $0.00, $0.00
2021-05-25 10:15:00, $2,335.23, SELL, $99,997.44, $0.00, $-2.56, $-2.56
2021-05-25 10:30:00, $2,335.72, BUY, $97,661.72, $2,335.72, $0.00, $-2.56
2021-05-25 10:45:00, $2,340.33, HOLD, $97,661.72, $2,335.72, $0.00, $-2.56
2021-05-25 11:15:00, $2,343.41, BUY, $95,318.31, $4,679.13, $0.00, $-2.56
2021-05-25 11:30:00, $2,343.44, HOLD, $95,318.31, $4,679.13, $0.00, $-2.56
2021-05-25 11:45:00, $2,342.18, SELL, $100,002.68, $0.00, $-1.23, $2.68
2021-05-25 12:00:00, $2,341.21, HOLD, $100,002.68, $0.00, $0.00, $2.68
2021-05-25 12:15:00, $2,339.95, SELL, $100,002.68, $0.00, $0.00, $2.68
2021-05-25 13:00:00, $2,339.17, HOLD, $100,002.68, $0.00, $0.00, $2.68
2021-05-25 13:15:00, $2,335.59, SELL, $100,002.68, $0.00, $0.00, $2.68
2021-05-25 13:30:00, $2,334.39, HOLD, $100,002.68, $0.00, $0.00, $2.68
2021-05-25 13:45:00, $2,333.94, SELL, $100,002.68, $0.00, $0.00, $2.68
2021-05-25 14:00:00, $2,335.89, BUY, $97,666.79, $2,335.89, $0.00, $2.68
2021-05-25 14:15:00, $2,337.72, HOLD, $97,666.79, $2,335.89, $0.00, $2.68
2021-05-25 14:30:00, $2,341.81, BUY, $95,324.99, $4,677.69, $0.00, $2.68
2021-05-25 14:45:00, $2,348.45, HOLD, $95,324.99, $4,677.69, $0.00, $2.68
2021-05-26 08:30:00, $2,353.17, BUY, $92,971.82, $7,030.86, $0.00, $2.68
2021-05-26 08:45:00, $2,357.45, HOLD, $92,971.82, $7,030.86, $0.00, $2.68
2021-05-26 09:00:00, $2,359.97, BUY, $90,611.85, $9,390.83, $0.00, $2.68
2021-05-26 09:15:00, $2,365.05, HOLD, $90,611.85, $9,390.83, $0.00, $2.68
2021-05-26 09:30:00, $2,364.25, SELL, $100,068.84, $0.00, $4.28, $68.84
2021-05-26 09:45:00, $2,363.77, HOLD, $100,068.84, $0.00, $0.00, $68.84
