Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-24 14:25:00, $2,348.98, BUY, $97,651.02, $2,348.98, $0.00, $0.00
2021-05-24 14:30:00, $2,347.79, SELL, $99,998.81, $0.00, $-1.19, $-1.19
2021-05-24 14:35:00, $2,347.29, HOLD, $99,998.81, $0.00, $0.00, $-1.19
2021-05-24 14:40:00, $2,350.32, BUY, $97,648.49, $2,350.32, $0.00, $-1.19
2021-05-24 14:45:00, $2,351.01, HOLD, $97,648.49, $2,350.32, $0.00, $-1.19
2021-05-24 14:50:00, $2,358.23, BUY, $95,290.26, $4,708.55, $0.00, $-1.19
2021-05-24 14:55:00, $2,360.26, HOLD, $95,290.26, $4,708.55, $0.00, $-1.19
2021-05-25 08:30:00, $2,363.71, BUY, $92,926.54, $7,072.26, $0.00, $-1.19
2021-05-25 08:35:00, $2,359.58, SELL, $100,005.28, $0.00, $-4.14, $5.28
2021-05-25 08:40:00, $2,354.89, HOLD, $100,005.28, $0.00, $0.00, $5.28
2021-05-25 08:45:00, $2,349.70, SELL, $100,005.28, $0.00, $0.00, $5.28
2021-05-25 08:50:00, $2,343.05, HOLD, $100,005.28, $0.00, $0.00, $5.28
2021-05-25 08:55:00, $2,338.65, SELL, $100,005.28, $0.00, $0.00, $5.28
2021-05-25 09:00:00, $2,339.18, BUY, $97,666.09, $2,339.18, $0.00, $5.28
2021-05-25 09:05:00, $2,342.26, HOLD, $97,666.09, $2,339.18, $0.00, $5.28
2021-05-25 09:10:00, $2,343.36, BUY, $95,322.74, $4,682.54, $0.00, $5.28
2021-05-25 09:15:00, $2,338.78, SELL, $100,000.29, $0.00, $-4.58, $0.29
2021-05-25 09:20:00, $2,338.55, HOLD, $100,000.29, $0.00, $0.00, $0.29
2021-05-25 09:30:00, $2,341.74, BUY, $97,658.56, $2,341.74, $0.00, $0.29
2021-05-25 09:40:00, $2,346.19, HOLD, $97,658.56, $2,341.74, $0.00, $0.29
2021-05-25 09:45:00, $2,346.93, BUY, $95,311.63, $4,688.66, $0.00, $0.29
2021-05-25 09:50:00, $2,344.68, SELL, $100,001.00, $0.00, $-2.24, $1.00
2021-05-25 09:55:00, $2,341.40, HOLD, $100,001.00, $0.00, $0.00, $1.00
2021-05-25 10:00:00, $2,339.57, SELL, $100,001.00, $0.00, $0.00, $1.00
2021-05-25 10:05:00, $2,340.49, BUY, $97,660.51, $2,340.49, $0.00, $1.00
2021-05-25 10:10:00, $2,341.24, HOLD, $97,660.51, $2,340.49, $0.00, $1.00
2021-05-25 10:15:00, $2,340.15, SELL, $100,000.66, $0.00, $-0.34, $0.66
2021-05-25 10:20:00, $2,335.91, HOLD, $100,000.66, $0.00, $0.00, $0.66
2021-05-25 10:25:00, $2,333.95, SELL, $100,000.66, $0.00, $0.00, $0.66
