Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2020-11-23 23:00:00, $2,073.75, BUY, $97,926.25, $2,073.75, $0.00, $0.00
2020-11-24 23:00:00, $2,049.08, SELL, $99,975.33, $0.00, $-24.67, $-24.67
2020-11-26 23:00:00, $2,044.78, HOLD, $99,975.33, $0.00, $0.00, $-24.67
2020-11-29 23:00:00, $2,051.16, BUY, $97,924.17, $2,051.16, $0.00, $-24.67
2020-11-30 23:00:00, $2,074.14, HOLD, $97,924.17, $2,051.16, $0.00, $-24.67
2020-12-01 23:00:00, $2,098.71, BUY, $95,825.46, $4,149.87, $0.00, $-24.67
2020-12-02 23:00:00, $2,115.47, HOLD, $95,825.46, $4,149.87, $0.00, $-24.67
2020-12-03 23:00:00, $2,111.43, SELL, $100,048.32, $0.00, $12.72, $48.32
2020-12-06 23:00:00, $2,105.99, HOLD, $100,048.32, $0.00, $0.00, $48.32
2020-12-07 23:00:00, $2,097.75, SELL, $100,048.32, $0.00, $0.00, $48.32
2020-12-08 23:00:00, $2,099.48, BUY, $97,948.84, $2,099.48, $0.00, $48.32
2020-12-09 23:00:00, $2,086.09, SELL, $100,034.93, $0.00, $-13.39, $34.93
2020-12-10 23:00:00, $2,084.89, HOLD, $100,034.93, $0.00, $0.00, $34.93
2020-12-13 23:00:00, $2,088.48, BUY, $97,946.45, $2,088.48, $0.00, $34.93
2020-12-14 23:00:00, $2,104.39, HOLD, $97,946.45, $2,088.48, $0.00, $34.93
2020-12-15 23:00:00, $2,104.73, BUY, $95,841.72, $4,193.21, $0.00, $34.93
2020-12-16 23:00:00, $2,093.84, SELL, $100,029.39, $0.00, $-10.89, $29.39
2020-12-17 23:00:00, $2,073.49, HOLD, $100,029.39, $0.00, $0.00, $29.39
2020-12-20 23:00:00, $2,073.73, BUY, $97,955.66, $2,073.73, $0.00, $29.39
2020-12-21 23:00:00, $2,079.38, HOLD, $97,955.66, $2,073.73, $0.00, $29.39
2020-12-22 23:00:00, $2,107.99, BUY, $95,847.67, $4,181.73, $0.00, $29.39
2020-12-23 23:00:00, $2,136.99, HOLD, $95,847.67, $4,181.73, $0.00, $29.39
2020-12-27 23:00:00, $2,176.36, BUY, $93,671.30, $6,358.09, $0.00, $29.39
2020-12-28 23:00:00, $2,204.63, HOLD, $93,671.30, $6,358.09, $0.00, $29.39
2020-12-29 23:00:00, $2,197.06, SELL, $100,262.48, $0.00, $20.70, $262.48
2020-12-30 23:00:00, $2,192.43, HOLD, $100,262.48, $0.00, $0.00, $262.48
2021-01-03 23:00:00, $2,202.43, BUY, $98,060.05, $2,202.43, $0.00, $262.48
2021-01-04 23:00:00, $2,227.44, HOLD, $98,060.05, $2,202.43, $0.00, $262.48
2021-01-05 23:00:00, $2,256.96, BUY, $95,803.10, $4,459.39, $0.00, $262.48
2021-01-06 23:00:00, $2,246.66, SELL, $100,296.41, $0.00, $-10.30, $296.41
2021-01-07 23:00:00, $2,232.28, HOLD, $100,296.41, $0.00, $0.00, $296.41
2021-01-10 23:00:00, $2,199.61, SELL, $100,296.41, $0.00, $0.00, $296.41
2021-01-11 23:00:00, $2,186.67, HOLD, $100,296.41, $0.00, $0.00, $296.41
2021-01-12 23:00:00, $2,161.38, SELL, $100,296.41, $0.00, $0.00, $296.41
2021-01-13 23:00:00, $2,155.92, HOLD, $100,296.41, $0.00, $0.00, $296.41
2021-01-14 23:00:00, $2,147.40, SELL, $100,296.41, $0.00, $0.00, $296.41
2021-01-18 23:00:00, $2,143.69, HOLD, $100,296.41, $0.00, $0.00, $296.41
2021-01-19 23:00:00, $2,110.71, SELL, $100,296.41, $0.00, $0.00, $296.41
2021-01-20 23:00:00, $2,064.13, HOLD, $100,296.41, $0.00, $0.00, $296.41
2021-01-21 23:00:00, $2,022.12, SELL, $100,296.41, $0.00, $0.00, $296.41
2021-01-24 23:00:00, $1,962.48, HOLD, $100,296.41, $0.00, $0.00, $296.41
2021-01-25 23:00:00, $1,967.12, BUY, $98,329.29, $1,967.12, $0.00, $296.41
2021-01-26 23:00:00, $1,954.25, SELL, $100,283.54, $0.00, $-12.87, $283.54
2021-01-27 23:00:00, $1,987.89, BUY, $98,295.65, $1,987.89, $0.00, $283.54
2021-01-28 23:00:00, $1,999.37, HOLD, $98,295.65, $1,987.89, $0.00, $283.54
2021-01-31 23:00:00, $2,026.17, BUY, $96,269.48, $4,014.06, $0.00, $283.54
2021-02-01 23:00:00, $2,058.26, HOLD, $96,269.48, $4,014.06, $0.00, $283.54
2021-02-02 23:00:00, $2,067.70, BUY, $94,201.78, $6,081.76, $0.00, $283.54
2021-02-03 23:00:00, $2,092.79, HOLD, $94,201.78, $6,081.76, $0.00, $283.54
2021-02-04 23:00:00, $2,093.47, BUY, $92,108.31, $8,175.22, $0.00, $283.54
2021-02-07 23:00:00, $2,108.76, HOLD, $92,108.31, $8,175.22, $0.00, $283.54
2021-02-08 23:00:00, $2,128.38, BUY, $89,979.94, $10,303.60, $0.00, $283.54
2021-02-09 23:00:00, $2,150.06, HOLD, $89,979.94, $10,303.60, $0.00, $283.54
2021-02-10 23:00:00, $2,164.16, BUY, $87,815.78, $12,467.76, $0.00, $283.54
2021-02-11 23:00:00, $2,189.09, HOLD, $87,815.78, $12,467.76, $0.00, $283.54
2021-02-15 23:00:00, $2,225.56, BUY, $85,590.22, $14,693.32, $0.00, $283.54
2021-02-16 23:00:00, $2,262.14, HOLD, $85,590.22, $14,693.32, $0.00, $283.54
2021-02-17 23:00:00, $2,302.00, BUY, $83,288.22, $16,995.32, $0.00, $283.54
2021-02-18 23:00:00, $2,334.20, HOLD, $83,288.22, $16,995.32, $0.00, $283.54
2021-02-21 23:00:00, $2,382.87, BUY, $80,905.35, $19,378.19, $0.00, $283.54
2021-02-22 23:00:00, $2,356.86, SELL, $102,117.05, $0.00, $-26.02, $2,117.05
2021-02-23 23:00:00, $2,347.58, HOLD, $102,117.05, $0.00, $0.00, $2,117.05
2021-02-24 23:00:00, $2,308.19, SELL, $102,117.05, $0.00, $0.00, $2,117.05
2021-02-25 23:00:00, $2,309.99, BUY, $99,807.07, $2,309.99, $0.00, $2,117.05
2021-02-28 23:00:00, $2,291.43, SELL, $102,098.50, $0.00, $-18.55, $2,098.50
2021-03-01 23:00:00, $2,257.41, HOLD, $102,098.50, $0.00, $0.00, $2,098.50
