Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-02-25 23:00:00, $2,309.99, BUY, $97,690.01, $2,309.99, $0.00, $0.00
2021-02-28 23:00:00, $2,291.43, SELL, $99,981.45, $0.00, $-18.55, $-18.55
2021-03-01 23:00:00, $2,257.41, HOLD, $99,981.45, $0.00, $0.00, $-18.55
2021-03-02 23:00:00, $2,266.36, BUY, $97,715.09, $2,266.36, $0.00, $-18.55
2021-03-03 23:00:00, $2,298.44, HOLD, $97,715.09, $2,266.36, $0.00, $-18.55
2021-03-04 23:00:00, $2,347.39, BUY, $95,367.69, $4,613.75, $0.00, $-18.55
2021-03-07 23:00:00, $2,367.34, HOLD, $95,367.69, $4,613.75, $0.00, $-18.55
2021-03-08 23:00:00, $2,364.99, SELL, $100,097.67, $0.00, $17.60, $97.67
2021-03-09 23:00:00, $2,376.78, BUY, $97,720.90, $2,376.78, $0.00, $97.67
2021-03-10 23:00:00, $2,400.86, HOLD, $97,720.90, $2,376.78, $0.00, $97.67
2021-03-11 23:00:00, $2,411.25, BUY, $95,309.65, $4,788.02, $0.00, $97.67
2021-03-14 23:00:00, $2,432.08, HOLD, $95,309.65, $4,788.02, $0.00, $97.67
2021-03-15 23:00:00, $2,401.58, SELL, $100,112.80, $0.00, $-9.67, $112.80
2021-03-16 23:00:00, $2,365.55, HOLD, $100,112.80, $0.00, $0.00, $112.80
2021-03-17 23:00:00, $2,288.29, SELL, $100,112.80, $0.00, $0.00, $112.80
2021-03-18 23:00:00, $2,243.97, HOLD, $100,112.80, $0.00, $0.00, $112.80
2021-03-21 23:00:00, $2,215.81, SELL, $100,112.80, $0.00, $0.00, $112.80
2021-03-22 23:00:00, $2,228.07, BUY, $97,884.74, $2,228.07, $0.00, $112.80
2021-03-23 23:00:00, $2,263.86, HOLD, $97,884.74, $2,228.07, $0.00, $112.80
2021-03-24 23:00:00, $2,313.97, BUY, $95,570.77, $4,542.04, $0.00, $112.80
2021-03-25 23:00:00, $2,333.92, HOLD, $95,570.77, $4,542.04, $0.00, $112.80
2021-03-28 23:00:00, $2,337.30, BUY, $93,233.47, $6,879.34, $0.00, $112.80
2021-03-29 23:00:00, $2,348.90, HOLD, $93,233.47, $6,879.34, $0.00, $112.80
2021-03-30 23:00:00, $2,375.84, BUY, $90,857.63, $9,255.17, $0.00, $112.80
2021-03-31 23:00:00, $2,404.77, HOLD, $90,857.63, $9,255.17, $0.00, $112.80
2021-04-04 23:00:00, $2,413.86, BUY, $88,443.77, $11,669.04, $0.00, $112.80
2021-04-05 23:00:00, $2,420.26, HOLD, $88,443.77, $11,669.04, $0.00, $112.80
2021-04-06 23:00:00, $2,429.48, BUY, $86,014.29, $14,098.52, $0.00, $112.80
2021-04-07 23:00:00, $2,428.74, SELL, $100,586.73, $0.00, $-0.74, $586.73
2021-04-08 23:00:00, $2,420.28, HOLD, $100,586.73, $0.00, $0.00, $586.73
2021-04-11 23:00:00, $2,423.07, BUY, $98,163.65, $2,423.07, $0.00, $586.73
2021-04-12 23:00:00, $2,431.24, HOLD, $98,163.65, $2,423.07, $0.00, $586.73
2021-04-13 23:00:00, $2,455.47, BUY, $95,708.18, $4,878.55, $0.00, $586.73
2021-04-14 23:00:00, $2,456.29, HOLD, $95,708.18, $4,878.55, $0.00, $586.73
2021-04-15 23:00:00, $2,426.19, SELL, $100,560.56, $0.00, $-29.28, $560.56
2021-04-18 23:00:00, $2,385.86, HOLD, $100,560.56, $0.00, $0.00, $560.56
2021-04-19 23:00:00, $2,348.23, SELL, $100,560.56, $0.00, $0.00, $560.56
2021-04-20 23:00:00, $2,364.16, BUY, $98,196.40, $2,364.16, $0.00, $560.56
2021-04-21 23:00:00, $2,398.67, HOLD, $98,196.40, $2,364.16, $0.00, $560.56
2021-04-22 23:00:00, $2,437.60, BUY, $95,758.79, $4,801.77, $0.00, $560.56
2021-04-25 23:00:00, $2,475.03, HOLD, $95,758.79, $4,801.77, $0.00, $560.56
2021-04-26 23:00:00, $2,489.43, BUY, $93,269.36, $7,291.20, $0.00, $560.56
2021-04-27 23:00:00, $2,491.09, HOLD, $93,269.36, $7,291.20, $0.00, $560.56
2021-04-28 23:00:00, $2,469.07, SELL, $100,676.58, $0.00, $-20.36, $676.58
2021-04-29 23:00:00, $2,429.57, HOLD, $100,676.58, $0.00, $0.00, $676.58
2021-05-02 23:00:00, $2,386.13, SELL, $100,676.58, $0.00, $0.00, $676.58
2021-05-03 23:00:00, $2,332.74, HOLD, $100,676.58, $0.00, $0.00, $676.58
2021-05-04 23:00:00, $2,313.61, SELL, $100,676.58, $0.00, $0.00, $676.58
2021-05-05 23:00:00, $2,288.72, HOLD, $100,676.58, $0.00, $0.00, $676.58
2021-05-06 23:00:00, $2,278.70, SELL, $100,676.58, $0.00, $0.00, $676.58
2021-05-09 23:00:00, $2,227.47, HOLD, $100,676.58, $0.00, $0.00, $676.58
2021-05-10 23:00:00, $2,209.29, SELL, $100,676.58, $0.00, $0.00, $676.58
2021-05-11 23:00:00, $2,220.33, BUY, $98,456.25, $2,220.33, $0.00, $676.58
2021-05-12 23:00:00, $2,237.42, HOLD, $98,456.25, $2,220.33, $0.00, $676.58
2021-05-13 23:00:00, $2,238.57, BUY, $96,217.68, $4,458.90, $0.00, $676.58
2021-05-16 23:00:00, $2,234.92, SELL, $100,687.51, $0.00, $-3.65, $687.51
2021-05-17 23:00:00, $2,262.81, BUY, $98,424.70, $2,262.81, $0.00, $687.51
2021-05-18 23:00:00, $2,291.09, HOLD, $98,424.70, $2,262.81, $0.00, $687.51
