Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-11 14:00:00, $2,251.99, BUY, $97,748.01, $2,251.99, $0.00, $0.00
2021-05-11 14:15:00, $2,251.91, SELL, $99,999.92, $0.00, $-0.08, $-0.08
2021-05-11 14:30:00, $2,236.87, HOLD, $99,999.92, $0.00, $0.00, $-0.08
2021-05-11 14:45:00, $2,225.31, SELL, $99,999.92, $0.00, $0.00, $-0.08
2021-05-12 08:30:00, $2,214.61, HOLD, $99,999.92, $0.00, $0.00, $-0.08
2021-05-12 08:45:00, $2,215.86, BUY, $97,784.07, $2,215.86, $0.00, $-0.08
2021-05-12 09:00:00, $2,211.24, SELL, $99,995.30, $0.00, $-4.62, $-4.70
2021-05-12 09:15:00, $2,204.10, HOLD, $99,995.30, $0.00, $0.00, $-4.70
2021-05-12 09:30:00, $2,201.57, SELL, $99,995.30, $0.00, $0.00, $-4.70
2021-05-12 09:45:00, $2,201.48, HOLD, $99,995.30, $0.00, $0.00, $-4.70
2021-05-12 10:00:00, $2,198.84, SELL, $99,995.30, $0.00, $0.00, $-4.70
2021-05-12 10:15:00, $2,190.42, HOLD, $99,995.30, $0.00, $0.00, $-4.70
2021-05-12 10:30:00, $2,183.74, SELL, $99,995.30, $0.00, $0.00, $-4.70
2021-05-12 10:45:00, $2,182.43, HOLD, $99,995.30, $0.00, $0.00, $-4.70
2021-05-12 11:00:00, $2,184.01, BUY, $97,811.29, $2,184.01, $0.00, $-4.70
2021-05-12 11:15:00, $2,188.07, HOLD, $97,811.29, $2,184.01, $0.00, $-4.70
2021-05-12 11:30:00, $2,189.33, BUY, $95,621.97, $4,373.34, $0.00, $-4.70
2021-05-12 11:45:00, $2,188.31, SELL, $99,998.59, $0.00, $-1.02, $-1.42
2021-05-12 12:15:00, $2,187.15, HOLD, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 12:30:00, $2,186.63, SELL, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 12:45:00, $2,186.51, HOLD, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 13:00:00, $2,185.13, SELL, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 13:15:00, $2,183.65, HOLD, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 13:45:00, $2,181.48, SELL, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 14:00:00, $2,177.80, HOLD, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 14:15:00, $2,174.56, SELL, $99,998.59, $0.00, $0.00, $-1.42
2021-05-12 14:30:00, $2,188.95, BUY, $97,809.64, $2,188.95, $0.00, $-1.42
2021-05-12 14:45:00, $2,206.95, HOLD, $97,809.64, $2,188.95, $0.00, $-1.42
2021-05-13 08:30:00, $2,227.29, BUY, $95,582.34, $4,416.24, $0.00, $-1.42
2021-05-13 08:45:00, $2,225.04, SELL, $100,032.42, $0.00, $-2.26, $32.42
2021-05-13 09:00:00, $2,221.51, HOLD, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 09:15:00, $2,215.94, SELL, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 09:30:00, $2,211.09, HOLD, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 09:45:00, $2,201.69, SELL, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 10:00:00, $2,189.85, HOLD, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 10:30:00, $2,184.54, SELL, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 10:45:00, $2,182.88, HOLD, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 11:00:00, $2,178.30, SELL, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 11:15:00, $2,176.31, HOLD, $100,032.42, $0.00, $0.00, $32.42
2021-05-13 12:30:00, $2,180.27, BUY, $97,852.15, $2,180.27, $0.00, $32.42
2021-05-13 12:45:00, $2,189.37, HOLD, $97,852.15, $2,180.27, $0.00, $32.42
2021-05-13 13:00:00, $2,200.30, BUY, $95,651.85, $4,380.56, $0.00, $32.42
2021-05-13 13:15:00, $2,204.25, HOLD, $95,651.85, $4,380.56, $0.00, $32.42
2021-05-13 13:30:00, $2,212.12, BUY, $93,439.73, $6,592.69, $0.00, $32.42
2021-05-13 13:45:00, $2,212.64, HOLD, $93,439.73, $6,592.69, $0.00, $32.42
2021-05-13 14:00:00, $2,216.68, BUY, $91,223.05, $8,809.37, $0.00, $32.42
2021-05-13 14:15:00, $2,213.64, SELL, $100,077.59, $0.00, $-3.04, $77.59
2021-05-13 14:30:00, $2,220.62, BUY, $97,856.96, $2,220.62, $0.00, $77.59
2021-05-13 14:45:00, $2,234.57, HOLD, $97,856.96, $2,220.62, $0.00, $77.59
2021-05-14 08:30:00, $2,256.65, BUY, $95,600.31, $4,477.27, $0.00, $77.59
2021-05-14 08:45:00, $2,274.24, HOLD, $95,600.31, $4,477.27, $0.00, $77.59
2021-05-14 09:00:00, $2,276.50, BUY, $93,323.82, $6,753.77, $0.00, $77.59
2021-05-14 09:15:00, $2,275.55, SELL, $100,150.46, $0.00, $-0.95, $150.46
2021-05-14 09:30:00, $2,270.96, HOLD, $100,150.46, $0.00, $0.00, $150.46
2021-05-14 09:45:00, $2,273.82, BUY, $97,876.64, $2,273.82, $0.00, $150.46
2021-05-14 10:00:00, $2,275.08, HOLD, $97,876.64, $2,273.82, $0.00, $150.46
2021-05-14 10:15:00, $2,278.09, BUY, $95,598.54, $4,551.91, $0.00, $150.46
2021-05-14 10:30:00, $2,280.34, HOLD, $95,598.54, $4,551.91, $0.00, $150.46
2021-05-14 10:45:00, $2,281.32, BUY, $93,317.22, $6,833.24, $0.00, $150.46
2021-05-14 11:00:00, $2,282.67, HOLD, $93,317.22, $6,833.24, $0.00, $150.46
2021-05-14 11:15:00, $2,283.98, BUY, $91,033.24, $9,117.22, $0.00, $150.46
2021-05-14 11:30:00, $2,287.91, HOLD, $91,033.24, $9,117.22, $0.00, $150.46
2021-05-14 11:45:00, $2,288.87, BUY, $88,744.37, $11,406.09, $0.00, $150.46
2021-05-14 12:00:00, $2,287.88, SELL, $100,183.75, $0.00, $-1.00, $183.75
2021-05-14 12:15:00, $2,285.82, HOLD, $100,183.75, $0.00, $0.00, $183.75
2021-05-14 12:30:00, $2,284.84, SELL, $100,183.75, $0.00, $0.00, $183.75
2021-05-14 12:45:00, $2,282.54, HOLD, $100,183.75, $0.00, $0.00, $183.75
2021-05-14 13:00:00, $2,280.76, SELL, $100,183.75, $0.00, $0.00, $183.75
