Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-12 10:33:00, $2,186.82, BUY, $97,813.18, $2,186.82, $0.00, $0.00
2021-05-12 10:37:00, $2,185.81, SELL, $99,998.99, $0.00, $-1.01, $-1.01
2021-05-12 10:38:00, $2,186.52, BUY, $97,812.47, $2,186.52, $0.00, $-1.01
2021-05-12 10:41:00, $2,185.54, SELL, $99,998.01, $0.00, $-0.98, $-1.99
2021-05-12 10:43:00, $2,183.69, HOLD, $99,998.01, $0.00, $0.00, $-1.99
2021-05-12 10:54:00, $2,181.99, SELL, $99,998.01, $0.00, $0.00, $-1.99
2021-05-12 10:56:00, $2,182.92, BUY, $97,815.08, $2,182.92, $0.00, $-1.99
2021-05-12 10:57:00, $2,184.41, HOLD, $97,815.08, $2,182.92, $0.00, $-1.99
2021-05-12 11:02:00, $2,183.60, SELL, $99,998.68, $0.00, $0.68, $-1.32
2021-05-12 11:03:00, $2,181.29, HOLD, $99,998.68, $0.00, $0.00, $-1.32
2021-05-12 11:04:00, $2,180.89, SELL, $99,998.68, $0.00, $0.00, $-1.32
2021-05-12 11:18:00, $2,183.40, BUY, $97,815.29, $2,183.40, $0.00, $-1.32
2021-05-12 11:23:00, $2,186.51, HOLD, $97,815.29, $2,183.40, $0.00, $-1.32
2021-05-12 11:36:00, $2,186.81, BUY, $95,628.48, $4,370.20, $0.00, $-1.32
2021-05-12 11:44:00, $2,187.17, HOLD, $95,628.48, $4,370.20, $0.00, $-1.32
2021-05-12 11:45:00, $2,188.84, BUY, $93,439.64, $6,559.05, $0.00, $-1.32
2021-05-12 11:49:00, $2,191.20, HOLD, $93,439.64, $6,559.05, $0.00, $-1.32
2021-05-12 11:55:00, $2,192.87, BUY, $91,246.76, $8,751.92, $0.00, $-1.32
2021-05-12 12:15:00, $2,191.25, SELL, $100,011.76, $0.00, $-1.62, $11.76
2021-05-12 12:17:00, $2,188.78, HOLD, $100,011.76, $0.00, $0.00, $11.76
2021-05-12 12:21:00, $2,187.15, SELL, $100,011.76, $0.00, $0.00, $11.76
2021-05-12 12:31:00, $2,186.97, HOLD, $100,011.76, $0.00, $0.00, $11.76
2021-05-12 12:58:00, $2,187.52, BUY, $97,824.25, $2,187.52, $0.00, $11.76
2021-05-12 13:02:00, $2,185.86, SELL, $100,010.11, $0.00, $-1.65, $10.11
2021-05-12 13:10:00, $2,185.13, HOLD, $100,010.11, $0.00, $0.00, $10.11
2021-05-12 13:28:00, $2,185.95, BUY, $97,824.16, $2,185.95, $0.00, $10.11
2021-05-12 13:46:00, $2,185.14, SELL, $100,009.30, $0.00, $-0.81, $9.30
2021-05-12 14:00:00, $2,184.11, HOLD, $100,009.30, $0.00, $0.00, $9.30
2021-05-12 14:14:00, $2,180.76, SELL, $100,009.30, $0.00, $0.00, $9.30
2021-05-12 14:17:00, $2,179.61, HOLD, $100,009.30, $0.00, $0.00, $9.30
2021-05-12 14:23:00, $2,178.18, SELL, $100,009.30, $0.00, $0.00, $9.30
2021-05-12 14:28:00, $2,176.32, HOLD, $100,009.30, $0.00, $0.00, $9.30
2021-05-12 14:29:00, $2,175.75, SELL, $100,009.30, $0.00, $0.00, $9.30
2021-05-12 14:36:00, $2,174.53, HOLD, $100,009.30, $0.00, $0.00, $9.30
