Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-17 11:50:00, $2,227.33, BUY, $97,772.67, $2,227.33, $0.00, $0.00
2021-05-17 12:00:00, $2,224.56, SELL, $99,997.22, $0.00, $-2.78, $-2.78
2021-05-17 12:10:00, $2,224.08, HOLD, $99,997.22, $0.00, $0.00, $-2.78
2021-05-17 12:20:00, $2,221.76, SELL, $99,997.22, $0.00, $0.00, $-2.78
2021-05-17 12:25:00, $2,219.93, HOLD, $99,997.22, $0.00, $0.00, $-2.78
2021-05-17 12:30:00, $2,218.23, SELL, $99,997.22, $0.00, $0.00, $-2.78
2021-05-17 12:40:00, $2,218.02, HOLD, $99,997.22, $0.00, $0.00, $-2.78
2021-05-17 12:45:00, $2,218.93, BUY, $97,778.30, $2,218.93, $0.00, $-2.78
2021-05-17 12:50:00, $2,219.63, HOLD, $97,778.30, $2,218.93, $0.00, $-2.78
2021-05-17 13:10:00, $2,221.63, BUY, $95,556.66, $4,440.56, $0.00, $-2.78
2021-05-17 13:20:00, $2,223.08, HOLD, $95,556.66, $4,440.56, $0.00, $-2.78
2021-05-17 13:30:00, $2,223.27, BUY, $93,333.39, $6,663.83, $0.00, $-2.78
2021-05-17 13:35:00, $2,222.38, SELL, $100,000.53, $0.00, $-0.89, $0.53
2021-05-17 13:50:00, $2,221.71, HOLD, $100,000.53, $0.00, $0.00, $0.53
2021-05-17 14:00:00, $2,220.53, SELL, $100,000.53, $0.00, $0.00, $0.53
2021-05-17 14:05:00, $2,219.80, HOLD, $100,000.53, $0.00, $0.00, $0.53
2021-05-17 14:10:00, $2,219.01, SELL, $100,000.53, $0.00, $0.00, $0.53
2021-05-17 14:15:00, $2,219.61, BUY, $97,780.92, $2,219.61, $0.00, $0.53
2021-05-17 14:20:00, $2,221.22, HOLD, $97,780.92, $2,219.61, $0.00, $0.53
2021-05-17 14:25:00, $2,221.78, BUY, $95,559.14, $4,441.39, $0.00, $0.53
2021-05-17 14:30:00, $2,221.69, SELL, $100,002.52, $0.00, $-0.09, $2.52
2021-05-17 14:35:00, $2,222.11, BUY, $97,780.41, $2,222.11, $0.00, $2.52
2021-05-17 14:40:00, $2,222.84, HOLD, $97,780.41, $2,222.11, $0.00, $2.52
2021-05-17 14:45:00, $2,222.74, SELL, $100,003.14, $0.00, $0.63, $3.14
2021-05-17 14:50:00, $2,225.57, BUY, $97,777.58, $2,225.57, $0.00, $3.14
2021-05-17 14:55:00, $2,228.76, HOLD, $97,777.58, $2,225.57, $0.00, $3.14
2021-05-18 08:30:00, $2,232.62, BUY, $95,544.96, $4,458.18, $0.00, $3.14
2021-05-18 08:35:00, $2,233.49, HOLD, $95,544.96, $4,458.18, $0.00, $3.14
2021-05-18 08:40:00, $2,236.57, BUY, $93,308.39, $6,694.76, $0.00, $3.14
2021-05-18 08:45:00, $2,242.43, HOLD, $93,308.39, $6,694.76, $0.00, $3.14
2021-05-18 08:50:00, $2,246.00, BUY, $91,062.39, $8,940.75, $0.00, $3.14
2021-05-18 08:55:00, $2,247.14, HOLD, $91,062.39, $8,940.75, $0.00, $3.14
2021-05-18 09:00:00, $2,247.51, BUY, $88,814.89, $11,188.26, $0.00, $3.14
2021-05-18 09:05:00, $2,248.22, HOLD, $88,814.89, $11,188.26, $0.00, $3.14
2021-05-18 09:10:00, $2,248.37, BUY, $86,566.52, $13,436.63, $0.00, $3.14
2021-05-18 09:15:00, $2,246.64, SELL, $100,046.34, $0.00, $-1.73, $46.34
2021-05-18 09:25:00, $2,245.27, HOLD, $100,046.34, $0.00, $0.00, $46.34
2021-05-18 09:30:00, $2,242.17, SELL, $100,046.34, $0.00, $0.00, $46.34
2021-05-18 09:35:00, $2,239.21, HOLD, $100,046.34, $0.00, $0.00, $46.34
2021-05-18 09:40:00, $2,237.95, SELL, $100,046.34, $0.00, $0.00, $46.34
2021-05-18 09:45:00, $2,239.98, BUY, $97,806.36, $2,239.98, $0.00, $46.34
2021-05-18 09:50:00, $2,241.71, HOLD, $97,806.36, $2,239.98, $0.00, $46.34
2021-05-18 09:55:00, $2,241.28, SELL, $100,047.63, $0.00, $1.30, $47.63
2021-05-18 10:00:00, $2,239.11, HOLD, $100,047.63, $0.00, $0.00, $47.63
2021-05-18 10:05:00, $2,239.71, BUY, $97,807.92, $2,239.71, $0.00, $47.63
2021-05-18 10:10:00, $2,240.43, HOLD, $97,807.92, $2,239.71, $0.00, $47.63
2021-05-18 10:15:00, $2,241.78, BUY, $95,566.14, $4,481.49, $0.00, $47.63
2021-05-18 10:20:00, $2,239.46, SELL, $100,045.05, $0.00, $-2.33, $45.05
2021-05-18 10:25:00, $2,236.85, HOLD, $100,045.05, $0.00, $0.00, $45.05
2021-05-18 10:30:00, $2,236.55, SELL, $100,045.05, $0.00, $0.00, $45.05
2021-05-18 10:35:00, $2,236.76, BUY, $97,808.29, $2,236.76, $0.00, $45.05
2021-05-18 10:45:00, $2,237.05, HOLD, $97,808.29, $2,236.76, $0.00, $45.05
2021-05-18 10:50:00, $2,234.74, SELL, $100,043.03, $0.00, $-2.02, $43.03
2021-05-18 10:55:00, $2,230.96, HOLD, $100,043.03, $0.00, $0.00, $43.03
2021-05-18 11:00:00, $2,227.76, SELL, $100,043.03, $0.00, $0.00, $43.03
2021-05-18 11:05:00, $2,226.46, HOLD, $100,043.03, $0.00, $0.00, $43.03
2021-05-18 11:15:00, $2,226.83, BUY, $97,816.20, $2,226.83, $0.00, $43.03
2021-05-18 11:25:00, $2,227.47, HOLD, $97,816.20, $2,226.83, $0.00, $43.03
2021-05-18 11:30:00, $2,228.17, BUY, $95,588.03, $4,455.00, $0.00, $43.03
2021-05-18 11:35:00, $2,227.52, SELL, $100,043.07, $0.00, $-0.65, $43.07
2021-05-18 11:40:00, $2,226.85, HOLD, $100,043.07, $0.00, $0.00, $43.07
2021-05-18 11:45:00, $2,225.09, SELL, $100,043.07, $0.00, $0.00, $43.07
2021-05-18 11:50:00, $2,225.24, BUY, $97,817.83, $2,225.24, $0.00, $43.07
2021-05-18 11:55:00, $2,224.71, SELL, $100,042.54, $0.00, $-0.54, $42.54
2021-05-18 12:00:00, $2,224.65, HOLD, $100,042.54, $0.00, $0.00, $42.54
2021-05-18 12:10:00, $2,226.44, BUY, $97,816.10, $2,226.44, $0.00, $42.54
2021-05-18 12:15:00, $2,228.26, HOLD, $97,816.10, $2,226.44, $0.00, $42.54
2021-05-18 12:20:00, $2,229.09, BUY, $95,587.01, $4,455.53, $0.00, $42.54
2021-05-18 12:25:00, $2,228.43, SELL, $100,043.86, $0.00, $-0.66, $43.86
2021-05-18 12:30:00, $2,228.23, HOLD, $100,043.86, $0.00, $0.00, $43.86
2021-05-18 12:35:00, $2,228.11, SELL, $100,043.86, $0.00, $0.00, $43.86
2021-05-18 12:40:00, $2,225.31, HOLD, $100,043.86, $0.00, $0.00, $43.86
2021-05-18 12:50:00, $2,224.93, SELL, $100,043.86, $0.00, $0.00, $43.86
2021-05-18 12:55:00, $2,226.90, BUY, $97,816.96, $2,226.90, $0.00, $43.86
2021-05-18 13:00:00, $2,229.57, HOLD, $97,816.96, $2,226.90, $0.00, $43.86
2021-05-18 13:05:00, $2,229.84, BUY, $95,587.12, $4,456.74, $0.00, $43.86
