Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2018-05-22 23:00:00, $2,094.21, BUY, $97,905.79, $2,094.21, $0.00, $0.00
2018-05-23 23:00:00, $2,091.76, SELL, $99,997.54, $0.00, $-2.46, $-2.46
2018-05-24 23:00:00, $2,095.01, BUY, $97,902.54, $2,095.01, $0.00, $-2.46
2018-05-28 23:00:00, $2,094.48, SELL, $99,997.01, $0.00, $-0.53, $-2.99
2018-05-29 23:00:00, $2,111.85, BUY, $97,885.16, $2,111.85, $0.00, $-2.99
2018-05-30 23:00:00, $2,121.10, HOLD, $97,885.16, $2,111.85, $0.00, $-2.99
2018-05-31 23:00:00, $2,131.64, BUY, $95,753.52, $4,243.50, $0.00, $-2.99
2018-06-03 23:00:00, $2,140.17, HOLD, $95,753.52, $4,243.50, $0.00, $-2.99
2018-06-04 23:00:00, $2,142.06, BUY, $93,611.45, $6,385.56, $0.00, $-2.99
2018-06-05 23:00:00, $2,139.70, SELL, $100,030.54, $0.00, $-2.37, $30.54
2018-06-06 23:00:00, $2,130.11, HOLD, $100,030.54, $0.00, $0.00, $30.54
2018-06-07 23:00:00, $2,129.54, SELL, $100,030.54, $0.00, $0.00, $30.54
2018-06-10 23:00:00, $2,120.36, HOLD, $100,030.54, $0.00, $0.00, $30.54
2018-06-11 23:00:00, $2,119.85, SELL, $100,030.54, $0.00, $0.00, $30.54
2018-06-12 23:00:00, $2,123.37, BUY, $97,907.18, $2,123.37, $0.00, $30.54
2018-06-13 23:00:00, $2,136.11, HOLD, $97,907.18, $2,123.37, $0.00, $30.54
2018-06-14 23:00:00, $2,141.38, BUY, $95,765.80, $4,264.75, $0.00, $30.54
2018-06-17 23:00:00, $2,143.08, HOLD, $95,765.80, $4,264.75, $0.00, $30.54
2018-06-18 23:00:00, $2,135.53, SELL, $100,036.85, $0.00, $-5.85, $36.85
2018-06-19 23:00:00, $2,123.39, HOLD, $100,036.85, $0.00, $0.00, $36.85
2018-06-20 23:00:00, $2,092.64, SELL, $100,036.85, $0.00, $0.00, $36.85
2018-06-21 23:00:00, $2,065.46, HOLD, $100,036.85, $0.00, $0.00, $36.85
2018-06-24 23:00:00, $2,032.12, SELL, $100,036.85, $0.00, $0.00, $36.85
2018-06-25 23:00:00, $2,020.91, HOLD, $100,036.85, $0.00, $0.00, $36.85
