Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $2,491.09, BUY, $97,508.91, $2,491.09, $0.00, $0.00
2021-04-28 23:00:00, $2,469.07, SELL, $99,977.99, $0.00, $-22.01, $-22.01
2021-04-29 23:00:00, $2,430.08, HOLD, $99,977.99, $0.00, $0.00, $-22.01
2021-05-02 23:00:00, $2,386.64, SELL, $99,977.99, $0.00, $0.00, $-22.01
2021-05-03 23:00:00, $2,333.25, HOLD, $99,977.99, $0.00, $0.00, $-22.01
2021-05-04 23:00:00, $2,313.61, SELL, $99,977.99, $0.00, $0.00, $-22.01
2021-05-05 23:00:00, $2,288.72, HOLD, $99,977.99, $0.00, $0.00, $-22.01
2021-05-06 23:00:00, $2,278.70, SELL, $99,977.99, $0.00, $0.00, $-22.01
2021-05-09 23:00:00, $2,227.47, HOLD, $99,977.99, $0.00, $0.00, $-22.01
2021-05-10 23:00:00, $2,209.29, SELL, $99,977.99, $0.00, $0.00, $-22.01
2021-05-11 23:00:00, $2,220.41, BUY, $97,757.58, $2,220.41, $0.00, $-22.01
2021-05-12 23:00:00, $2,236.89, HOLD, $97,757.58, $2,220.41, $0.00, $-22.01
2021-05-13 23:00:00, $2,238.04, BUY, $95,519.54, $4,458.45, $0.00, $-22.01
2021-05-16 23:00:00, $2,234.31, SELL, $99,988.17, $0.00, $-3.73, $-11.83
2021-05-17 23:00:00, $2,262.81, BUY, $97,725.35, $2,262.81, $0.00, $-11.83
2021-05-18 23:00:00, $2,291.09, HOLD, $97,725.35, $2,262.81, $0.00, $-11.83
2021-05-19 23:00:00, $2,317.19, BUY, $95,408.16, $4,580.00, $0.00, $-11.83
2021-05-20 23:00:00, $2,327.91, HOLD, $95,408.16, $4,580.00, $0.00, $-11.83
