Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-11 12:45:00, $323.45, BUY, $99,676.55, $323.45, $0.00, $0.00
2021-05-11 13:00:00, $323.38, SELL, $99,999.93, $0.00, $-0.07, $-0.07
2021-05-11 13:15:00, $323.19, HOLD, $99,999.93, $0.00, $0.00, $-0.07
2021-05-11 13:30:00, $322.49, SELL, $99,999.93, $0.00, $0.00, $-0.07
2021-05-11 13:45:00, $322.34, HOLD, $99,999.93, $0.00, $0.00, $-0.07
2021-05-11 14:00:00, $321.70, SELL, $99,999.93, $0.00, $0.00, $-0.07
2021-05-11 14:15:00, $321.39, HOLD, $99,999.93, $0.00, $0.00, $-0.07
2021-05-11 14:30:00, $320.79, SELL, $99,999.93, $0.00, $0.00, $-0.07
2021-05-11 14:45:00, $320.56, HOLD, $99,999.93, $0.00, $0.00, $-0.07
2021-05-12 08:30:00, $320.42, SELL, $99,999.93, $0.00, $0.00, $-0.07
2021-05-12 08:45:00, $320.49, BUY, $99,679.44, $320.49, $0.00, $-0.07
2021-05-12 09:00:00, $320.11, SELL, $99,999.55, $0.00, $-0.38, $-0.45
2021-05-12 09:15:00, $319.17, HOLD, $99,999.55, $0.00, $0.00, $-0.45
2021-05-12 09:30:00, $318.83, SELL, $99,999.55, $0.00, $0.00, $-0.45
2021-05-12 09:45:00, $318.79, HOLD, $99,999.55, $0.00, $0.00, $-0.45
2021-05-12 10:00:00, $318.98, BUY, $99,680.57, $318.98, $0.00, $-0.45
2021-05-12 10:15:00, $317.79, SELL, $99,998.35, $0.00, $-1.20, $-1.65
2021-05-12 10:30:00, $317.38, HOLD, $99,998.35, $0.00, $0.00, $-1.65
2021-05-12 10:45:00, $317.70, BUY, $99,680.65, $317.70, $0.00, $-1.65
2021-05-12 11:00:00, $318.95, HOLD, $99,680.65, $317.70, $0.00, $-1.65
2021-05-12 11:30:00, $320.13, BUY, $99,360.52, $637.83, $0.00, $-1.65
2021-05-12 11:45:00, $320.18, HOLD, $99,360.52, $637.83, $0.00, $-1.65
2021-05-12 12:00:00, $319.98, SELL, $100,000.49, $0.00, $-0.14, $0.49
2021-05-12 12:15:00, $319.35, HOLD, $100,000.49, $0.00, $0.00, $0.49
2021-05-12 12:30:00, $319.53, BUY, $99,680.96, $319.53, $0.00, $0.49
2021-05-12 12:45:00, $319.92, HOLD, $99,680.96, $319.53, $0.00, $0.49
2021-05-12 13:00:00, $320.80, BUY, $99,360.16, $640.33, $0.00, $0.49
2021-05-12 13:15:00, $321.52, HOLD, $99,360.16, $640.33, $0.00, $0.49
2021-05-12 13:30:00, $321.63, BUY, $99,038.53, $961.96, $0.00, $0.49
2021-05-12 13:45:00, $321.51, SELL, $100,003.05, $0.00, $-0.12, $3.05
2021-05-12 14:00:00, $321.36, HOLD, $100,003.05, $0.00, $0.00, $3.05
2021-05-12 14:15:00, $321.33, SELL, $100,003.05, $0.00, $0.00, $3.05
2021-05-12 14:30:00, $322.19, BUY, $99,680.86, $322.19, $0.00, $3.05
2021-05-12 14:45:00, $322.86, HOLD, $99,680.86, $322.19, $0.00, $3.05
2021-05-13 08:30:00, $324.57, BUY, $99,356.29, $646.76, $0.00, $3.05
2021-05-13 08:45:00, $324.68, HOLD, $99,356.29, $646.76, $0.00, $3.05
2021-05-13 09:00:00, $324.39, SELL, $100,005.07, $0.00, $-0.19, $5.07
2021-05-13 09:15:00, $323.93, HOLD, $100,005.07, $0.00, $0.00, $5.07
2021-05-13 09:30:00, $323.06, SELL, $100,005.07, $0.00, $0.00, $5.07
2021-05-13 09:45:00, $322.17, HOLD, $100,005.07, $0.00, $0.00, $5.07
