Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-02-25 23:00:00, $341.07, BUY, $99,658.93, $341.07, $0.00, $0.00
2021-02-28 23:00:00, $334.01, SELL, $99,992.94, $0.00, $-7.06, $-7.06
2021-03-01 23:00:00, $320.66, HOLD, $99,992.94, $0.00, $0.00, $-7.06
2021-03-02 23:00:00, $311.34, SELL, $99,992.94, $0.00, $0.00, $-7.06
2021-03-03 23:00:00, $302.55, HOLD, $99,992.94, $0.00, $0.00, $-7.06
2021-03-04 23:00:00, $303.12, BUY, $99,689.82, $303.12, $0.00, $-7.06
2021-03-07 23:00:00, $303.81, HOLD, $99,689.82, $303.12, $0.00, $-7.06
2021-03-08 23:00:00, $313.58, BUY, $99,376.25, $616.70, $0.00, $-7.06
2021-03-09 23:00:00, $316.58, HOLD, $99,376.25, $616.70, $0.00, $-7.06
2021-03-10 23:00:00, $321.79, BUY, $99,054.46, $938.48, $0.00, $-7.06
2021-03-11 23:00:00, $324.43, HOLD, $99,054.46, $938.48, $0.00, $-7.06
2021-03-14 23:00:00, $328.26, BUY, $98,726.20, $1,266.74, $0.00, $-7.06
2021-03-15 23:00:00, $326.85, SELL, $100,033.60, $0.00, $-1.41, $33.60
2021-03-16 23:00:00, $324.74, HOLD, $100,033.60, $0.00, $0.00, $33.60
2021-03-17 23:00:00, $326.85, BUY, $99,706.76, $326.85, $0.00, $33.60
2021-03-18 23:00:00, $330.77, HOLD, $99,706.76, $326.85, $0.00, $33.60
2021-03-21 23:00:00, $332.81, BUY, $99,373.95, $659.66, $0.00, $33.60
2021-03-22 23:00:00, $330.58, SELL, $100,035.11, $0.00, $-2.23, $35.11
2021-03-23 23:00:00, $333.95, BUY, $99,701.16, $333.95, $0.00, $35.11
2021-03-24 23:00:00, $337.87, HOLD, $99,701.16, $333.95, $0.00, $35.11
2021-03-25 23:00:00, $339.15, BUY, $99,362.00, $673.10, $0.00, $35.11
2021-03-28 23:00:00, $337.95, SELL, $100,037.91, $0.00, $-1.20, $37.91
2021-03-29 23:00:00, $341.16, BUY, $99,696.75, $341.16, $0.00, $37.91
2021-03-30 23:00:00, $351.55, HOLD, $99,696.75, $341.16, $0.00, $37.91
2021-03-31 23:00:00, $357.77, BUY, $99,338.98, $698.93, $0.00, $37.91
2021-04-04 23:00:00, $358.93, HOLD, $99,338.98, $698.93, $0.00, $37.91
2021-04-05 23:00:00, $358.70, SELL, $100,056.38, $0.00, $0.93, $56.38
2021-04-06 23:00:00, $361.42, BUY, $99,694.96, $361.42, $0.00, $56.38
2021-04-07 23:00:00, $365.30, HOLD, $99,694.96, $361.42, $0.00, $56.38
2021-04-08 23:00:00, $368.03, BUY, $99,326.93, $729.45, $0.00, $56.38
2021-04-11 23:00:00, $368.14, HOLD, $99,326.93, $729.45, $0.00, $56.38
2021-04-12 23:00:00, $370.63, BUY, $98,956.30, $1,100.08, $0.00, $56.38
2021-04-13 23:00:00, $371.77, HOLD, $98,956.30, $1,100.08, $0.00, $56.38
2021-04-14 23:00:00, $371.06, SELL, $100,069.48, $0.00, $0.43, $69.48
2021-04-15 23:00:00, $367.89, HOLD, $100,069.48, $0.00, $0.00, $69.48
2021-04-18 23:00:00, $365.25, SELL, $100,069.48, $0.00, $0.00, $69.48
2021-04-19 23:00:00, $365.31, BUY, $99,704.17, $365.31, $0.00, $69.48
2021-04-20 23:00:00, $367.50, HOLD, $99,704.17, $365.31, $0.00, $69.48
2021-04-21 23:00:00, $371.13, BUY, $99,333.04, $736.44, $0.00, $69.48
2021-04-22 23:00:00, $373.97, HOLD, $99,333.04, $736.44, $0.00, $69.48
2021-04-25 23:00:00, $375.34, BUY, $98,957.70, $1,111.78, $0.00, $69.48
2021-04-26 23:00:00, $373.64, SELL, $100,078.63, $0.00, $-1.70, $78.63
2021-04-27 23:00:00, $371.01, HOLD, $100,078.63, $0.00, $0.00, $78.63
2021-04-28 23:00:00, $366.25, SELL, $100,078.63, $0.00, $0.00, $78.63
2021-04-29 23:00:00, $359.18, HOLD, $100,078.63, $0.00, $0.00, $78.63
2021-05-02 23:00:00, $355.81, SELL, $100,078.63, $0.00, $0.00, $78.63
2021-05-03 23:00:00, $346.25, HOLD, $100,078.63, $0.00, $0.00, $78.63
2021-05-04 23:00:00, $340.09, SELL, $100,078.63, $0.00, $0.00, $78.63
2021-05-05 23:00:00, $329.32, HOLD, $100,078.63, $0.00, $0.00, $78.63
2021-05-06 23:00:00, $325.37, SELL, $100,078.63, $0.00, $0.00, $78.63
2021-05-09 23:00:00, $321.51, HOLD, $100,078.63, $0.00, $0.00, $78.63
2021-05-10 23:00:00, $319.58, SELL, $100,078.63, $0.00, $0.00, $78.63
2021-05-11 23:00:00, $321.46, BUY, $99,757.17, $321.46, $0.00, $78.63
2021-05-12 23:00:00, $321.72, HOLD, $99,757.17, $321.46, $0.00, $78.63
2021-05-13 23:00:00, $322.92, BUY, $99,434.25, $644.39, $0.00, $78.63
2021-05-16 23:00:00, $323.04, HOLD, $99,434.25, $644.39, $0.00, $78.63
2021-05-17 23:00:00, $327.19, BUY, $99,107.06, $971.58, $0.00, $78.63
2021-05-18 23:00:00, $330.31, HOLD, $99,107.06, $971.58, $0.00, $78.63
2021-05-19 23:00:00, $334.29, BUY, $98,772.77, $1,305.87, $0.00, $78.63
2021-05-20 23:00:00, $336.14, HOLD, $98,772.77, $1,305.87, $0.00, $78.63
