Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 11:15:00, $508.18, BUY, $99,491.82, $508.18, $0.00, $0.00
2021-04-27 11:30:00, $507.98, SELL, $99,999.81, $0.00, $-0.19, $-0.19
2021-04-27 11:45:00, $507.44, HOLD, $99,999.81, $0.00, $0.00, $-0.19
2021-04-27 12:00:00, $507.30, SELL, $99,999.81, $0.00, $0.00, $-0.19
2021-04-27 12:15:00, $506.81, HOLD, $99,999.81, $0.00, $0.00, $-0.19
2021-04-27 12:30:00, $506.17, SELL, $99,999.81, $0.00, $0.00, $-0.19
2021-04-27 12:45:00, $505.68, HOLD, $99,999.81, $0.00, $0.00, $-0.19
2021-04-27 13:00:00, $505.81, BUY, $99,494.00, $505.81, $0.00, $-0.19
2021-04-27 13:15:00, $506.76, HOLD, $99,494.00, $505.81, $0.00, $-0.19
2021-04-27 13:30:00, $507.23, BUY, $98,986.77, $1,013.03, $0.00, $-0.19
2021-04-27 13:45:00, $507.27, HOLD, $98,986.77, $1,013.03, $0.00, $-0.19
2021-04-27 14:00:00, $507.01, SELL, $100,000.80, $0.00, $-0.21, $0.80
2021-04-27 14:15:00, $506.55, HOLD, $100,000.80, $0.00, $0.00, $0.80
2021-04-27 14:30:00, $506.69, BUY, $99,494.11, $506.69, $0.00, $0.80
2021-04-27 14:45:00, $506.85, HOLD, $99,494.11, $506.69, $0.00, $0.80
2021-04-28 08:30:00, $506.58, SELL, $100,000.70, $0.00, $-0.11, $0.70
2021-04-28 08:45:00, $505.70, HOLD, $100,000.70, $0.00, $0.00, $0.70
2021-04-28 09:00:00, $504.88, SELL, $100,000.70, $0.00, $0.00, $0.70
2021-04-28 09:15:00, $505.14, BUY, $99,495.55, $505.14, $0.00, $0.70
2021-04-28 09:30:00, $505.79, HOLD, $99,495.55, $505.14, $0.00, $0.70
2021-04-28 09:45:00, $506.19, BUY, $98,989.36, $1,011.33, $0.00, $0.70
2021-04-28 10:00:00, $506.57, HOLD, $98,989.36, $1,011.33, $0.00, $0.70
2021-04-28 10:15:00, $506.36, SELL, $100,002.07, $0.00, $0.17, $2.07
2021-04-28 10:30:00, $506.17, HOLD, $100,002.07, $0.00, $0.00, $2.07
2021-04-28 10:45:00, $505.82, SELL, $100,002.07, $0.00, $0.00, $2.07
2021-04-28 11:00:00, $505.65, HOLD, $100,002.07, $0.00, $0.00, $2.07
2021-04-28 11:15:00, $505.55, SELL, $100,002.07, $0.00, $0.00, $2.07
2021-04-28 11:30:00, $505.86, BUY, $99,496.21, $505.86, $0.00, $2.07
2021-04-28 11:45:00, $506.31, HOLD, $99,496.21, $505.86, $0.00, $2.07
2021-04-28 12:00:00, $506.73, BUY, $98,989.48, $1,012.59, $0.00, $2.07
2021-04-28 12:15:00, $506.39, SELL, $100,002.25, $0.00, $-0.34, $2.25
2021-04-28 12:30:00, $506.29, HOLD, $100,002.25, $0.00, $0.00, $2.25
2021-04-28 12:45:00, $506.24, SELL, $100,002.25, $0.00, $0.00, $2.25
2021-04-28 13:00:00, $506.93, BUY, $99,495.33, $506.93, $0.00, $2.25
2021-04-28 13:15:00, $507.02, HOLD, $99,495.33, $506.93, $0.00, $2.25
2021-04-28 13:30:00, $507.07, BUY, $98,988.26, $1,014.00, $0.00, $2.25
2021-04-28 13:45:00, $506.94, SELL, $100,002.14, $0.00, $-0.12, $2.14
2021-04-28 14:00:00, $507.15, BUY, $99,495.00, $507.15, $0.00, $2.14
2021-04-28 14:15:00, $507.23, HOLD, $99,495.00, $507.15, $0.00, $2.14
2021-04-28 14:30:00, $507.47, BUY, $98,987.53, $1,014.62, $0.00, $2.14
2021-04-28 14:45:00, $506.63, SELL, $100,000.78, $0.00, $-0.84, $0.78
2021-04-29 07:15:00, $505.48, HOLD, $100,000.78, $0.00, $0.00, $0.78
2021-04-29 08:30:00, $503.77, SELL, $100,000.78, $0.00, $0.00, $0.78
2021-04-29 08:45:00, $503.18, HOLD, $100,000.78, $0.00, $0.00, $0.78
2021-04-29 09:00:00, $503.11, SELL, $100,000.78, $0.00, $0.00, $0.78
2021-04-29 09:15:00, $503.28, BUY, $99,497.50, $503.28, $0.00, $0.78
2021-04-29 09:30:00, $503.23, SELL, $100,000.73, $0.00, $-0.05, $0.73
2021-04-29 09:45:00, $502.85, HOLD, $100,000.73, $0.00, $0.00, $0.73
2021-04-29 10:00:00, $501.83, SELL, $100,000.73, $0.00, $0.00, $0.73
2021-04-29 10:15:00, $500.95, HOLD, $100,000.73, $0.00, $0.00, $0.73
2021-04-29 10:30:00, $500.85, SELL, $100,000.73, $0.00, $0.00, $0.73
2021-04-29 10:45:00, $501.73, BUY, $99,498.99, $501.73, $0.00, $0.73
2021-04-29 11:00:00, $502.75, HOLD, $99,498.99, $501.73, $0.00, $0.73
2021-04-29 11:15:00, $503.78, BUY, $98,995.21, $1,005.51, $0.00, $0.73
2021-04-29 11:30:00, $504.36, HOLD, $98,995.21, $1,005.51, $0.00, $0.73
2021-04-29 11:45:00, $505.08, BUY, $98,490.14, $1,510.59, $0.00, $0.73
2021-04-29 12:00:00, $505.33, HOLD, $98,490.14, $1,510.59, $0.00, $0.73
2021-04-29 12:15:00, $505.66, BUY, $97,984.48, $2,016.25, $0.00, $0.73
2021-04-29 12:30:00, $505.96, HOLD, $97,984.48, $2,016.25, $0.00, $0.73
2021-04-29 12:45:00, $505.98, BUY, $97,478.50, $2,522.23, $0.00, $0.73
2021-04-29 13:00:00, $506.04, HOLD, $97,478.50, $2,522.23, $0.00, $0.73
