Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2019-05-28 23:00:00, $272.88, BUY, $99,727.12, $272.88, $0.00, $0.00
2019-05-29 23:00:00, $268.09, SELL, $99,995.21, $0.00, $-4.79, $-4.79
2019-05-30 23:00:00, $266.22, HOLD, $99,995.21, $0.00, $0.00, $-4.79
2019-06-02 23:00:00, $266.91, BUY, $99,728.30, $266.91, $0.00, $-4.79
2019-06-03 23:00:00, $272.17, HOLD, $99,728.30, $266.91, $0.00, $-4.79
2019-06-04 23:00:00, $275.28, BUY, $99,453.02, $542.19, $0.00, $-4.79
2019-06-05 23:00:00, $277.74, HOLD, $99,453.02, $542.19, $0.00, $-4.79
2019-06-06 23:00:00, $278.14, BUY, $99,174.88, $820.33, $0.00, $-4.79
2019-06-09 23:00:00, $277.71, SELL, $100,008.00, $0.00, $-0.43, $8.00
2019-06-10 23:00:00, $276.35, HOLD, $100,008.00, $0.00, $0.00, $8.00
2019-06-11 23:00:00, $275.77, SELL, $100,008.00, $0.00, $0.00, $8.00
2019-06-12 23:00:00, $275.35, HOLD, $100,008.00, $0.00, $0.00, $8.00
2019-06-13 23:00:00, $275.57, BUY, $99,732.43, $275.57, $0.00, $8.00
2019-06-16 23:00:00, $281.22, HOLD, $99,732.43, $275.57, $0.00, $8.00
2019-06-17 23:00:00, $290.02, BUY, $99,442.41, $565.59, $0.00, $8.00
2019-06-18 23:00:00, $297.50, HOLD, $99,442.41, $565.59, $0.00, $8.00
2019-06-19 23:00:00, $300.42, BUY, $99,141.99, $866.01, $0.00, $8.00
2019-06-20 23:00:00, $295.74, SELL, $100,029.20, $0.00, $-4.68, $29.20
2019-06-23 23:00:00, $292.22, HOLD, $100,029.20, $0.00, $0.00, $29.20
2019-06-24 23:00:00, $289.94, SELL, $100,029.20, $0.00, $0.00, $29.20
2019-06-25 23:00:00, $292.17, BUY, $99,737.04, $292.17, $0.00, $29.20
2019-06-26 23:00:00, $296.25, HOLD, $99,737.04, $292.17, $0.00, $29.20
2019-06-27 23:00:00, $299.00, BUY, $99,438.04, $591.16, $0.00, $29.20
2019-06-30 23:00:00, $302.74, HOLD, $99,438.04, $591.16, $0.00, $29.20
2019-07-01 23:00:00, $303.75, BUY, $99,134.29, $894.92, $0.00, $29.20
2019-07-02 23:00:00, $304.27, HOLD, $99,134.29, $894.92, $0.00, $29.20
2019-07-04 23:00:00, $303.71, SELL, $100,045.42, $0.00, $-0.04, $45.42
2019-07-07 23:00:00, $304.75, BUY, $99,740.67, $304.75, $0.00, $45.42
2019-07-08 23:00:00, $306.29, HOLD, $99,740.67, $304.75, $0.00, $45.42
2019-07-09 23:00:00, $308.03, BUY, $99,432.64, $612.78, $0.00, $45.42
2019-07-10 23:00:00, $308.58, HOLD, $99,432.64, $612.78, $0.00, $45.42
2019-07-11 23:00:00, $307.99, SELL, $100,048.61, $0.00, $-0.05, $48.61
2019-07-14 23:00:00, $307.98, HOLD, $100,048.61, $0.00, $0.00, $48.61
2019-07-15 23:00:00, $308.45, BUY, $99,740.16, $308.45, $0.00, $48.61
2019-07-16 23:00:00, $308.83, HOLD, $99,740.16, $308.45, $0.00, $48.61
2019-07-17 23:00:00, $308.52, SELL, $100,048.69, $0.00, $0.08, $48.69
2019-07-18 23:00:00, $307.76, HOLD, $100,048.69, $0.00, $0.00, $48.69
2019-07-21 23:00:00, $308.87, BUY, $99,739.82, $308.87, $0.00, $48.69
2019-07-22 23:00:00, $308.95, HOLD, $99,739.82, $308.87, $0.00, $48.69
2019-07-23 23:00:00, $310.09, BUY, $99,429.73, $618.96, $0.00, $48.69
2019-07-24 23:00:00, $309.08, SELL, $100,047.88, $0.00, $-1.01, $47.88
2019-07-25 23:00:00, $307.38, HOLD, $100,047.88, $0.00, $0.00, $47.88
2019-07-28 23:00:00, $303.24, SELL, $100,047.88, $0.00, $0.00, $47.88
2019-07-29 23:00:00, $300.30, HOLD, $100,047.88, $0.00, $0.00, $47.88
2019-07-30 23:00:00, $297.02, SELL, $100,047.88, $0.00, $0.00, $47.88
2019-07-31 23:00:00, $290.83, HOLD, $100,047.88, $0.00, $0.00, $47.88
2019-08-01 23:00:00, $286.72, SELL, $100,047.88, $0.00, $0.00, $47.88
2019-08-04 23:00:00, $285.15, HOLD, $100,047.88, $0.00, $0.00, $47.88
2019-08-05 23:00:00, $291.00, BUY, $99,756.89, $291.00, $0.00, $47.88
2019-08-06 23:00:00, $293.92, HOLD, $99,756.89, $291.00, $0.00, $47.88
2019-08-07 23:00:00, $293.78, SELL, $100,050.66, $0.00, $2.78, $50.66
2019-08-08 23:00:00, $292.22, HOLD, $100,050.66, $0.00, $0.00, $50.66
2019-08-11 23:00:00, $288.45, SELL, $100,050.66, $0.00, $0.00, $50.66
2019-08-12 23:00:00, $286.48, HOLD, $100,050.66, $0.00, $0.00, $50.66
2019-08-13 23:00:00, $284.57, SELL, $100,050.66, $0.00, $0.00, $50.66
2019-08-14 23:00:00, $285.99, BUY, $99,764.67, $285.99, $0.00, $50.66
2019-08-15 23:00:00, $286.99, HOLD, $99,764.67, $285.99, $0.00, $50.66
2019-08-18 23:00:00, $288.35, BUY, $99,476.32, $574.34, $0.00, $50.66
2019-08-19 23:00:00, $288.30, SELL, $100,052.93, $0.00, $-0.04, $52.93
2019-08-20 23:00:00, $287.23, HOLD, $100,052.93, $0.00, $0.00, $52.93
2019-08-21 23:00:00, $286.35, SELL, $100,052.93, $0.00, $0.00, $52.93
2019-08-22 23:00:00, $286.95, BUY, $99,765.98, $286.95, $0.00, $52.93
2019-08-25 23:00:00, $286.83, SELL, $100,052.81, $0.00, $-0.12, $52.81
2019-08-26 23:00:00, $286.07, HOLD, $100,052.81, $0.00, $0.00, $52.81
2019-08-27 23:00:00, $284.42, SELL, $100,052.81, $0.00, $0.00, $52.81
2019-08-28 23:00:00, $284.53, BUY, $99,768.28, $284.53, $0.00, $52.81
2019-08-29 23:00:00, $283.85, SELL, $100,052.13, $0.00, $-0.68, $52.13
2019-09-02 23:00:00, $284.93, BUY, $99,767.20, $284.93, $0.00, $52.13
2019-09-03 23:00:00, $285.76, HOLD, $99,767.20, $284.93, $0.00, $52.13
2019-09-04 23:00:00, $283.98, SELL, $100,051.18, $0.00, $-0.95, $51.18
2019-09-05 23:00:00, $280.11, HOLD, $100,051.18, $0.00, $0.00, $51.18
2019-09-08 23:00:00, $277.72, SELL, $100,051.18, $0.00, $0.00, $51.18
2019-09-09 23:00:00, $277.31, HOLD, $100,051.18, $0.00, $0.00, $51.18
