Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-12 09:15:00, $475.79, BUY, $99,524.21, $475.79, $0.00, $0.00
2021-05-12 09:20:00, $475.54, SELL, $99,999.75, $0.00, $-0.25, $-0.25
2021-05-12 09:25:00, $475.02, HOLD, $99,999.75, $0.00, $0.00, $-0.25
2021-05-12 09:30:00, $474.19, SELL, $99,999.75, $0.00, $0.00, $-0.25
2021-05-12 09:35:00, $473.64, HOLD, $99,999.75, $0.00, $0.00, $-0.25
2021-05-12 09:40:00, $472.60, SELL, $99,999.75, $0.00, $0.00, $-0.25
2021-05-12 09:45:00, $472.60, BUY, $99,527.15, $472.60, $0.00, $-0.25
2021-05-12 09:50:00, $472.71, HOLD, $99,527.15, $472.60, $0.00, $-0.25
2021-05-12 09:55:00, $473.28, BUY, $99,053.86, $945.89, $0.00, $-0.25
2021-05-12 10:00:00, $473.63, HOLD, $99,053.86, $945.89, $0.00, $-0.25
2021-05-12 10:05:00, $474.10, BUY, $98,579.76, $1,419.99, $0.00, $-0.25
2021-05-12 10:10:00, $474.18, HOLD, $98,579.76, $1,419.99, $0.00, $-0.25
2021-05-12 10:15:00, $473.62, SELL, $100,000.61, $0.00, $-0.49, $0.61
2021-05-12 10:20:00, $473.23, HOLD, $100,000.61, $0.00, $0.00, $0.61
2021-05-12 10:25:00, $473.00, SELL, $100,000.61, $0.00, $0.00, $0.61
2021-05-12 10:30:00, $473.07, BUY, $99,527.54, $473.07, $0.00, $0.61
2021-05-12 10:35:00, $472.52, SELL, $100,000.06, $0.00, $-0.55, $0.06
2021-05-12 10:40:00, $471.68, HOLD, $100,000.06, $0.00, $0.00, $0.06
2021-05-12 10:45:00, $470.84, SELL, $100,000.06, $0.00, $0.00, $0.06
2021-05-12 10:50:00, $470.57, HOLD, $100,000.06, $0.00, $0.00, $0.06
2021-05-12 10:55:00, $470.62, BUY, $99,529.44, $470.62, $0.00, $0.06
2021-05-12 11:00:00, $470.57, SELL, $100,000.01, $0.00, $-0.05, $0.01
2021-05-12 11:05:00, $470.23, HOLD, $100,000.01, $0.00, $0.00, $0.01
2021-05-12 11:10:00, $470.68, BUY, $99,529.33, $470.68, $0.00, $0.01
2021-05-12 11:15:00, $471.16, HOLD, $99,529.33, $470.68, $0.00, $0.01
2021-05-12 11:20:00, $471.91, BUY, $99,057.42, $942.59, $0.00, $0.01
2021-05-12 11:25:00, $471.58, SELL, $100,000.59, $0.00, $-0.33, $0.58
2021-05-12 11:30:00, $471.31, HOLD, $100,000.59, $0.00, $0.00, $0.58
2021-05-12 11:35:00, $471.15, SELL, $100,000.59, $0.00, $0.00, $0.58
2021-05-12 11:40:00, $471.66, BUY, $99,528.92, $471.66, $0.00, $0.58
2021-05-12 11:45:00, $472.29, HOLD, $99,528.92, $471.66, $0.00, $0.58
2021-05-12 11:50:00, $473.22, BUY, $99,055.70, $944.88, $0.00, $0.58
2021-05-12 11:55:00, $473.70, HOLD, $99,055.70, $944.88, $0.00, $0.58
2021-05-12 12:00:00, $474.11, BUY, $98,581.59, $1,419.00, $0.00, $0.58
2021-05-12 12:05:00, $473.49, SELL, $100,002.06, $0.00, $-0.62, $2.06
2021-05-12 12:10:00, $473.06, HOLD, $100,002.06, $0.00, $0.00, $2.06
2021-05-12 12:15:00, $472.50, SELL, $100,002.06, $0.00, $0.00, $2.06
2021-05-12 12:20:00, $472.25, HOLD, $100,002.06, $0.00, $0.00, $2.06
2021-05-12 12:25:00, $472.31, BUY, $99,529.74, $472.31, $0.00, $2.06
2021-05-12 12:30:00, $472.27, SELL, $100,002.02, $0.00, $-0.04, $2.02
2021-05-12 12:35:00, $472.17, HOLD, $100,002.02, $0.00, $0.00, $2.02
2021-05-12 12:40:00, $471.96, SELL, $100,002.02, $0.00, $0.00, $2.02
2021-05-12 12:45:00, $472.11, BUY, $99,529.90, $472.11, $0.00, $2.02
2021-05-12 12:50:00, $472.49, HOLD, $99,529.90, $472.11, $0.00, $2.02
2021-05-12 12:55:00, $472.44, SELL, $100,002.34, $0.00, $0.32, $2.34
2021-05-12 13:00:00, $472.16, HOLD, $100,002.34, $0.00, $0.00, $2.34
2021-05-12 13:05:00, $471.76, SELL, $100,002.34, $0.00, $0.00, $2.34
2021-05-12 13:10:00, $471.74, HOLD, $100,002.34, $0.00, $0.00, $2.34
2021-05-12 13:15:00, $472.15, BUY, $99,530.19, $472.15, $0.00, $2.34
2021-05-12 13:20:00, $472.91, HOLD, $99,530.19, $472.15, $0.00, $2.34
2021-05-12 13:25:00, $473.78, BUY, $99,056.41, $945.93, $0.00, $2.34
2021-05-12 13:30:00, $474.23, HOLD, $99,056.41, $945.93, $0.00, $2.34
2021-05-12 13:35:00, $474.61, BUY, $98,581.80, $1,420.54, $0.00, $2.34
2021-05-12 13:40:00, $474.56, SELL, $100,005.47, $0.00, $-0.06, $5.47
