Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2019-05-28 23:00:00, $1,112.72, BUY, $98,887.28, $1,112.72, $0.00, $0.00
2019-05-29 23:00:00, $1,086.00, SELL, $99,973.28, $0.00, $-26.72, $-26.72
2019-05-30 23:00:00, $1,064.42, HOLD, $99,973.28, $0.00, $0.00, $-26.72
2019-06-02 23:00:00, $1,044.02, SELL, $99,973.28, $0.00, $0.00, $-26.72
2019-06-03 23:00:00, $1,046.76, BUY, $98,926.52, $1,046.76, $0.00, $-26.72
2019-06-04 23:00:00, $1,051.09, HOLD, $98,926.52, $1,046.76, $0.00, $-26.72
2019-06-05 23:00:00, $1,063.67, BUY, $97,862.85, $2,110.43, $0.00, $-26.72
2019-06-06 23:00:00, $1,075.00, HOLD, $97,862.85, $2,110.43, $0.00, $-26.72
2019-06-09 23:00:00, $1,078.76, BUY, $96,784.09, $3,189.19, $0.00, $-26.72
2019-06-10 23:00:00, $1,081.57, HOLD, $96,784.09, $3,189.19, $0.00, $-26.72
2019-06-11 23:00:00, $1,083.82, BUY, $95,700.27, $4,273.02, $0.00, $-26.72
2019-06-12 23:00:00, $1,088.88, HOLD, $95,700.27, $4,273.02, $0.00, $-26.72
2019-06-13 23:00:00, $1,093.79, BUY, $94,606.48, $5,366.80, $0.00, $-26.72
2019-06-16 23:00:00, $1,099.53, HOLD, $94,606.48, $5,366.80, $0.00, $-26.72
2019-06-17 23:00:00, $1,105.68, BUY, $93,500.80, $6,472.48, $0.00, $-26.72
2019-06-18 23:00:00, $1,111.98, HOLD, $93,500.80, $6,472.48, $0.00, $-26.72
2019-06-19 23:00:00, $1,116.40, BUY, $92,384.40, $7,588.88, $0.00, $-26.72
2019-06-20 23:00:00, $1,108.20, SELL, $100,141.78, $0.00, $-8.20, $141.78
2019-06-23 23:00:00, $1,093.99, HOLD, $100,141.78, $0.00, $0.00, $141.78
2019-06-24 23:00:00, $1,080.69, SELL, $100,141.78, $0.00, $0.00, $141.78
2019-06-25 23:00:00, $1,078.78, HOLD, $100,141.78, $0.00, $0.00, $141.78
