Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-17 14:47:00, $2,318.63, BUY, $97,681.37, $2,318.63, $0.00, $0.00
2021-05-17 14:48:00, $2,318.28, SELL, $99,999.65, $0.00, $-0.35, $-0.35
2021-05-17 14:49:00, $2,318.48, BUY, $97,681.17, $2,318.48, $0.00, $-0.35
2021-05-17 14:50:00, $2,318.49, HOLD, $97,681.17, $2,318.48, $0.00, $-0.35
2021-05-17 14:51:00, $2,318.17, SELL, $99,999.34, $0.00, $-0.31, $-0.66
2021-05-17 14:52:00, $2,318.69, BUY, $97,680.65, $2,318.69, $0.00, $-0.66
2021-05-17 14:53:00, $2,319.00, HOLD, $97,680.65, $2,318.69, $0.00, $-0.66
2021-05-17 14:55:00, $2,320.65, BUY, $95,360.00, $4,639.34, $0.00, $-0.66
2021-05-17 14:58:00, $2,325.37, HOLD, $95,360.00, $4,639.34, $0.00, $-0.66
2021-05-17 14:59:00, $2,329.53, BUY, $93,030.47, $6,968.87, $0.00, $-0.66
2021-05-18 08:31:00, $2,334.58, HOLD, $93,030.47, $6,968.87, $0.00, $-0.66
2021-05-18 08:32:00, $2,335.26, BUY, $90,695.21, $9,304.14, $0.00, $-0.66
2021-05-18 08:33:00, $2,336.93, HOLD, $90,695.21, $9,304.14, $0.00, $-0.66
2021-05-18 08:34:00, $2,337.25, BUY, $88,357.96, $11,641.39, $0.00, $-0.66
2021-05-18 08:35:00, $2,338.14, HOLD, $88,357.96, $11,641.39, $0.00, $-0.66
2021-05-18 08:36:00, $2,337.73, SELL, $100,046.61, $0.00, $0.48, $46.61
2021-05-18 08:37:00, $2,338.45, BUY, $97,708.16, $2,338.45, $0.00, $46.61
2021-05-18 08:38:00, $2,339.01, HOLD, $97,708.16, $2,338.45, $0.00, $46.61
2021-05-18 08:39:00, $2,339.79, BUY, $95,368.37, $4,678.24, $0.00, $46.61
2021-05-18 08:40:00, $2,339.06, SELL, $100,046.49, $0.00, $-0.73, $46.49
