Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2020-11-23 23:00:00, $361.31, BUY, $99,638.69, $361.31, $0.00, $0.00
2020-11-24 23:00:00, $359.31, SELL, $99,998.00, $0.00, $-2.00, $-2.00
2020-11-26 23:00:00, $358.72, HOLD, $99,998.00, $0.00, $0.00, $-2.00
2020-11-29 23:00:00, $358.54, SELL, $99,998.00, $0.00, $0.00, $-2.00
2020-11-30 23:00:00, $360.01, BUY, $99,637.99, $360.01, $0.00, $-2.00
2020-12-01 23:00:00, $361.50, HOLD, $99,637.99, $360.01, $0.00, $-2.00
2020-12-02 23:00:00, $358.91, SELL, $99,996.90, $0.00, $-1.10, $-3.10
2020-12-03 23:00:00, $358.82, HOLD, $99,996.90, $0.00, $0.00, $-3.10
2020-12-06 23:00:00, $355.65, SELL, $99,996.90, $0.00, $0.00, $-3.10
2020-12-07 23:00:00, $353.72, HOLD, $99,996.90, $0.00, $0.00, $-3.10
2020-12-08 23:00:00, $350.17, SELL, $99,996.90, $0.00, $0.00, $-3.10
2020-12-09 23:00:00, $347.82, HOLD, $99,996.90, $0.00, $0.00, $-3.10
2020-12-10 23:00:00, $349.58, BUY, $99,647.32, $349.58, $0.00, $-3.10
2020-12-13 23:00:00, $351.25, HOLD, $99,647.32, $349.58, $0.00, $-3.10
2020-12-14 23:00:00, $352.86, BUY, $99,294.46, $702.44, $0.00, $-3.10
2020-12-15 23:00:00, $353.43, HOLD, $99,294.46, $702.44, $0.00, $-3.10
2020-12-16 23:00:00, $350.92, SELL, $99,996.29, $0.00, $-1.94, $-3.71
2020-12-17 23:00:00, $349.84, HOLD, $99,996.29, $0.00, $0.00, $-3.71
2020-12-20 23:00:00, $344.84, SELL, $99,996.29, $0.00, $0.00, $-3.71
2020-12-21 23:00:00, $342.11, HOLD, $99,996.29, $0.00, $0.00, $-3.71
2020-12-22 23:00:00, $343.98, BUY, $99,652.30, $343.98, $0.00, $-3.71
2020-12-23 23:00:00, $346.67, HOLD, $99,652.30, $343.98, $0.00, $-3.71
2020-12-27 23:00:00, $350.65, BUY, $99,301.66, $694.63, $0.00, $-3.71
2020-12-28 23:00:00, $350.20, SELL, $100,002.05, $0.00, $-0.45, $2.05
2020-12-29 23:00:00, $348.92, HOLD, $100,002.05, $0.00, $0.00, $2.05
2020-12-30 23:00:00, $348.42, SELL, $100,002.05, $0.00, $0.00, $2.05
2021-01-03 23:00:00, $347.88, HOLD, $100,002.05, $0.00, $0.00, $2.05
2021-01-04 23:00:00, $351.70, BUY, $99,650.35, $351.70, $0.00, $2.05
2021-01-05 23:00:00, $352.13, HOLD, $99,650.35, $351.70, $0.00, $2.05
2021-01-06 23:00:00, $348.22, SELL, $99,998.57, $0.00, $-3.48, $-1.43
2021-01-07 23:00:00, $343.01, HOLD, $99,998.57, $0.00, $0.00, $-1.43
2021-01-10 23:00:00, $338.32, SELL, $99,998.57, $0.00, $0.00, $-1.43
2021-01-11 23:00:00, $334.17, HOLD, $99,998.57, $0.00, $0.00, $-1.43
2021-01-12 23:00:00, $329.58, SELL, $99,998.57, $0.00, $0.00, $-1.43
2021-01-13 23:00:00, $324.86, HOLD, $99,998.57, $0.00, $0.00, $-1.43
