Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-26 12:00:00, $1,609.81, BUY, $98,390.19, $1,609.81, $0.00, $0.00
2021-04-26 12:15:00, $1,608.58, SELL, $99,998.77, $0.00, $-1.23, $-1.23
2021-04-26 12:30:00, $1,608.01, HOLD, $99,998.77, $0.00, $0.00, $-1.23
2021-04-26 12:45:00, $1,606.96, SELL, $99,998.77, $0.00, $0.00, $-1.23
2021-04-26 13:00:00, $1,607.47, BUY, $98,391.31, $1,607.47, $0.00, $-1.23
2021-04-26 13:15:00, $1,608.39, HOLD, $98,391.31, $1,607.47, $0.00, $-1.23
2021-04-26 13:30:00, $1,609.54, BUY, $96,781.77, $3,217.00, $0.00, $-1.23
2021-04-26 13:45:00, $1,612.21, HOLD, $96,781.77, $3,217.00, $0.00, $-1.23
2021-04-26 14:15:00, $1,616.52, BUY, $95,165.25, $4,833.53, $0.00, $-1.23
2021-04-26 14:30:00, $1,625.09, HOLD, $95,165.25, $4,833.53, $0.00, $-1.23
2021-04-26 14:45:00, $1,632.20, BUY, $93,533.05, $6,465.72, $0.00, $-1.23
2021-04-27 08:30:00, $1,636.64, HOLD, $93,533.05, $6,465.72, $0.00, $-1.23
2021-04-27 08:45:00, $1,634.90, SELL, $100,072.67, $0.00, $2.71, $72.67
2021-04-27 09:00:00, $1,633.92, HOLD, $100,072.67, $0.00, $0.00, $72.67
2021-04-27 09:15:00, $1,632.41, SELL, $100,072.67, $0.00, $0.00, $72.67
2021-04-27 09:30:00, $1,632.68, BUY, $98,439.99, $1,632.68, $0.00, $72.67
2021-04-27 09:45:00, $1,636.53, HOLD, $98,439.99, $1,632.68, $0.00, $72.67
2021-04-27 10:00:00, $1,640.56, BUY, $96,799.43, $3,273.24, $0.00, $72.67
2021-04-27 10:15:00, $1,643.20, HOLD, $96,799.43, $3,273.24, $0.00, $72.67
2021-04-27 10:30:00, $1,640.54, SELL, $100,080.50, $0.00, $-0.03, $80.50
2021-04-27 10:45:00, $1,637.21, HOLD, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 11:00:00, $1,633.84, SELL, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 11:15:00, $1,629.07, HOLD, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 11:30:00, $1,624.71, SELL, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 12:00:00, $1,620.63, HOLD, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 12:15:00, $1,618.15, SELL, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 12:45:00, $1,614.71, HOLD, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 13:00:00, $1,612.87, SELL, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 13:30:00, $1,611.23, HOLD, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 13:45:00, $1,609.85, SELL, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 14:00:00, $1,608.56, HOLD, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 14:15:00, $1,607.44, SELL, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 14:30:00, $1,602.42, HOLD, $100,080.50, $0.00, $0.00, $80.50
2021-04-27 14:45:00, $1,604.93, BUY, $98,475.57, $1,604.93, $0.00, $80.50
2021-04-28 08:30:00, $1,614.56, HOLD, $98,475.57, $1,604.93, $0.00, $80.50
2021-04-28 08:45:00, $1,632.78, BUY, $96,842.79, $3,237.71, $0.00, $80.50
2021-04-28 09:00:00, $1,635.37, HOLD, $96,842.79, $3,237.71, $0.00, $80.50
2021-04-28 09:15:00, $1,630.28, SELL, $100,103.36, $0.00, $-2.50, $103.36
2021-04-28 09:30:00, $1,618.61, HOLD, $100,103.36, $0.00, $0.00, $103.36
2021-04-28 09:45:00, $1,614.10, SELL, $100,103.36, $0.00, $0.00, $103.36
