Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-07 12:00:00, $1,478.60, BUY, $98,521.40, $1,478.60, $0.00, $0.00
2021-05-07 12:05:00, $1,477.02, SELL, $99,998.41, $0.00, $-1.59, $-1.59
2021-05-07 12:10:00, $1,476.21, HOLD, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 12:15:00, $1,474.51, SELL, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 12:20:00, $1,473.03, HOLD, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 12:25:00, $1,471.55, SELL, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 12:40:00, $1,471.34, HOLD, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 12:45:00, $1,468.91, SELL, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 12:50:00, $1,467.39, HOLD, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 12:55:00, $1,467.12, SELL, $99,998.41, $0.00, $0.00, $-1.59
2021-05-07 13:00:00, $1,468.14, BUY, $98,530.28, $1,468.14, $0.00, $-1.59
2021-05-07 13:20:00, $1,471.38, HOLD, $98,530.28, $1,468.14, $0.00, $-1.59
2021-05-07 13:35:00, $1,472.99, BUY, $97,057.28, $2,941.13, $0.00, $-1.59
2021-05-07 13:55:00, $1,475.88, HOLD, $97,057.28, $2,941.13, $0.00, $-1.59
2021-05-07 14:00:00, $1,475.78, SELL, $100,008.85, $0.00, $2.79, $8.85
2021-05-07 14:05:00, $1,476.98, BUY, $98,531.87, $1,476.98, $0.00, $8.85
2021-05-07 14:10:00, $1,478.36, HOLD, $98,531.87, $1,476.98, $0.00, $8.85
2021-05-07 14:15:00, $1,479.02, BUY, $97,052.85, $2,956.00, $0.00, $8.85
2021-05-07 14:25:00, $1,478.53, SELL, $100,009.92, $0.00, $-0.49, $9.92
2021-05-07 14:30:00, $1,477.37, HOLD, $100,009.92, $0.00, $0.00, $9.92
2021-05-07 14:35:00, $1,476.76, SELL, $100,009.92, $0.00, $0.00, $9.92
2021-05-07 14:40:00, $1,477.22, BUY, $98,532.70, $1,477.22, $0.00, $9.92
2021-05-07 14:45:00, $1,476.57, SELL, $100,009.27, $0.00, $-0.65, $9.27
2021-05-07 14:50:00, $1,472.02, HOLD, $100,009.27, $0.00, $0.00, $9.27
2021-05-07 14:55:00, $1,462.25, SELL, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 08:25:00, $1,453.66, HOLD, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 08:30:00, $1,446.01, SELL, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 08:35:00, $1,443.24, HOLD, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 08:40:00, $1,435.40, SELL, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 08:45:00, $1,432.96, HOLD, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 08:50:00, $1,425.07, SELL, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 08:55:00, $1,424.73, HOLD, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 09:00:00, $1,423.74, SELL, $100,009.27, $0.00, $0.00, $9.27
2021-05-10 09:05:00, $1,431.23, BUY, $98,578.03, $1,431.23, $0.00, $9.27
2021-05-10 09:10:00, $1,430.88, SELL, $100,008.91, $0.00, $-0.35, $8.91
