Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-13 12:12:00, $1,279.10, BUY, $98,720.90, $1,279.10, $0.00, $0.00
2021-05-13 12:16:00, $1,277.63, SELL, $99,998.54, $0.00, $-1.46, $-1.46
2021-05-13 12:18:00, $1,275.21, HOLD, $99,998.54, $0.00, $0.00, $-1.46
2021-05-13 12:19:00, $1,274.18, SELL, $99,998.54, $0.00, $0.00, $-1.46
2021-05-13 12:20:00, $1,273.16, HOLD, $99,998.54, $0.00, $0.00, $-1.46
2021-05-13 12:21:00, $1,273.16, BUY, $98,725.38, $1,273.16, $0.00, $-1.46
2021-05-13 12:22:00, $1,272.28, SELL, $99,997.66, $0.00, $-0.88, $-2.34
2021-05-13 12:24:00, $1,271.60, HOLD, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:25:00, $1,269.80, SELL, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:28:00, $1,269.33, HOLD, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:29:00, $1,267.89, SELL, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:31:00, $1,267.51, HOLD, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:32:00, $1,266.62, SELL, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:39:00, $1,266.03, HOLD, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:42:00, $1,264.88, SELL, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:44:00, $1,263.83, HOLD, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:46:00, $1,263.05, SELL, $99,997.66, $0.00, $0.00, $-2.34
2021-05-13 12:47:00, $1,264.00, BUY, $98,733.66, $1,264.00, $0.00, $-2.34
2021-05-13 12:48:00, $1,266.51, HOLD, $98,733.66, $1,264.00, $0.00, $-2.34
2021-05-13 12:50:00, $1,269.95, BUY, $97,463.71, $2,533.95, $0.00, $-2.34
2021-05-13 12:59:00, $1,275.30, HOLD, $97,463.71, $2,533.95, $0.00, $-2.34
2021-05-13 13:01:00, $1,283.36, BUY, $96,180.36, $3,817.30, $0.00, $-2.34
2021-05-13 13:07:00, $1,289.25, HOLD, $96,180.36, $3,817.30, $0.00, $-2.34
2021-05-13 13:10:00, $1,291.25, BUY, $94,889.10, $5,108.56, $0.00, $-2.34
2021-05-13 13:11:00, $1,289.17, SELL, $100,045.77, $0.00, $-2.09, $45.77
2021-05-13 13:12:00, $1,288.25, HOLD, $100,045.77, $0.00, $0.00, $45.77
2021-05-13 13:13:00, $1,288.21, SELL, $100,045.77, $0.00, $0.00, $45.77
2021-05-13 13:16:00, $1,289.10, BUY, $98,756.67, $1,289.10, $0.00, $45.77
2021-05-13 13:18:00, $1,286.87, SELL, $100,043.54, $0.00, $-2.23, $43.54
2021-05-13 13:20:00, $1,286.44, HOLD, $100,043.54, $0.00, $0.00, $43.54
2021-05-13 13:28:00, $1,284.10, SELL, $100,043.54, $0.00, $0.00, $43.54
2021-05-13 13:29:00, $1,287.10, BUY, $98,756.44, $1,287.10, $0.00, $43.54
2021-05-13 13:33:00, $1,289.73, HOLD, $98,756.44, $1,287.10, $0.00, $43.54
2021-05-13 13:35:00, $1,292.06, BUY, $97,464.38, $2,579.15, $0.00, $43.54
2021-05-13 13:39:00, $1,293.01, HOLD, $97,464.38, $2,579.15, $0.00, $43.54
2021-05-13 13:40:00, $1,293.59, BUY, $96,170.79, $3,872.74, $0.00, $43.54
2021-05-13 13:41:00, $1,295.81, HOLD, $96,170.79, $3,872.74, $0.00, $43.54
2021-05-13 13:44:00, $1,297.06, BUY, $94,873.73, $5,169.80, $0.00, $43.54
2021-05-13 13:47:00, $1,294.99, SELL, $100,053.71, $0.00, $-2.07, $53.71
2021-05-13 13:50:00, $1,292.71, HOLD, $100,053.71, $0.00, $0.00, $53.71
2021-05-13 13:56:00, $1,290.11, SELL, $100,053.71, $0.00, $0.00, $53.71
2021-05-13 14:08:00, $1,289.77, HOLD, $100,053.71, $0.00, $0.00, $53.71
2021-05-13 14:16:00, $1,287.71, SELL, $100,053.71, $0.00, $0.00, $53.71
2021-05-13 14:18:00, $1,286.54, HOLD, $100,053.71, $0.00, $0.00, $53.71
2021-05-13 14:22:00, $1,285.13, SELL, $100,053.71, $0.00, $0.00, $53.71
2021-05-13 14:23:00, $1,285.34, BUY, $98,768.37, $1,285.34, $0.00, $53.71
2021-05-13 14:24:00, $1,288.45, HOLD, $98,768.37, $1,285.34, $0.00, $53.71
2021-05-13 14:27:00, $1,291.91, BUY, $97,476.45, $2,577.26, $0.00, $53.71
2021-05-13 14:35:00, $1,294.70, HOLD, $97,476.45, $2,577.26, $0.00, $53.71
2021-05-13 14:36:00, $1,295.97, BUY, $96,180.48, $3,873.22, $0.00, $53.71
2021-05-13 14:38:00, $1,297.32, HOLD, $96,180.48, $3,873.22, $0.00, $53.71
2021-05-13 14:42:00, $1,300.24, BUY, $94,880.24, $5,173.46, $0.00, $53.71
2021-05-13 14:43:00, $1,300.78, HOLD, $94,880.24, $5,173.46, $0.00, $53.71
2021-05-13 14:45:00, $1,301.44, BUY, $93,578.80, $6,474.90, $0.00, $53.71
2021-05-13 14:47:00, $1,300.40, SELL, $100,080.79, $0.00, $-1.05, $80.79
2021-05-13 14:50:00, $1,300.25, HOLD, $100,080.79, $0.00, $0.00, $80.79
2021-05-13 14:51:00, $1,299.92, SELL, $100,080.79, $0.00, $0.00, $80.79
2021-05-13 14:52:00, $1,300.16, BUY, $98,780.63, $1,300.16, $0.00, $80.79
2021-05-13 14:53:00, $1,298.77, SELL, $100,079.40, $0.00, $-1.39, $79.40
