Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-02-25 23:00:00, $1,666.32, BUY, $98,333.68, $1,666.32, $0.00, $0.00
2021-02-28 23:00:00, $1,629.62, SELL, $99,963.30, $0.00, $-36.70, $-36.70
2021-03-01 23:00:00, $1,542.79, HOLD, $99,963.30, $0.00, $0.00, $-36.70
2021-03-02 23:00:00, $1,484.59, SELL, $99,963.30, $0.00, $0.00, $-36.70
2021-03-03 23:00:00, $1,432.40, HOLD, $99,963.30, $0.00, $0.00, $-36.70
2021-03-04 23:00:00, $1,429.80, SELL, $99,963.30, $0.00, $0.00, $-36.70
2021-03-07 23:00:00, $1,418.25, HOLD, $99,963.30, $0.00, $0.00, $-36.70
2021-03-08 23:00:00, $1,484.69, BUY, $98,478.61, $1,484.69, $0.00, $-36.70
2021-03-09 23:00:00, $1,519.92, HOLD, $98,478.61, $1,484.69, $0.00, $-36.70
2021-03-10 23:00:00, $1,568.42, BUY, $96,910.19, $3,053.11, $0.00, $-36.70
2021-03-11 23:00:00, $1,561.16, SELL, $100,032.50, $0.00, $-7.26, $32.50
2021-03-14 23:00:00, $1,554.92, HOLD, $100,032.50, $0.00, $0.00, $32.50
2021-03-15 23:00:00, $1,506.62, SELL, $100,032.50, $0.00, $0.00, $32.50
2021-03-16 23:00:00, $1,471.96, HOLD, $100,032.50, $0.00, $0.00, $32.50
2021-03-17 23:00:00, $1,452.26, SELL, $100,032.50, $0.00, $0.00, $32.50
2021-03-18 23:00:00, $1,456.58, BUY, $98,575.92, $1,456.58, $0.00, $32.50
2021-03-21 23:00:00, $1,437.77, SELL, $100,013.69, $0.00, $-18.81, $13.69
2021-03-22 23:00:00, $1,412.01, HOLD, $100,013.69, $0.00, $0.00, $13.69
2021-03-23 23:00:00, $1,407.04, SELL, $100,013.69, $0.00, $0.00, $13.69
2021-03-24 23:00:00, $1,411.99, BUY, $98,601.70, $1,411.99, $0.00, $13.69
2021-03-25 23:00:00, $1,423.60, HOLD, $98,601.70, $1,411.99, $0.00, $13.69
2021-03-28 23:00:00, $1,436.23, BUY, $97,165.48, $2,848.22, $0.00, $13.69
2021-03-29 23:00:00, $1,471.65, HOLD, $97,165.48, $2,848.22, $0.00, $13.69
2021-03-30 23:00:00, $1,494.52, BUY, $95,670.95, $4,342.74, $0.00, $13.69
2021-03-31 23:00:00, $1,519.74, HOLD, $95,670.95, $4,342.74, $0.00, $13.69
2021-04-04 23:00:00, $1,530.73, BUY, $94,140.22, $5,873.47, $0.00, $13.69
2021-04-05 23:00:00, $1,559.95, HOLD, $94,140.22, $5,873.47, $0.00, $13.69
2021-04-06 23:00:00, $1,572.28, BUY, $92,567.95, $7,445.75, $0.00, $13.69
2021-04-07 23:00:00, $1,588.73, HOLD, $92,567.95, $7,445.75, $0.00, $13.69
2021-04-08 23:00:00, $1,591.44, BUY, $90,976.51, $9,037.19, $0.00, $13.69
2021-04-11 23:00:00, $1,579.19, SELL, $100,451.65, $0.00, $-12.25, $451.65
2021-04-12 23:00:00, $1,581.37, BUY, $98,870.28, $1,581.37, $0.00, $451.65
2021-04-13 23:00:00, $1,579.48, SELL, $100,449.76, $0.00, $-1.89, $449.76
2021-04-14 23:00:00, $1,587.41, BUY, $98,862.34, $1,587.41, $0.00, $449.76
