Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $1,594.07, BUY, $98,405.93, $1,594.07, $0.00, $0.00
2021-04-28 23:00:00, $1,576.02, SELL, $99,981.95, $0.00, $-18.05, $-18.05
2021-04-29 23:00:00, $1,555.93, HOLD, $99,981.95, $0.00, $0.00, $-18.05
2021-05-02 23:00:00, $1,539.98, SELL, $99,981.95, $0.00, $0.00, $-18.05
2021-05-03 23:00:00, $1,499.06, HOLD, $99,981.95, $0.00, $0.00, $-18.05
2021-05-04 23:00:00, $1,483.47, SELL, $99,981.95, $0.00, $0.00, $-18.05
2021-05-05 23:00:00, $1,436.82, HOLD, $99,981.95, $0.00, $0.00, $-18.05
2021-05-06 23:00:00, $1,414.61, SELL, $99,981.95, $0.00, $0.00, $-18.05
2021-05-09 23:00:00, $1,354.78, HOLD, $99,981.95, $0.00, $0.00, $-18.05
2021-05-10 23:00:00, $1,325.93, SELL, $99,981.95, $0.00, $0.00, $-18.05
2021-05-11 23:00:00, $1,307.03, HOLD, $99,981.95, $0.00, $0.00, $-18.05
2021-05-12 23:00:00, $1,318.70, BUY, $98,663.25, $1,318.70, $0.00, $-18.05
2021-05-13 23:00:00, $1,335.42, HOLD, $98,663.25, $1,318.70, $0.00, $-18.05
2021-05-16 23:00:00, $1,334.42, SELL, $99,997.67, $0.00, $15.72, $-2.33
2021-05-17 23:00:00, $1,347.16, BUY, $98,650.51, $1,347.16, $0.00, $-2.33
2021-05-18 23:00:00, $1,354.62, HOLD, $98,650.51, $1,347.16, $0.00, $-2.33
2021-05-19 23:00:00, $1,370.65, BUY, $97,279.86, $2,717.81, $0.00, $-2.33
2021-05-20 23:00:00, $1,367.51, SELL, $100,014.88, $0.00, $-3.14, $14.88
