Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 23:00:00, $121.95, BUY, $99,878.05, $121.95, $0.00, $0.00
2021-04-28 23:00:00, $120.84, SELL, $99,998.88, $0.00, $-1.12, $-1.12
2021-04-29 23:00:00, $119.44, HOLD, $99,998.88, $0.00, $0.00, $-1.12
2021-05-02 23:00:00, $118.24, SELL, $99,998.88, $0.00, $0.00, $-1.12
2021-05-03 23:00:00, $117.60, HOLD, $99,998.88, $0.00, $0.00, $-1.12
2021-05-04 23:00:00, $117.43, SELL, $99,998.88, $0.00, $0.00, $-1.12
2021-05-05 23:00:00, $117.28, HOLD, $99,998.88, $0.00, $0.00, $-1.12
2021-05-06 23:00:00, $116.18, SELL, $99,998.88, $0.00, $0.00, $-1.12
2021-05-09 23:00:00, $114.67, HOLD, $99,998.88, $0.00, $0.00, $-1.12
2021-05-10 23:00:00, $113.79, SELL, $99,998.88, $0.00, $0.00, $-1.12
2021-05-11 23:00:00, $113.65, HOLD, $99,998.88, $0.00, $0.00, $-1.12
2021-05-12 23:00:00, $113.58, SELL, $99,998.88, $0.00, $0.00, $-1.12
2021-05-13 23:00:00, $113.65, BUY, $99,885.24, $113.65, $0.00, $-1.12
2021-05-16 23:00:00, $113.20, SELL, $99,998.44, $0.00, $-0.45, $-1.56
2021-05-17 23:00:00, $113.81, BUY, $99,884.63, $113.81, $0.00, $-1.56
2021-05-18 23:00:00, $113.99, HOLD, $99,884.63, $113.81, $0.00, $-1.56
2021-05-19 23:00:00, $114.92, BUY, $99,769.71, $228.73, $0.00, $-1.56
2021-05-20 23:00:00, $115.27, HOLD, $99,769.71, $228.73, $0.00, $-1.56
