Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-26 13:00:00, $867.83, BUY, $99,132.17, $867.83, $0.00, $0.00
2021-04-26 13:15:00, $867.40, SELL, $99,999.57, $0.00, $-0.43, $-0.43
2021-04-26 13:30:00, $866.99, HOLD, $99,999.57, $0.00, $0.00, $-0.43
2021-04-26 13:45:00, $866.45, SELL, $99,999.57, $0.00, $0.00, $-0.43
2021-04-26 14:00:00, $865.67, HOLD, $99,999.57, $0.00, $0.00, $-0.43
2021-04-26 14:15:00, $865.21, SELL, $99,999.57, $0.00, $0.00, $-0.43
2021-04-26 14:30:00, $864.96, HOLD, $99,999.57, $0.00, $0.00, $-0.43
2021-04-26 14:45:00, $864.66, SELL, $99,999.57, $0.00, $0.00, $-0.43
2021-04-27 08:30:00, $864.11, HOLD, $99,999.57, $0.00, $0.00, $-0.43
2021-04-27 08:45:00, $864.32, BUY, $99,135.25, $864.32, $0.00, $-0.43
2021-04-27 09:00:00, $864.46, HOLD, $99,135.25, $864.32, $0.00, $-0.43
2021-04-27 09:15:00, $864.10, SELL, $99,999.35, $0.00, $-0.22, $-0.65
2021-04-27 09:30:00, $863.08, HOLD, $99,999.35, $0.00, $0.00, $-0.65
2021-04-27 09:45:00, $862.38, SELL, $99,999.35, $0.00, $0.00, $-0.65
2021-04-27 10:00:00, $861.54, HOLD, $99,999.35, $0.00, $0.00, $-0.65
2021-04-27 10:15:00, $861.24, SELL, $99,999.35, $0.00, $0.00, $-0.65
2021-04-27 10:30:00, $860.96, HOLD, $99,999.35, $0.00, $0.00, $-0.65
2021-04-27 10:45:00, $861.72, BUY, $99,137.63, $861.72, $0.00, $-0.65
2021-04-27 11:00:00, $862.57, HOLD, $99,137.63, $861.72, $0.00, $-0.65
2021-04-27 11:15:00, $863.22, BUY, $98,274.41, $1,724.94, $0.00, $-0.65
2021-04-27 11:30:00, $863.64, HOLD, $98,274.41, $1,724.94, $0.00, $-0.65
2021-04-27 11:45:00, $863.77, BUY, $97,410.64, $2,588.71, $0.00, $-0.65
2021-04-27 12:00:00, $863.43, SELL, $100,000.95, $0.00, $-0.33, $0.95
2021-04-27 12:15:00, $862.59, HOLD, $100,000.95, $0.00, $0.00, $0.95
2021-04-27 12:30:00, $861.88, SELL, $100,000.95, $0.00, $0.00, $0.95
2021-04-27 12:45:00, $861.86, HOLD, $100,000.95, $0.00, $0.00, $0.95
2021-04-27 13:00:00, $862.20, BUY, $99,138.74, $862.20, $0.00, $0.95
2021-04-27 13:15:00, $862.34, HOLD, $99,138.74, $862.20, $0.00, $0.95
2021-04-27 13:30:00, $862.12, SELL, $100,000.86, $0.00, $-0.09, $0.86
2021-04-27 13:45:00, $862.04, HOLD, $100,000.86, $0.00, $0.00, $0.86
2021-04-27 14:00:00, $861.64, SELL, $100,000.86, $0.00, $0.00, $0.86
2021-04-27 14:15:00, $861.85, BUY, $99,139.01, $861.85, $0.00, $0.86
2021-04-27 14:30:00, $862.32, HOLD, $99,139.01, $861.85, $0.00, $0.86
2021-04-27 14:45:00, $863.54, BUY, $98,275.47, $1,725.39, $0.00, $0.86
2021-04-28 08:30:00, $866.32, HOLD, $98,275.47, $1,725.39, $0.00, $0.86
2021-04-28 08:45:00, $868.84, BUY, $97,406.63, $2,594.22, $0.00, $0.86
2021-04-28 09:00:00, $871.57, HOLD, $97,406.63, $2,594.22, $0.00, $0.86
2021-04-28 09:15:00, $872.46, BUY, $96,534.17, $3,466.69, $0.00, $0.86
2021-04-28 09:30:00, $873.59, HOLD, $96,534.17, $3,466.69, $0.00, $0.86
2021-04-28 09:45:00, $873.18, SELL, $100,026.90, $0.00, $0.72, $26.90
2021-04-28 10:00:00, $873.59, BUY, $99,153.32, $873.59, $0.00, $26.90
2021-04-28 10:15:00, $872.96, SELL, $100,026.28, $0.00, $-0.62, $26.28
2021-04-28 10:30:00, $872.45, HOLD, $100,026.28, $0.00, $0.00, $26.28
2021-04-28 10:45:00, $871.01, SELL, $100,026.28, $0.00, $0.00, $26.28
2021-04-28 11:00:00, $870.14, HOLD, $100,026.28, $0.00, $0.00, $26.28
2021-04-28 11:15:00, $869.69, SELL, $100,026.28, $0.00, $0.00, $26.28
2021-04-28 11:45:00, $869.74, BUY, $99,156.54, $869.74, $0.00, $26.28
2021-04-28 12:00:00, $869.15, SELL, $100,025.69, $0.00, $-0.59, $25.69
2021-04-28 12:30:00, $868.96, HOLD, $100,025.69, $0.00, $0.00, $25.69
2021-04-28 12:45:00, $867.75, SELL, $100,025.69, $0.00, $0.00, $25.69
2021-04-28 13:00:00, $868.05, BUY, $99,157.64, $868.05, $0.00, $25.69
2021-04-28 13:15:00, $868.17, HOLD, $99,157.64, $868.05, $0.00, $25.69
2021-04-28 13:30:00, $867.93, SELL, $100,025.57, $0.00, $-0.12, $25.57
2021-04-28 13:45:00, $867.33, HOLD, $100,025.57, $0.00, $0.00, $25.57
2021-04-28 14:00:00, $866.77, SELL, $100,025.57, $0.00, $0.00, $25.57
2021-04-28 14:15:00, $867.72, BUY, $99,157.86, $867.72, $0.00, $25.57
2021-04-28 14:30:00, $869.49, HOLD, $99,157.86, $867.72, $0.00, $25.57
2021-04-28 14:45:00, $869.53, BUY, $98,288.33, $1,737.24, $0.00, $25.57
2021-04-29 08:30:00, $869.29, SELL, $100,026.92, $0.00, $-0.23, $26.92
2021-04-29 08:45:00, $867.67, HOLD, $100,026.92, $0.00, $0.00, $26.92
2021-04-29 09:00:00, $868.27, BUY, $99,158.65, $868.27, $0.00, $26.92
2021-04-29 09:15:00, $867.57, SELL, $100,026.22, $0.00, $-0.70, $26.22
2021-04-29 09:30:00, $867.62, BUY, $99,158.60, $867.62, $0.00, $26.22
2021-04-29 09:45:00, $866.61, SELL, $100,025.20, $0.00, $-1.02, $25.20
2021-04-29 10:00:00, $866.74, BUY, $99,158.46, $866.74, $0.00, $25.20
2021-04-29 10:15:00, $864.61, SELL, $100,023.07, $0.00, $-2.13, $23.07
2021-04-29 10:30:00, $862.38, HOLD, $100,023.07, $0.00, $0.00, $23.07
2021-04-29 10:45:00, $860.08, SELL, $100,023.07, $0.00, $0.00, $23.07
2021-04-29 11:00:00, $860.11, BUY, $99,162.97, $860.11, $0.00, $23.07
2021-04-29 11:15:00, $860.88, HOLD, $99,162.97, $860.11, $0.00, $23.07
2021-04-29 11:30:00, $861.38, BUY, $98,301.58, $1,721.49, $0.00, $23.07
2021-04-29 11:45:00, $861.26, SELL, $100,024.10, $0.00, $-0.12, $24.10
2021-04-29 12:00:00, $861.26, SELL, $100,024.10, $0.00, $0.00, $24.10
2021-04-29 12:15:00, $861.47, BUY, $99,162.63, $861.47, $0.00, $24.10
2021-04-29 12:30:00, $861.26, SELL, $100,023.89, $0.00, $-0.21, $23.89
2021-04-29 12:45:00, $861.55, BUY, $99,162.34, $861.55, $0.00, $23.89
2021-04-29 13:00:00, $862.09, HOLD, $99,162.34, $861.55, $0.00, $23.89
2021-04-29 13:15:00, $863.27, BUY, $98,299.07, $1,724.82, $0.00, $23.89
2021-04-29 13:30:00, $863.77, HOLD, $98,299.07, $1,724.82, $0.00, $23.89
2021-04-29 13:45:00, $864.00, BUY, $97,435.07, $2,588.82, $0.00, $23.89
2021-04-29 14:00:00, $863.89, SELL, $100,026.75, $0.00, $-0.11, $26.75
2021-04-29 14:15:00, $863.57, HOLD, $100,026.75, $0.00, $0.00, $26.75
2021-04-29 14:30:00, $861.97, SELL, $100,026.75, $0.00, $0.00, $26.75
2021-04-29 14:45:00, $860.56, HOLD, $100,026.75, $0.00, $0.00, $26.75
2021-04-30 08:30:00, $859.83, SELL, $100,026.75, $0.00, $0.00, $26.75
2021-04-30 08:45:00, $860.38, BUY, $99,166.37, $860.38, $0.00, $26.75
2021-04-30 09:00:00, $860.86, HOLD, $99,166.37, $860.38, $0.00, $26.75
2021-04-30 09:15:00, $860.52, SELL, $100,026.89, $0.00, $0.14, $26.89
2021-04-30 09:30:00, $860.22, HOLD, $100,026.89, $0.00, $0.00, $26.89
2021-04-30 09:45:00, $859.03, SELL, $100,026.89, $0.00, $0.00, $26.89
2021-04-30 10:00:00, $859.33, BUY, $99,167.56, $859.33, $0.00, $26.89
2021-04-30 10:15:00, $859.63, HOLD, $99,167.56, $859.33, $0.00, $26.89
2021-04-30 10:30:00, $861.16, BUY, $98,306.39, $1,720.49, $0.00, $26.89
2021-04-30 10:45:00, $861.50, HOLD, $98,306.39, $1,720.49, $0.00, $26.89
2021-04-30 11:00:00, $861.40, SELL, $100,029.19, $0.00, $0.23, $29.19
2021-04-30 11:15:00, $860.71, HOLD, $100,029.19, $0.00, $0.00, $29.19
2021-04-30 11:30:00, $860.27, SELL, $100,029.19, $0.00, $0.00, $29.19
2021-04-30 11:45:00, $860.10, HOLD, $100,029.19, $0.00, $0.00, $29.19
2021-04-30 12:15:00, $859.33, SELL, $100,029.19, $0.00, $0.00, $29.19
2021-04-30 12:30:00, $858.45, HOLD, $100,029.19, $0.00, $0.00, $29.19
2021-04-30 12:45:00, $857.93, SELL, $100,029.19, $0.00, $0.00, $29.19
2021-04-30 13:00:00, $858.48, BUY, $99,170.71, $858.48, $0.00, $29.19
2021-04-30 13:15:00, $859.56, HOLD, $99,170.71, $858.48, $0.00, $29.19
2021-04-30 13:45:00, $860.63, BUY, $98,310.08, $1,719.11, $0.00, $29.19
2021-04-30 14:00:00, $862.27, HOLD, $98,310.08, $1,719.11, $0.00, $29.19
2021-04-30 14:15:00, $863.68, BUY, $97,446.39, $2,582.80, $0.00, $29.19
2021-04-30 14:30:00, $865.91, HOLD, $97,446.39, $2,582.80, $0.00, $29.19
2021-04-30 14:45:00, $867.26, BUY, $96,579.13, $3,450.06, $0.00, $29.19
2021-05-03 08:30:00, $868.40, HOLD, $96,579.13, $3,450.06, $0.00, $29.19
2021-05-03 08:45:00, $867.79, SELL, $100,050.31, $0.00, $0.53, $50.31
2021-05-03 09:00:00, $867.43, HOLD, $100,050.31, $0.00, $0.00, $50.31
2021-05-03 09:15:00, $866.17, SELL, $100,050.31, $0.00, $0.00, $50.31
