Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-04-27 10:15:00, $416.20, BUY, $99,583.80, $416.20, $0.00, $0.00
2021-04-27 10:30:00, $416.06, SELL, $99,999.86, $0.00, $-0.14, $-0.14
2021-04-27 10:45:00, $416.30, BUY, $99,583.56, $416.30, $0.00, $-0.14
2021-04-27 11:00:00, $416.71, HOLD, $99,583.56, $416.30, $0.00, $-0.14
2021-04-27 11:15:00, $416.88, BUY, $99,166.68, $833.18, $0.00, $-0.14
2021-04-27 11:30:00, $416.69, SELL, $100,000.06, $0.00, $-0.19, $0.06
2021-04-27 11:45:00, $416.25, HOLD, $100,000.06, $0.00, $0.00, $0.06
2021-04-27 12:00:00, $415.93, SELL, $100,000.06, $0.00, $0.00, $0.06
2021-04-27 12:15:00, $415.80, HOLD, $100,000.06, $0.00, $0.00, $0.06
2021-04-27 12:30:00, $415.59, SELL, $100,000.06, $0.00, $0.00, $0.06
2021-04-27 12:45:00, $415.77, BUY, $99,584.30, $415.77, $0.00, $0.06
2021-04-27 13:00:00, $415.86, HOLD, $99,584.30, $415.77, $0.00, $0.06
2021-04-27 13:15:00, $416.05, BUY, $99,168.25, $831.82, $0.00, $0.06
2021-04-27 13:30:00, $415.56, SELL, $99,999.38, $0.00, $-0.48, $-0.62
2021-04-27 13:45:00, $415.35, HOLD, $99,999.38, $0.00, $0.00, $-0.62
2021-04-27 14:00:00, $415.65, BUY, $99,583.73, $415.65, $0.00, $-0.62
2021-04-27 14:15:00, $416.17, HOLD, $99,583.73, $415.65, $0.00, $-0.62
2021-04-27 14:30:00, $415.43, SELL, $99,999.16, $0.00, $-0.22, $-0.84
2021-04-27 14:45:00, $415.26, HOLD, $99,999.16, $0.00, $0.00, $-0.84
2021-04-28 08:30:00, $415.39, BUY, $99,583.77, $415.39, $0.00, $-0.84
2021-04-28 08:45:00, $416.44, HOLD, $99,583.77, $415.39, $0.00, $-0.84
2021-04-28 09:00:00, $416.08, SELL, $99,999.85, $0.00, $0.69, $-0.15
2021-04-28 09:15:00, $415.60, HOLD, $99,999.85, $0.00, $0.00, $-0.15
2021-04-28 09:30:00, $415.43, SELL, $99,999.85, $0.00, $0.00, $-0.15
2021-04-28 09:45:00, $415.71, BUY, $99,584.13, $415.71, $0.00, $-0.15
2021-04-28 10:00:00, $416.00, HOLD, $99,584.13, $415.71, $0.00, $-0.15
2021-04-28 10:15:00, $415.88, SELL, $100,000.02, $0.00, $0.17, $0.02
2021-04-28 10:30:00, $415.65, HOLD, $100,000.02, $0.00, $0.00, $0.02
2021-04-28 10:45:00, $415.33, SELL, $100,000.02, $0.00, $0.00, $0.02
2021-04-28 11:00:00, $415.47, BUY, $99,584.55, $415.47, $0.00, $0.02
2021-04-28 11:15:00, $415.56, HOLD, $99,584.55, $415.47, $0.00, $0.02
2021-04-28 11:30:00, $415.88, BUY, $99,168.67, $831.35, $0.00, $0.02
2021-04-28 12:00:00, $415.85, SELL, $100,000.37, $0.00, $-0.03, $0.37
2021-04-28 12:15:00, $416.06, BUY, $99,584.30, $416.06, $0.00, $0.37
2021-04-28 12:30:00, $415.87, SELL, $100,000.17, $0.00, $-0.19, $0.17
2021-04-28 13:00:00, $416.38, BUY, $99,583.79, $416.38, $0.00, $0.17
2021-04-28 13:15:00, $416.69, HOLD, $99,583.79, $416.38, $0.00, $0.17
