Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2020-11-23 23:00:00, $133.65, BUY, $99,866.35, $133.65, $0.00, $0.00
2020-11-24 23:00:00, $131.55, SELL, $99,997.89, $0.00, $-2.11, $-2.11
2020-11-26 23:00:00, $131.57, BUY, $99,866.32, $131.57, $0.00, $-2.11
2020-11-29 23:00:00, $131.24, SELL, $99,997.56, $0.00, $-0.33, $-2.44
2020-11-30 23:00:00, $131.44, BUY, $99,866.12, $131.44, $0.00, $-2.44
2020-12-01 23:00:00, $131.89, HOLD, $99,866.12, $131.44, $0.00, $-2.44
2020-12-02 23:00:00, $132.49, BUY, $99,733.63, $263.93, $0.00, $-2.44
2020-12-03 23:00:00, $133.11, HOLD, $99,733.63, $263.93, $0.00, $-2.44
2020-12-06 23:00:00, $132.70, SELL, $99,999.02, $0.00, $0.20, $-0.98
2020-12-07 23:00:00, $132.25, HOLD, $99,999.02, $0.00, $0.00, $-0.98
2020-12-08 23:00:00, $131.51, SELL, $99,999.02, $0.00, $0.00, $-0.98
2020-12-09 23:00:00, $131.38, HOLD, $99,999.02, $0.00, $0.00, $-0.98
2020-12-10 23:00:00, $131.75, BUY, $99,867.27, $131.75, $0.00, $-0.98
2020-12-13 23:00:00, $132.25, HOLD, $99,867.27, $131.75, $0.00, $-0.98
2020-12-14 23:00:00, $133.42, BUY, $99,733.85, $265.17, $0.00, $-0.98
2020-12-15 23:00:00, $133.96, HOLD, $99,733.85, $265.17, $0.00, $-0.98
2020-12-16 23:00:00, $133.56, SELL, $100,000.97, $0.00, $0.14, $0.97
2020-12-17 23:00:00, $132.07, HOLD, $100,000.97, $0.00, $0.00, $0.97
2020-12-20 23:00:00, $130.54, SELL, $100,000.97, $0.00, $0.00, $0.97
2020-12-21 23:00:00, $129.91, HOLD, $100,000.97, $0.00, $0.00, $0.97
2020-12-22 23:00:00, $130.00, BUY, $99,870.97, $130.00, $0.00, $0.97
2020-12-23 23:00:00, $129.89, SELL, $100,000.86, $0.00, $-0.11, $0.86
2020-12-27 23:00:00, $130.20, BUY, $99,870.66, $130.20, $0.00, $0.86
2020-12-28 23:00:00, $130.39, HOLD, $99,870.66, $130.20, $0.00, $0.86
2020-12-29 23:00:00, $129.60, SELL, $100,000.26, $0.00, $-0.60, $0.26
2020-12-30 23:00:00, $128.84, HOLD, $100,000.26, $0.00, $0.00, $0.26
2021-01-03 23:00:00, $127.95, SELL, $100,000.26, $0.00, $0.00, $0.26
2021-01-04 23:00:00, $129.55, BUY, $99,870.71, $129.55, $0.00, $0.26
2021-01-05 23:00:00, $131.83, HOLD, $99,870.71, $129.55, $0.00, $0.26
2021-01-06 23:00:00, $133.40, BUY, $99,737.32, $262.94, $0.00, $0.26
2021-01-07 23:00:00, $134.24, HOLD, $99,737.32, $262.94, $0.00, $0.26
2021-01-10 23:00:00, $134.38, BUY, $99,602.94, $397.32, $0.00, $0.26
2021-01-11 23:00:00, $134.74, HOLD, $99,602.94, $397.32, $0.00, $0.26
2021-01-12 23:00:00, $134.50, SELL, $100,006.45, $0.00, $0.12, $6.45
2021-01-13 23:00:00, $133.82, HOLD, $100,006.45, $0.00, $0.00, $6.45
2021-01-14 23:00:00, $134.29, BUY, $99,872.16, $134.29, $0.00, $6.45
2021-01-18 23:00:00, $135.61, HOLD, $99,872.16, $134.29, $0.00, $6.45
2021-01-19 23:00:00, $136.40, BUY, $99,735.76, $270.69, $0.00, $6.45
2021-01-20 23:00:00, $136.07, SELL, $100,007.89, $0.00, $-0.33, $7.89
2021-01-21 23:00:00, $134.91, HOLD, $100,007.89, $0.00, $0.00, $7.89
2021-01-24 23:00:00, $134.16, SELL, $100,007.89, $0.00, $0.00, $7.89
2021-01-25 23:00:00, $133.95, HOLD, $100,007.89, $0.00, $0.00, $7.89
2021-01-26 23:00:00, $133.07, SELL, $100,007.89, $0.00, $0.00, $7.89
2021-01-27 23:00:00, $134.76, BUY, $99,873.13, $134.76, $0.00, $7.89
2021-01-28 23:00:00, $137.09, HOLD, $99,873.13, $134.76, $0.00, $7.89
2021-01-31 23:00:00, $140.23, BUY, $99,732.91, $274.99, $0.00, $7.89
2021-02-01 23:00:00, $144.17, HOLD, $99,732.91, $274.99, $0.00, $7.89
2021-02-02 23:00:00, $147.38, BUY, $99,585.53, $422.36, $0.00, $7.89
2021-02-03 23:00:00, $150.50, HOLD, $99,585.53, $422.36, $0.00, $7.89
2021-02-04 23:00:00, $151.08, BUY, $99,434.45, $573.44, $0.00, $7.89
2021-02-07 23:00:00, $153.07, HOLD, $99,434.45, $573.44, $0.00, $7.89
2021-02-08 23:00:00, $155.27, BUY, $99,279.18, $728.71, $0.00, $7.89
2021-02-09 23:00:00, $156.50, HOLD, $99,279.18, $728.71, $0.00, $7.89
2021-02-10 23:00:00, $156.11, SELL, $100,059.72, $0.00, $0.84, $59.72
2021-02-11 23:00:00, $156.38, BUY, $99,903.35, $156.38, $0.00, $59.72
2021-02-15 23:00:00, $156.79, HOLD, $99,903.35, $156.38, $0.00, $59.72
2021-02-16 23:00:00, $158.38, BUY, $99,744.96, $314.76, $0.00, $59.72
2021-02-17 23:00:00, $158.88, HOLD, $99,744.96, $314.76, $0.00, $59.72
2021-02-18 23:00:00, $159.05, BUY, $99,585.91, $473.81, $0.00, $59.72
2021-02-21 23:00:00, $159.52, HOLD, $99,585.91, $473.81, $0.00, $59.72
