Date, Open, High, Low, Close, Volume, Open Interest
2019-05-27 23:00:00, 53.38, 53.56, 51.95, 51.98, 1625227, 0.0
2019-05-28 23:00:00, 51.26, 52.75, 51.26, 52.6, 1850305, 0.0
2019-05-29 23:00:00, 52.65, 53.85, 52.65, 53.14, 1146280, 0.0
2019-05-30 23:00:00, 52.55, 53.4245, 52.53, 52.59, 1137865, 0.0
2019-06-03 23:00:00, 54.07, 55.4, 53.96, 55.35, 2304787, 0.0
2019-06-04 23:00:00, 55.83, 55.92, 54.35, 55.55, 1291047, 0.0
2019-06-05 23:00:00, 55.68, 56.11, 55.01, 55.82, 1199407, 0.0
2019-06-06 23:00:00, 56.2, 56.59, 55.85, 56.53, 1159613, 0.0
2019-06-09 23:00:00, 56.85, 58.57, 56.85, 58.02, 1315209, 0.0
2019-06-10 23:00:00, 58.89, 59.11, 57.84, 58.05, 1251757, 0.0
2019-06-11 23:00:00, 57.68, 57.81, 57.09, 57.19, 910665, 0.0
2019-06-12 23:00:00, 57.4, 57.91, 57.18, 57.9, 2570627, 0.0
2019-06-13 23:00:00, 56.37, 56.6, 55.82, 56.04, 3799476, 0.0
2019-06-16 23:00:00, 56.29, 56.46, 55.61, 55.73, 1232792, 0.0
2019-06-17 23:00:00, 56.39, 58.16, 56, 57.76, 1523877, 0.0
2019-06-18 23:00:00, 58.14, 58.615, 57.855, 58.26, 784107, 0.0
2019-06-19 23:00:00, 59.31, 59.55, 58, 58.33, 1077735, 0.0
2019-06-20 23:00:00, 58.28, 58.57, 57.89, 58.41, 2218785, 0.0
2019-06-23 23:00:00, 58.7, 58.83, 58.32, 58.4, 717224, 0.0
2019-06-24 23:00:00, 58.5, 58.7, 57.6, 57.66, 766268, 0.0
2019-06-25 23:00:00, 58.42, 59.33, 58.42, 59.02, 1040727, 0.0
2019-06-26 23:00:00, 59.3, 60.59, 59.08, 60.12, 1053153, 0.0
2019-06-27 23:00:00, 60.5, 60.85, 59.74, 59.8, 898128, 0.0
2019-06-30 23:00:00, 61.54, 62.26, 60.46, 61.07, 1709811, 0.0
2019-07-01 23:00:00, 60.98, 61, 59.69, 60.21, 1422427, 0.0
2019-07-02 23:00:00, 59.67, 60.47, 59.67, 60.39, 536688, 0.0
2019-07-04 23:00:00, 59.8, 60.28, 59.49, 60.21, 486330, 0.0
2019-07-07 23:00:00, 59.63, 60.4, 59.54, 60.07, 651610, 0.0
2019-07-08 23:00:00, 59.65, 60.69, 59.44, 60.57, 1068934, 0.0
2019-07-09 23:00:00, 61.07, 61.81, 60.72, 61.11, 849561, 0.0
2019-07-10 23:00:00, 61.43, 61.46, 60.6095, 61.34, 834358, 0.0
2019-07-11 23:00:00, 61.49, 62.07, 61.47, 62.03, 799981, 0.0
2019-07-14 23:00:00, 62.12, 62.59, 61.85, 62.25, 688211, 0.0
2019-07-15 23:00:00, 62.04, 62.0575, 61.03, 61.5, 1060704, 0.0
2019-07-16 23:00:00, 61.75, 61.79, 61.06, 61.15, 1071459, 0.0
2019-07-17 23:00:00, 61.32, 62.37, 61.29, 62.16, 900612, 0.0
2019-07-18 23:00:00, 62.36, 62.72, 62.02, 62.08, 887894, 0.0
2019-07-21 23:00:00, 62.21, 63, 62.15, 62.78, 774659, 0.0
2019-07-22 23:00:00, 63, 63.71, 62.755, 63.7, 1077167, 0.0
2019-07-23 23:00:00, 64.17, 65.73, 64, 65.33, 1864393, 0.0
2019-07-24 23:00:00, 64.89, 64.99, 63.82, 64.13, 1063494, 0.0
2019-07-25 23:00:00, 64.7, 64.885, 64.39, 64.57, 876108, 0.0
2019-07-28 23:00:00, 64.35, 64.84, 63.97, 64.53, 1036208, 0.0
2019-07-29 23:00:00, 63.87, 64.58, 63.79, 64.1214, 1626600, 0.0
2019-07-30 23:00:00, 62.15, 62.92, 59.17, 59.18, 3508741, 0.0
2019-07-31 23:00:00, 59.3, 60.17, 56, 57.01, 3151148, 0.0
2019-08-01 23:00:00, 56.68, 56.94, 55.73, 55.91, 1687153, 0.0
2019-08-04 23:00:00, 54.51, 54.92, 53.33, 53.59, 2011550, 0.0
2019-08-05 23:00:00, 54.29, 54.97, 53.49, 54.09, 1482614, 0.0
2019-08-06 23:00:00, 53.41, 54.19, 53.0908, 54.06, 1382774, 0.0
2019-08-07 23:00:00, 54.54, 55.4, 53.83, 55.35, 1257058, 0.0
2019-08-08 23:00:00, 54.69, 54.95, 53.52, 53.91, 1051921, 0.0
2019-08-11 23:00:00, 53.48, 53.99, 52.91, 53.08, 967206, 0.0
2019-08-12 23:00:00, 52.98, 55.1, 52.52, 54.04, 1562673, 0.0
2019-08-13 23:00:00, 52.76, 53.29, 52.16, 52.23, 1305946, 0.0
2019-08-14 23:00:00, 52.43, 52.88, 52.1, 52.45, 1754131, 0.0
2019-08-15 23:00:00, 53.02, 54.29, 52.7361, 54.11, 1609610, 0.0
2019-08-18 23:00:00, 55.33, 55.6, 54.44, 54.69, 1351542, 0.0
2019-08-19 23:00:00, 54.5, 54.77, 54.14, 54.4, 846275, 0.0
2019-08-20 23:00:00, 54.92, 55.1, 54.57, 54.94, 978789, 0.0
2019-08-21 23:00:00, 55.03, 55.24, 54.14, 54.63, 1159282, 0.0
2019-08-22 23:00:00, 54.26, 54.365, 51.91, 52.16, 2382491, 0.0
2019-08-25 23:00:00, 53.07, 53.07, 52.27, 52.545, 1507353, 0.0
2019-08-26 23:00:00, 53.11, 53.31, 52.35, 52.76, 1440243, 0.0
2019-08-27 23:00:00, 52.05, 52.91, 51.68, 52.75, 987082, 0.0
2019-08-28 23:00:00, 53.57, 54.16, 53.44, 53.95, 1667433, 0.0
2019-08-29 23:00:00, 54.61, 54.85, 54.27, 54.53, 1665069, 0.0
2019-09-02 23:00:00, 53.85, 54.01, 53.03, 53.74, 1496223, 0.0
2019-09-03 23:00:00, 54.62, 55.53, 54.55, 55.43, 1549720, 0.0
2019-09-04 23:00:00, 56.32, 57.34, 56.32, 56.655, 1598580, 0.0
2019-09-05 23:00:00, 56.87, 57.3, 56.6, 56.92, 1299077, 0.0
2019-09-08 23:00:00, 57.42, 57.87, 57.16, 57.58, 854541, 0.0
2019-09-09 23:00:00, 57.28, 58.34, 56.74, 58.33, 1865938, 0.0
2019-09-10 23:00:00, 58.52, 59.8, 58.14, 59.76, 2106193, 0.0
2019-09-11 23:00:00, 60, 60.21, 59.45, 59.78, 1466328, 0.0
2019-09-12 23:00:00, 60.23, 60.35, 59.55, 59.59, 1274918, 0.0
2019-09-15 23:00:00, 58.98, 59.23, 58.32, 58.97, 1159886, 0.0
2019-09-16 23:00:00, 58.95, 58.95, 58.29, 58.67, 937524, 0.0
2019-09-17 23:00:00, 58.67, 58.915, 58.08, 58.78, 1129439, 0.0
2019-09-18 23:00:00, 59, 59.25, 58.44, 58.49, 806747, 0.0
2019-09-19 23:00:00, 58, 58.32, 56.76, 56.9, 2517774, 0.0
2019-09-22 23:00:00, 57.05, 58.36, 56.62, 57.96, 974548, 0.0
2019-09-23 23:00:00, 58.21, 58.53, 56.83, 57.15, 1198426, 0.0
2019-09-24 23:00:00, 56.72, 58.95, 56.71, 58.73, 1171914, 0.0
2019-09-25 23:00:00, 58.7, 58.99, 58.15, 58.37, 780978, 0.0
2019-09-26 23:00:00, 56.9, 58.27, 56.83, 57.19, 1254662, 0.0
2019-09-29 23:00:00, 57.63, 57.96, 57.14, 57.9, 764427, 0.0
2019-09-30 23:00:00, 58.04, 59.06, 56.63, 56.83, 1258404, 0.0
2019-10-01 23:00:00, 56.49, 56.77, 55.38, 55.8, 966113, 0.0
2019-10-02 23:00:00, 55.96, 56.78, 55.02, 56.53, 813319, 0.0
2019-10-03 23:00:00, 56.71, 57.59, 56.71, 57.52, 1448207, 0.0
2019-10-06 23:00:00, 57.41, 57.53, 56.9, 56.92, 1496851, 0.0
2019-10-07 23:00:00, 56.33, 56.38, 55, 55.46, 1924564, 0.0
2019-10-08 23:00:00, 56.2, 56.65, 55.86, 56.28, 1342795, 0.0
2019-10-09 23:00:00, 56.48, 57.37, 56.01, 56.88, 1414124, 0.0
2019-10-10 23:00:00, 57.75, 58.68, 57.69, 57.72, 3075589, 0.0
2019-10-13 23:00:00, 57.71, 57.77, 57.26, 57.68, 1480493, 0.0
2019-10-14 23:00:00, 57.78, 58.7, 57.75, 58.53, 1678937, 0.0
2019-10-15 23:00:00, 58.05, 58.72, 57.51, 57.74, 2023790, 0.0
2019-10-16 23:00:00, 58.22, 58.52, 57.53, 58.14, 1053724, 0.0
2019-10-17 23:00:00, 58.01, 58.37, 57.4, 57.72, 1798799, 0.0
2019-10-20 23:00:00, 58.36, 58.6, 57.96, 58.53, 1169952, 0.0
2019-10-21 23:00:00, 58.81, 59.02, 58.32, 58.615, 977470, 0.0
2019-10-22 23:00:00, 56.995, 57.7, 56.05, 56.495, 2339202, 0.0
2019-10-23 23:00:00, 56.96, 57.41, 56.69, 57.13, 1452558, 0.0
2019-10-24 23:00:00, 57.25, 57.74, 56.965, 57.16, 1637678, 0.0
2019-10-27 23:00:00, 57.63, 58.15, 57.6, 57.98, 2058744, 0.0
2019-10-28 23:00:00, 58.19, 59.38, 58.18, 58.33, 3324281, 0.0
2019-10-29 23:00:00, 62, 62.11, 58.7, 58.86, 3151934, 0.0
2019-10-30 23:00:00, 58.7, 58.87, 57.05, 58.68, 1769881, 0.0
2019-10-31 23:00:00, 59.11, 60.5954, 59.11, 60.55, 1316852, 0.0
2019-11-03 23:00:00, 61.38, 61.5488, 60.32, 60.54, 1535103, 0.0
2019-11-04 23:00:00, 60.69, 61.15, 60.14, 60.86, 1565384, 0.0
2019-11-05 23:00:00, 60.64, 60.64, 59.3, 59.62, 1443099, 0.0
2019-11-06 23:00:00, 60.3, 60.39, 59.255, 59.6, 1294672, 0.0
2019-11-07 23:00:00, 59.25, 59.63, 58.95, 59.54, 1157308, 0.0
2019-11-10 23:00:00, 59.06, 59.12, 58.765, 59.09, 1097268, 0.0
2019-11-11 23:00:00, 59.12, 59.49, 58.26, 58.39, 2114989, 0.0
2019-11-12 23:00:00, 58.18, 58.62, 57.67, 58.45, 1937722, 0.0
2019-11-13 23:00:00, 58.44, 58.58, 57.71, 57.77, 2809377, 0.0
2019-11-14 23:00:00, 58.38, 58.42, 56.98, 57.8, 3289860, 0.0
2019-11-17 23:00:00, 57.59, 57.74, 56.53, 56.61, 1751054, 0.0
2019-11-18 23:00:00, 56.9, 57.08, 55.85, 56, 3609296, 0.0
2019-11-19 23:00:00, 55.85, 56.33, 55.24, 55.47, 1801930, 0.0
2019-11-20 23:00:00, 55.24, 55.625, 54.27, 54.94, 2203349, 0.0
2019-11-21 23:00:00, 55.29, 55.49, 54.78, 55.29, 1723574, 0.0
2019-11-24 23:00:00, 55.3, 57.01, 55.3, 56.96, 2266524, 0.0
2019-11-25 23:00:00, 56.5, 57.01, 56.16, 56.9, 1280852, 0.0
2019-11-26 23:00:00, 57.08, 57.71, 56.98, 57.29, 1108162, 0.0
2019-11-28 23:00:00, 57.15, 57.41, 56.58, 56.68, 510090, 0.0
2019-12-01 23:00:00, 56.8, 56.97, 55.94, 56.46, 2023107, 0.0
2019-12-02 23:00:00, 55.55, 55.575, 54.465, 55.21, 1583531, 0.0
2019-12-03 23:00:00, 56.08, 57.255, 56.08, 56.45, 1614095, 0.0
2019-12-04 23:00:00, 56.79, 57.095, 56.45, 56.76, 1055068, 0.0
2019-12-05 23:00:00, 57.54, 57.83, 57.42, 57.46, 938416, 0.0
2019-12-08 23:00:00, 57.33, 57.7, 57.16, 57.17, 866607, 0.0
2019-12-09 23:00:00, 57.25, 57.84, 56.67, 56.82, 1443490, 0.0
2019-12-10 23:00:00, 57.13, 58.01, 57.09, 57.86, 969551, 0.0
2019-12-11 23:00:00, 57.75, 59.535, 57.75, 59.46, 1801634, 0.0
2019-12-12 23:00:00, 59.34, 60.33, 58.66, 59.59, 1640071, 0.0
2019-12-15 23:00:00, 60.33, 60.73, 60.025, 60.47, 1780097, 0.0
2019-12-16 23:00:00, 60.77, 60.78, 60.3969, 60.56, 1240160, 0.0
2019-12-17 23:00:00, 60.56, 60.72, 60.02, 60.53, 1752229, 0.0
2019-12-18 23:00:00, 60.87, 61.34, 60.65, 61.295, 1494092, 0.0
2019-12-19 23:00:00, 61.83, 62, 60.92, 61.72, 2503242, 0.0
2019-12-22 23:00:00, 62, 62.7, 61.43, 61.44, 1187951, 0.0
2019-12-23 23:00:00, 61.43, 61.58, 61.23, 61.3, 397806, 0.0
2019-12-25 23:00:00, 61.29, 61.79, 61.18, 61.68, 560667, 0.0
2019-12-26 23:00:00, 61.83, 62, 61.34, 61.54, 662862, 0.0
2019-12-29 23:00:00, 61.48, 61.69, 61.023, 61.63, 796721, 0.0
2019-12-30 23:00:00, 61.38, 61.63, 61.19, 61.53, 1149562, 0.0
2020-01-01 23:00:00, 62.07, 62.43, 61.41, 62.43, 1423652, 0.0
2020-01-02 23:00:00, 61.32, 62.09, 61.25, 61.35, 1626121, 0.0
2020-01-05 23:00:00, 60.7, 60.77, 60.14, 60.23, 1555400, 0.0
2020-01-06 23:00:00, 60.96, 61.76, 60.43, 61.61, 2060636, 0.0
2020-01-07 23:00:00, 61.79, 61.99, 61.3101, 61.61, 934909, 0.0
2020-01-08 23:00:00, 62.2, 62.31, 61.44, 62.03, 1316119, 0.0
2020-01-09 23:00:00, 62.27, 62.39, 61.26, 61.48, 938324, 0.0
2020-01-12 23:00:00, 61.61, 62.12, 61.4, 61.84, 1214188, 0.0
2020-01-13 23:00:00, 61.84, 62.85, 61.4, 62.19, 1674666, 0.0
2020-01-14 23:00:00, 62.12, 62.12, 61.25, 61.45, 949213, 0.0
2020-01-15 23:00:00, 61.26, 61.98, 61.26, 61.96, 1266627, 0.0
2020-01-16 23:00:00, 62.21, 62.375, 61.04, 61.37, 2036331, 0.0
2020-01-20 23:00:00, 60.9, 62.43, 60.796, 62, 4231558, 0.0
2020-01-21 23:00:00, 62.32, 63.3, 62.005, 62.51, 3395466, 0.0
2020-01-22 23:00:00, 62.76, 63.61, 62.21, 63.6, 3648835, 0.0
2020-01-23 23:00:00, 64, 64.17, 62.09, 62.56, 3234002, 0.0
2020-01-26 23:00:00, 61.08, 61.2, 60.28, 60.29, 1519207, 0.0
2020-01-27 23:00:00, 60.64, 62.565, 60.64, 62.16, 3137120, 0.0
2020-01-28 23:00:00, 64.1, 64.35, 61.52, 61.525, 3443796, 0.0
2020-01-29 23:00:00, 60.63, 62.15, 60.41, 62.05, 2029562, 0.0
2020-01-30 23:00:00, 61.55, 61.68, 59.87, 60.13, 1452548, 0.0
2020-02-02 23:00:00, 60.56, 61.14, 60.28, 60.83, 1419860, 0.0
2020-02-03 23:00:00, 62.1, 62.62, 61.6, 62.39, 1630054, 0.0
2020-02-04 23:00:00, 63.81, 64.69, 63.39, 64.5, 1614617, 0.0
2020-02-05 23:00:00, 64.44, 64.57, 63.88, 64.08, 1112545, 0.0
2020-02-06 23:00:00, 63.6, 63.8, 62.47, 62.53, 1180193, 0.0
2020-02-09 23:00:00, 61.99, 63.04, 61.85, 63, 804141, 0.0
2020-02-10 23:00:00, 63.37, 64.23, 63.18, 63.7, 802384, 0.0
2020-02-11 23:00:00, 64.42, 65.13, 63.805, 64.46, 1397178, 0.0
2020-02-12 23:00:00, 64.27, 64.69, 63.65, 64.3, 947060, 0.0
2020-02-13 23:00:00, 64.6, 64.66, 63.21, 63.56, 844458, 0.0
2020-02-17 23:00:00, 63.12, 63.21, 62.26, 62.46, 1157007, 0.0
2020-02-18 23:00:00, 62.99, 63.56, 62.66, 63.21, 1017354, 0.0
2020-02-19 23:00:00, 63.02, 63.37, 61.71, 62.43, 944232, 0.0
2020-02-20 23:00:00, 62.05, 62.3, 61.02, 61.17, 1179072, 0.0
2020-02-23 23:00:00, 59.15, 60.1, 58.75, 58.99, 1633911, 0.0
2020-02-24 23:00:00, 59.61, 59.7365, 56.9, 57.37, 1760589, 0.0
2020-02-25 23:00:00, 57.67, 58.5236, 57.1, 57.57, 1792886, 0.0
2020-02-26 23:00:00, 56.2, 57.91, 55.87, 55.99, 1899096, 0.0
2020-02-27 23:00:00, 54.16, 56.03, 53.52, 55.58, 2888279, 0.0
2020-03-01 23:00:00, 55.88, 57.86, 55.18, 57.78, 1707543, 0.0
2020-03-02 23:00:00, 57.72, 58.83, 55.54, 55.93, 2072845, 0.0
2020-03-03 23:00:00, 56.37, 58.07, 55.71, 58, 1547544, 0.0
2020-03-04 23:00:00, 56.36, 57.17, 55.4, 55.87, 1690144, 0.0
2020-03-05 23:00:00, 53.72, 54.99, 53.13, 54.78, 1710407, 0.0
2020-03-08 23:00:00, 50.6, 52.43, 49.82, 49.82, 2647653, 0.0
2020-03-09 23:00:00, 51.54, 53, 49.58, 52.98, 2507287, 0.0
2020-03-10 23:00:00, 51.14, 52.11, 48.98, 49.51, 3992872, 0.0
2020-03-11 23:00:00, 46.7, 49.06, 44.67, 44.85, 3527809, 0.0
2020-03-12 23:00:00, 47.74, 49.06, 44.44, 48.56, 3599060, 0.0
2020-03-15 23:00:00, 43.32, 49.02, 42.49, 42.5, 6757214, 0.0
2020-03-16 23:00:00, 43.47, 49, 41.93, 48.1575, 4352838, 0.0
2020-03-17 23:00:00, 44.38, 46.9654, 42.42, 45.085, 2427869, 0.0
2020-03-18 23:00:00, 44.73, 47.12, 43.2301, 45.74, 3733812, 0.0
2020-03-19 23:00:00, 46.07, 46.6, 43.78, 44.12, 3754302, 0.0
2020-03-22 23:00:00, 45.14, 46.69, 43.3615, 45.84, 3078489, 0.0
2020-03-23 23:00:00, 47.7, 48.69, 46.67, 48.05, 4266477, 0.0
2020-03-24 23:00:00, 47.85, 50.73, 46.2, 48.61, 3216723, 0.0
2020-03-25 23:00:00, 49.21, 50.43, 48.42, 50.22, 3268404, 0.0
2020-03-26 23:00:00, 48.42, 49.44, 47.5, 47.67, 1998408, 0.0
2020-03-29 23:00:00, 48.51, 50.09, 47.6168, 49.91, 3499036, 0.0
2020-03-30 23:00:00, 49.34, 50.21, 48.18, 48.66, 1855771, 0.0
2020-03-31 23:00:00, 47.3, 48.21, 45.46, 46.02, 1512194, 0.0
2020-04-01 23:00:00, 45.46, 47.89, 45.32, 47.69, 2059215, 0.0
2020-04-02 23:00:00, 47.38, 48.82, 47.2, 48.64, 2519487, 0.0
2020-04-05 23:00:00, 50.69, 53.86, 50, 53.43, 6647382, 0.0
2020-04-06 23:00:00, 54.9, 55.59, 51.57, 51.72, 6057170, 0.0
2020-04-07 23:00:00, 52.31, 53.5, 51.56, 53.32, 2219079, 0.0
2020-04-08 23:00:00, 53.33, 54.43, 51.31, 51.79, 2330048, 0.0
2020-04-12 23:00:00, 51.43, 52.555, 51.43, 52.23, 2570576, 0.0
2020-04-13 23:00:00, 53.13, 53.73, 52.37, 53.15, 7355790, 0.0
2020-04-14 23:00:00, 52.3, 52.4, 51.04, 52.12, 4828069, 0.0
2020-04-15 23:00:00, 52.82, 53.07, 51.31, 52.51, 18540263, 0.0
2020-04-16 23:00:00, 53.97, 54.4, 52.71, 53.08, 10873569, 0.0
2020-04-19 23:00:00, 52.65, 52.65, 51.6, 51.82, 9308921, 0.0
2020-04-20 23:00:00, 51.14, 51.28, 50.04, 50.38, 6420329, 0.0
2020-04-21 23:00:00, 51.58, 52.45, 51.17, 52.385, 10111499, 0.0
2020-04-22 23:00:00, 52.18, 53.58, 52.18, 52.43, 6967926, 0.0
2020-04-23 23:00:00, 52.86, 53.795, 52.13, 53.66, 10483038, 0.0
2020-04-26 23:00:00, 53.99, 55.375, 53.5, 55.15, 8214357, 0.0
2020-04-27 23:00:00, 55.5, 56.88, 54.95, 55.05, 3923280, 0.0
2020-04-28 23:00:00, 56.51, 57.68, 55.15, 57.4, 3575820, 0.0
2020-04-29 23:00:00, 56.82, 56.97, 54.82, 54.97, 5289328, 0.0
2020-04-30 23:00:00, 53.74, 54, 51.96, 52.07, 2120730, 0.0
2020-05-03 23:00:00, 52.01, 52.105, 50.765, 51.6, 4116528, 0.0
2020-05-04 23:00:00, 51.95, 53.34, 51.72, 52.73, 1655590, 0.0
2020-05-05 23:00:00, 53.57, 53.625, 52.785, 52.87, 2856938, 0.0
2020-05-06 23:00:00, 53.61, 53.86, 52.7, 52.84, 2536714, 0.0
2020-05-07 23:00:00, 53.08, 54.16, 52.9, 54.13, 1322510, 0.0
2020-05-10 23:00:00, 53.89, 54.99, 53.34, 54.59, 4474552, 0.0
2020-05-11 23:00:00, 54.89, 55.425, 54.07, 54.07, 2210805, 0.0
