Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-25 10:45:00, $133.57, BUY, $99,866.43, $133.57, $0.00, $0.00
2021-05-25 11:00:00, $133.40, SELL, $99,999.83, $0.00, $-0.17, $-0.17
2021-05-25 11:15:00, $133.28, HOLD, $99,999.83, $0.00, $0.00, $-0.17
2021-05-25 11:30:00, $133.29, BUY, $99,866.54, $133.29, $0.00, $-0.17
2021-05-25 11:45:00, $133.46, HOLD, $99,866.54, $133.29, $0.00, $-0.17
2021-05-25 12:00:00, $133.58, BUY, $99,732.96, $266.87, $0.00, $-0.17
2021-05-25 12:15:00, $133.64, HOLD, $99,732.96, $266.87, $0.00, $-0.17
2021-05-25 12:30:00, $133.61, SELL, $100,000.18, $0.00, $0.03, $0.18
2021-05-25 12:45:00, $133.60, HOLD, $100,000.18, $0.00, $0.00, $0.18
2021-05-25 13:00:00, $133.65, BUY, $99,866.53, $133.65, $0.00, $0.18
2021-05-25 13:15:00, $133.64, SELL, $100,000.17, $0.00, $-0.01, $0.17
2021-05-25 13:30:00, $133.56, HOLD, $100,000.17, $0.00, $0.00, $0.17
2021-05-25 13:45:00, $133.51, SELL, $100,000.17, $0.00, $0.00, $0.17
2021-05-25 14:00:00, $133.46, HOLD, $100,000.17, $0.00, $0.00, $0.17
2021-05-25 14:15:00, $133.59, BUY, $99,866.58, $133.59, $0.00, $0.17
2021-05-25 14:30:00, $133.83, HOLD, $99,866.58, $133.59, $0.00, $0.17
2021-05-25 14:45:00, $133.75, SELL, $100,000.34, $0.00, $0.16, $0.34
2021-05-26 08:30:00, $133.50, HOLD, $100,000.34, $0.00, $0.00, $0.34
2021-05-26 08:45:00, $133.21, SELL, $100,000.34, $0.00, $0.00, $0.34
2021-05-26 09:00:00, $133.21, BUY, $99,867.13, $133.21, $0.00, $0.34
2021-05-26 09:15:00, $133.34, HOLD, $99,867.13, $133.21, $0.00, $0.34
2021-05-26 09:30:00, $133.25, SELL, $100,000.38, $0.00, $0.04, $0.38
2021-05-26 09:45:00, $133.07, HOLD, $100,000.38, $0.00, $0.00, $0.38
