Date, Price, Decision, Cash Balance, Holding Balance, Flip, Total Profit
2021-05-25 10:10:00, $643.23, BUY, $99,356.77, $643.23, $0.00, $0.00
2021-05-25 10:15:00, $642.39, SELL, $99,999.16, $0.00, $-0.84, $-0.84
2021-05-25 10:20:00, $641.95, HOLD, $99,999.16, $0.00, $0.00, $-0.84
2021-05-25 10:25:00, $641.54, SELL, $99,999.16, $0.00, $0.00, $-0.84
2021-05-25 10:30:00, $642.12, BUY, $99,357.04, $642.12, $0.00, $-0.84
2021-05-25 10:35:00, $643.39, HOLD, $99,357.04, $642.12, $0.00, $-0.84
2021-05-25 10:40:00, $643.60, BUY, $98,713.44, $1,285.72, $0.00, $-0.84
2021-05-25 10:45:00, $644.11, HOLD, $98,713.44, $1,285.72, $0.00, $-0.84
2021-05-25 10:50:00, $644.24, BUY, $98,069.21, $1,929.95, $0.00, $-0.84
2021-05-25 11:00:00, $645.03, HOLD, $98,069.21, $1,929.95, $0.00, $-0.84
2021-05-25 11:05:00, $645.10, BUY, $97,424.11, $2,575.05, $0.00, $-0.84
2021-05-25 11:10:00, $644.57, SELL, $100,002.37, $0.00, $-0.53, $2.37
2021-05-25 11:15:00, $643.94, HOLD, $100,002.37, $0.00, $0.00, $2.37
2021-05-25 11:20:00, $643.68, SELL, $100,002.37, $0.00, $0.00, $2.37
2021-05-25 11:25:00, $643.64, HOLD, $100,002.37, $0.00, $0.00, $2.37
2021-05-25 11:35:00, $643.65, BUY, $99,358.72, $643.65, $0.00, $2.37
2021-05-25 11:45:00, $642.90, SELL, $100,001.62, $0.00, $-0.76, $1.62
2021-05-25 11:50:00, $642.64, HOLD, $100,001.62, $0.00, $0.00, $1.62
2021-05-25 11:55:00, $642.67, BUY, $99,358.94, $642.67, $0.00, $1.62
2021-05-25 12:00:00, $643.88, HOLD, $99,358.94, $642.67, $0.00, $1.62
2021-05-25 12:05:00, $644.87, BUY, $98,714.08, $1,287.54, $0.00, $1.62
2021-05-25 12:15:00, $645.58, HOLD, $98,714.08, $1,287.54, $0.00, $1.62
2021-05-25 12:20:00, $645.58, HOLD, $98,714.08, $1,287.54, $0.00, $1.62
2021-05-25 12:25:00, $645.47, SELL, $100,005.01, $0.00, $0.60, $5.01
2021-05-25 12:30:00, $645.12, HOLD, $100,005.01, $0.00, $0.00, $5.01
2021-05-25 12:35:00, $644.97, SELL, $100,005.01, $0.00, $0.00, $5.01
2021-05-25 12:40:00, $644.93, HOLD, $100,005.01, $0.00, $0.00, $5.01
2021-05-25 12:45:00, $644.32, SELL, $100,005.01, $0.00, $0.00, $5.01
2021-05-25 12:50:00, $643.93, HOLD, $100,005.01, $0.00, $0.00, $5.01
2021-05-25 13:00:00, $643.77, SELL, $100,005.01, $0.00, $0.00, $5.01
2021-05-25 13:05:00, $644.36, BUY, $99,360.65, $644.36, $0.00, $5.01
2021-05-25 13:10:00, $644.90, HOLD, $99,360.65, $644.36, $0.00, $5.01
2021-05-25 13:15:00, $645.08, BUY, $98,715.57, $1,289.44, $0.00, $5.01
2021-05-25 13:20:00, $644.88, SELL, $100,005.33, $0.00, $-0.20, $5.33
2021-05-25 13:25:00, $644.48, HOLD, $100,005.33, $0.00, $0.00, $5.33
2021-05-25 13:30:00, $644.33, SELL, $100,005.33, $0.00, $0.00, $5.33
2021-05-25 13:35:00, $644.38, BUY, $99,360.94, $644.38, $0.00, $5.33
2021-05-25 13:40:00, $643.90, SELL, $100,004.84, $0.00, $-0.48, $4.84
2021-05-25 13:45:00, $643.31, HOLD, $100,004.84, $0.00, $0.00, $4.84
